Wavelength (micron);fresh;1 pulse;5 pulses
3.076921183;-0.001199056;-0.000620796;-0.001354021
3.07646492;-0.001222949;-0.000590308;-0.001381418
3.076007846;-0.001224121;-0.000557979;-0.001390956
3.075551854;-0.001200606;-0.0005227;-0.001382675
3.075095997;-0.001154161;-0.000482936;-0.00135976
3.074640275;-0.001090478;-0.000438113;-0.001327191
3.074184688;-0.001018627;-0.000389196;-0.001290398
3.073729236;-0.000950097;-0.000339464;-0.001254175
3.073273919;-0.000895949;-0.000293524;-0.001221286
3.072817792;-0.000864355;-0.000255828;-0.001192636
3.072363689;-0.000859693;-0.000230152;-0.001168391
3.071907833;-0.000880195;-0.00021783;-0.0011484
3.071453055;-0.000919003;-0.000218098;-0.001133759
3.070998412;-0.000965958;-0.000229165;-0.001126827
3.070543904;-0.001009711;-0.00024874;-0.001130615
3.07008953;-0.001040739;-0.000275817;-0.001146897
3.06963529;-0.001053887;-0.000310952;-0.0011755
3.069181185;-0.001049483;-0.000355622;-0.001212988
3.068726273;-0.001032626;-0.000410582;-0.001253264
3.068272437;-0.00101178;-0.000474921;-0.001289435
3.067818735;-0.000995825;-0.000544324;-0.001316532
3.067365167;-0.000990889;-0.000611463;-0.001332889
3.066911733;-0.000998672;-0.000667047;-0.001341502
3.066458434;-0.001016113;-0.00070252;-0.001348804
3.066005268;-0.001036505;-0.000712076;-0.001362007
3.065552236;-0.001052291;-0.000694735;-0.001386165
3.065098399;-0.001057615;-0.000654846;-0.001422256
3.064645635;-0.001050635;-0.000600795;-0.00146581
3.064193005;-0.001034092;-0.000543051;-0.001509017
3.063740509;-0.001014361;-0.00049114;-0.001542796
3.063288146;-0.000999907;-0.000452093;-0.00156015
3.062835917;-0.000998091;-0.000428935;-0.001558103
3.062383821;-0.001013939;-0.000421861;-0.001538427
3.061931859;-0.001048498;-0.000428426;-0.001506652
3.061479092;-0.00109891;-0.000445592;-0.001469708
3.061027397;-0.001159228;-0.000470406;-0.001434206
3.060575835;-0.001221763;-0.000500276;-0.001404386
3.060124406;-0.00127863;-0.000532678;-0.001382329
3.059673111;-0.001323438;-0.000565004;-0.00136877
3.059221948;-0.001352003;-0.000593998;-0.001363845
3.058770919;-0.001363725;-0.000616519;-0.001368336
3.058319087;-0.001361075;-0.000630471;-0.001383502
3.057869258;-0.001349831;-0.000635292;-0.001410582
3.057417693;-0.001336624;-0.000632859;-0.001449714
3.056967195;-0.001328236;-0.000627031;-0.001499449
3.05651683;-0.00132868;-0.000622332;-0.001556103
3.056066598;-0.001338631;-0.000622568;-0.001614549
3.055616498;-0.001354768;-0.000629174;-0.001668664
3.055166531;-0.001371083;-0.00064079;-0.00171254
3.054716696;-0.001381419;-0.000653638;-0.001741201
3.054266061;-0.001381192;-0.000662674;-0.001751022
3.053816492;-0.001369647;-0.000663895;-0.001740082
3.053367055;-0.001350111;-0.000655893;-0.001708856
3.05291775;-0.001328192;-0.000640627;-0.001659765
3.052468577;-0.001310021;-0.000622663;-0.001598228
3.052019537;-0.001299511;-0.000607909;-0.001531521
3.051570628;-0.001297253;-0.000601645;-0.001468762
3.051121852;-0.001300639;-0.000606294;-0.001418472
3.050672277;-0.001305384;-0.000620762;-0.001387344
3.050223764;-0.001308356;-0.000640891;-0.001378072
3.049775384;-0.001309386;-0.000661468;-0.001388775
3.049327135;-0.001311687;-0.0006779;-0.001413395
3.048879019;-0.001321272;-0.000688529;-0.001443397
3.048431034;-0.001343952;-0.000695457;-0.001470327
3.04798318;-0.001382795;-0.000703454;-0.001488086
3.047535458;-0.001436169;-0.000718345;-0.001494898
3.047086939;-0.001497871;-0.000744142;-0.001493289
3.04663948;-0.001558151;-0.000780846;-0.001489115
3.046192153;-0.00160766;-0.000823512;-0.001489653
3.045744957;-0.001639463;-0.00086313;-0.00150108
3.045297893;-0.001652231;-0.000888989;-0.001527071
3.044850959;-0.001650064;-0.00089236;-0.001567843
3.044404157;-0.001640398;-0.000868996;-0.001620313
3.043956559;-0.001631412;-0.000820832;-0.00167857
3.043510946;-0.001629109;-0.000756143;-0.001736068
3.04306361;-0.001634788;-0.000686882;-0.001785862
3.042617332;-0.001644796;-0.000625931;-0.001822234
3.042171185;-0.001652164;-0.000583509;-0.00184117
3.041725169;-0.001649566;-0.000565782;-0.001840985
3.041279284;-0.0016322;-0.000573275;-0.001822609
3.040833529;-0.001600101;-0.000602259;-0.0017897
3.040387905;-0.001558808;-0.000646045;-0.00174796
3.039941487;-0.001518539;-0.000697062;-0.0017049
3.039496124;-0.001490685;-0.000748649;-0.001668222
3.039050892;-0.001485163;-0.000795458;-0.001644751
3.03860579;-0.001506771;-0.000833999;-0.001638894
3.038160819;-0.00155382;-0.000862232;-0.001652065
3.037715978;-0.001618518;-0.000879478;-0.001682937
3.037271267;-0.001689125;-0.000885824;-0.001727695
3.036826686;-0.00175284;-0.000882823;-0.001781528
3.036381314;-0.001800091;-0.000872937;-0.001839494
3.035936993;-0.001826737;-0.000859818;-0.001897023
3.035492803;-0.001835488;-0.000847744;-0.001950597
3.035048743;-0.001834415;-0.00084108;-0.001996622
3.034604813;-0.001835181;-0.00084408;-0.002032382
3.034161012;-0.001848722;-0.000859506;-0.002055178
3.033717341;-0.001882565;-0.000888466;-0.0020636
3.0332738;-0.001937369;-0.000929611;-0.002057863
3.032830389;-0.002006715;-0.000978873;-0.002040838
3.032386188;-0.002078625;-0.001030274;-0.002017911
3.031943036;-0.002137966;-0.001076187;-0.001996043
3.031500013;-0.002170544;-0.001109272;-0.001981971
3.031057121;-0.00216674;-0.001124031;-0.001979959
3.030614357;-0.002124178;-0.001118667;-0.00199039
3.030171723;-0.00204892;-0.001096117;-0.002009547
3.029729218;-0.001953777;-0.001063433;-0.00203069
3.029286842;-0.001856098;-0.001030789;-0.002046508
3.028843678;-0.001773331;-0.001007767;-0.002051874
3.028401561;-0.001719306;-0.001000728;-0.002045438
3.027959573;-0.001701194;-0.001010883;-0.002030642
3.027517714;-0.001717951;-0.0010328;-0.002013872
3.027075984;-0.001761581;-0.001056831;-0.002002506
3.026634383;-0.001819492;-0.001071847;-0.002001809
3.02619291;-0.001877913;-0.001068791;-0.002013849
3.025750651;-0.00192604;-0.001044635;-0.002036788
3.025309436;-0.001957587;-0.001003182;-0.002066362
3.02486835;-0.001972184;-0.000954475;-0.002098095
3.024427393;-0.001974166;-0.000912171;-0.002129147
3.023986564;-0.00197021;-0.000889515;-0.002159061
3.023545863;-0.001967511;-0.000895988;-0.002189811
3.023105291;-0.001971623;-0.000935177;-0.002224251
3.022664848;-0.001985485;-0.001003613;-0.002263896
3.022223619;-0.002009158;-0.001092419;-0.002307995
3.021783432;-0.002040794;-0.001189427;-0.002353447
3.021343374;-0.002077718;-0.001282284;-0.002395385
3.020903443;-0.002116287;-0.001360776;-0.00242921
3.020463641;-0.002152528;-0.001418567;-0.002451639
3.020023967;-0.002182591;-0.001454149;-0.002462018
3.019584421;-0.002202933;-0.00147041;-0.002462077
3.019145002;-0.002210847;-0.001473105;-0.002454781
3.018705712;-0.002206105;-0.001469438;-0.002443429
3.018265638;-0.002190923;-0.001466167;-0.00243036
3.017826604;-0.002170851;-0.001467482;-0.002416928
3.017387697;-0.002152976;-0.001474363;-0.002403504
3.016948917;-0.002144779;-0.001485365;-0.002390364
3.016510266;-0.002150726;-0.001496811;-0.002377997
3.016071741;-0.002171928;-0.001505566;-0.002367553
3.015633345;-0.002204196;-0.001510021;-0.002360471
3.015194166;-0.002240334;-0.001511432;-0.002357644
3.014756025;-0.002272606;-0.001513458;-0.002359504
3.014318011;-0.002295597;-0.001520657;-0.002365414
3.013880124;-0.002308213;-0.001536219;-0.002373897
3.013442364;-0.002314847;-0.001560655;-0.002383702
3.013004731;-0.002322574;-0.001590463;-0.002393493
3.012567225;-0.002339046;-0.001619496;-0.002403208
3.012129847;-0.002368694;-0.001640558;-0.002413693
3.011691688;-0.00241103;-0.001648395;-0.00242675
3.011254564;-0.002460305;-0.001640722;-0.002444068
3.010817566;-0.002507854;-0.001619933;-0.002467086
3.010380696;-0.002545479;-0.001591159;-0.002496205
3.009943952;-0.002568939;-0.001561499;-0.002530436
3.009507335;-0.002579192;-0.001537576;-0.002567747
3.009070844;-0.002582517;-0.001524349;-0.002604937
3.00863448;-0.002587101;-0.001524363;-0.002638446
3.008197338;-0.002600148;-0.001538872;-0.002665723
3.007761227;-0.002624092;-0.001567874;-0.002685165
3.007325243;-0.002655125;-0.001611167;-0.002697454
3.006889385;-0.002684665;-0.00166799;-0.002704894
3.006453653;-0.002701932;-0.001736683;-0.002711604
3.006018048;-0.002697978;-0.001813875;-0.002721692
3.005582569;-0.002669065;-0.001895103;-0.002739146
3.005146313;-0.00261814;-0.001974694;-0.002765873
3.004711989;-0.002553819;-0.002047809;-0.002801669
3.004275986;-0.002488345;-0.002111758;-0.002844264
3.003841012;-0.002433517;-0.002166039;-0.002889534
3.003406163;-0.002398242;-0.00221268;-0.002933062
3.00297144;-0.002386595;-0.0022543;-0.002970494
3.002536843;-0.002398152;-0.002292536;-0.002998906
3.002102372;-0.002428344;-0.002326106;-0.003016594
3.001668027;-0.002471226;-0.002351674;-0.003024035
3.001232906;-0.002520302;-0.002364495;-0.003023112
3.000798813;-0.002570065;-0.002361087;-0.00301746
3.000364844;-0.002615719;-0.002341063;-0.003011591
2.999931002;-0.002654106;-0.002308774;-0.003010716
2.999497284;-0.002683423;-0.002272721;-0.003019577
2.999063692;-0.002703408;-0.002243342;-0.003041007
2.998630226;-0.002716193;-0.00223071;-0.003075495
2.998196884;-0.002725478;-0.00224123;-0.003120293
2.99776277;-0.002736092;-0.002276631;-0.003169619
2.997329679;-0.002752591;-0.002333454;-0.003216217
2.996896713;-0.002777721;-0.00240503;-0.00325292
2.996463873;-0.002810269;-0.002482605;-0.003274618
2.996031158;-0.002846002;-0.002558336;-0.003279912
2.995598567;-0.002878386;-0.00262592;-0.003271111
2.995166101;-0.002900918;-0.002681405;-0.003253847
2.994733761;-0.002909759;-0.002722606;-0.003234946
2.994301545;-0.002905493;-0.002749063;-0.003220621
2.993868557;-0.002893191;-0.002761725;-0.003214985
2.993436591;-0.002880848;-0.002762713;-0.003218775
2.993004749;-0.00287619;-0.002756063;-0.003230371
2.992573032;-0.002884213;-0.00274721;-0.003246524
2.99214144;-0.002904753;-0.002742497;-0.003263989
2.991709972;-0.002933271;-0.002748039;-0.003280737
2.991278628;-0.00296221;-0.002767779;-0.003296683
2.990847409;-0.002983827;-0.002802523;-0.003313266
2.99041542;-0.002994232;-0.002849488;-0.003332912
2.989984449;-0.002993631;-0.002902377;-0.003357776
2.989553603;-0.002986616;-0.002952855;-0.003388903
2.989122881;-0.002980922;-0.002992862;-0.003425442
2.988692283;-0.002983628;-0.003015868;-0.003465145
2.988261809;-0.002999168;-0.003018267;-0.003504482
2.987831459;-0.003028087;-0.003000032;-0.003539679
2.98740034;-0.003067829;-0.002964523;-0.003567969
2.986970238;-0.003113574;-0.002917196;-0.003588356
2.98654026;-0.003161226;-0.002865551;-0.00360219
2.986110406;-0.003208047;-0.002817303;-0.003613002
2.985680675;-0.003253328;-0.002780038;-0.003625455
2.985251069;-0.003297934;-0.002760721;-0.003644652
2.984821585;-0.003343072;-0.002764699;-0.003674418
2.984392226;-0.003388941;-0.002794464;-0.003715933
2.983962099;-0.003434543;-0.002849581;-0.003767528
2.983532986;-0.003477904;-0.002925572;-0.003824512
2.983103997;-0.003516629;-0.003013949;-0.003880621
2.982675131;-0.003549332;-0.003103965;-0.003929749
2.982246389;-0.003575697;-0.003183342;-0.003967558
2.98181777;-0.003596649;-0.003241768;-0.003992896
2.981389274;-0.003613666;-0.003272583;-0.004008183
2.980960901;-0.003627962;-0.003274548;-0.004018255
2.980532651;-0.003640639;-0.003252699;-0.004029342
2.980103636;-0.003652211;-0.003217228;-0.004046474
2.979675633;-0.003663031;-0.003181104;-0.00407174
2.979247752;-0.003674285;-0.003157375;-0.004104104
2.978819994;-0.003687172;-0.003155566;-0.004138823
2.978392359;-0.003704049;-0.003180152;-0.004170236
2.977964847;-0.003726736;-0.003228941;-0.004192914
2.977537457;-0.003756504;-0.003294257;-0.004204474
2.977110191;-0.003793888;-0.003364964;-0.004206315
2.97668216;-0.003838047;-0.003429426;-0.004203667
2.976255139;-0.00388778;-0.003478802;-0.004204029
2.97582824;-0.003941046;-0.003508354;-0.004214272
2.975401463;-0.003995899;-0.003519158;-0.00423882
2.974974809;-0.00405064;-0.003517076;-0.004277502
2.974548278;-0.004102915;-0.003510214;-0.00432553
2.974121868;-0.00415058;-0.003507115;-0.004374882
2.973694697;-0.004191733;-0.003514195;-0.00441724
2.973268532;-0.004225337;-0.003533987;-0.004446446
2.972842489;-0.00425177;-0.003565612;-0.004460864
2.972416569;-0.004273292;-0.003604981;-0.004463798
2.97199077;-0.004293455;-0.003646966;-0.004462552
2.971565094;-0.004315785;-0.00368705;-0.004465667
2.971139539;-0.004343381;-0.003722563;-0.004480785
2.970714106;-0.004376414;-0.003752977;-0.004511626
2.970287913;-0.004413301;-0.003779931;-0.004557775
2.969862724;-0.00445056;-0.003805834;-0.004615039
2.969437657;-0.004484635;-0.003833383;-0.004676661
2.969012711;-0.004513936;-0.00386484;-0.00473615
2.968587887;-0.004539369;-0.003901224;-0.004787913
2.968163185;-0.004564631;-0.003943327;-0.004828855
2.967738604;-0.004594587;-0.003991275;-0.004857863
2.967314145;-0.004632827;-0.004044487;-0.004875438
