Wavelength (micron),fresh,1 pulse,2 pulses,3 pulse,5 pulses
4.746343536,0.088529112,0.08788373,0.087020946,0.086465386,0.091664869
4.745257945,0.088578218,0.087915044,0.087082769,0.086431967,0.091686857
4.744172851,0.088634374,0.087933699,0.087125119,0.086385586,0.091723248
4.743088253,0.088693539,0.087937848,0.087146142,0.086333833,0.091769499
4.742004151,0.088751561,0.087927438,0.087147807,0.086284046,0.091820793
4.740920545,0.088803835,0.087904362,0.087133118,0.086242259,0.091872606
4.739837433,0.088847276,0.087873062,0.087104947,0.086213083,0.091921308
4.738752571,0.088880745,0.087840374,0.08706495,0.086200073,0.091964724
4.73767045,0.088904572,0.087813878,0.087014372,0.086204301,0.092001372
4.736588822,0.088919884,0.087799926,0.086955763,0.086224132,0.092029875
4.735507689,0.088927471,0.087801896,0.086893538,0.086253766,0.092048738
4.734427049,0.088928534,0.087819489,0.086835299,0.086285028,0.092057379
4.733346902,0.088923721,0.087848765,0.086789841,0.086308468,0.092056697
4.732267248,0.088914619,0.087883498,0.086764667,0.08631637,0.092050257
4.731185848,0.088903796,0.087917881,0.086763973,0.086305937,0.09204426
4.730109417,0.088894654,0.087947308,0.086786435,0.086279877,0.09204594
4.729029003,0.088891129,0.087969957,0.086825883,0.086246628,0.092061513
4.727951317,0.088896697,0.087987141,0.086873838,0.086218018,0.092093879
4.726874123,0.088912115,0.088001019,0.086921659,0.086205356,0.092140562
4.725797419,0.088936354,0.088014349,0.086963988,0.086216281,0.092194804
4.724721206,0.088965549,0.088029146,0.086998886,0.086251934,0.092246854
4.723645483,0.088994435,0.088045616,0.087027771,0.086307324,0.092288303
4.722570249,0.089017972,0.088062913,0.087052565,0.086372732,0.092313565
4.721493276,0.089032945,0.088079316,0.087074666,0.086436877,0.092323345
4.720419022,0.089038605,0.088093199,0.087093483,0.086489877,0.092322824
4.719345257,0.089037142,0.088103741,0.087107514,0.086526216,0.092320249
4.71827198,0.089031949,0.08811073,0.087116214,0.086544228,0.092323829
4.717199191,0.089026547,0.088114989,0.087121479,0.086546966,0.092339144
4.71612689,0.089022755,0.088118451,0.087128602,0.086539295,0.092368438
4.715055077,0.089020116,0.088123201,0.087144364,0.08652694,0.09240997
4.71398375,0.089015768,0.088132237,0.087175354,0.086514923,0.092460236
4.712910689,0.089006412,0.088148397,0.087223967,0.086506502,0.092514866
4.711840336,0.088989919,0.088174034,0.087287882,0.086503969,0.092569402
4.71077047,0.088967151,0.088210614,0.087359816,0.086508177,0.092619618
4.709701089,0.088943256,0.088257357,0.087430132,0.086519979,0.092661987
4.708632194,0.088926003,0.088311349,0.087490268,0.086539325,0.092692671
4.707563784,0.088924351,0.088366847,0.08753543,0.086566242,0.092708513
4.706495859,0.088944939,0.088416712,0.087565489,0.086599327,0.092707855
4.705428417,0.088989227,0.088453488,0.087584279,0.086636682,0.092691249
4.704359247,0.089052596,0.08847139,0.087597032,0.086675413,0.092661476
4.703292775,0.089124111,0.088467986,0.087608242,0.086712179,0.092623049
4.702226787,0.089190095,0.088445061,0.087619784,0.086744001,0.092581165
4.701161281,0.08923783,0.08840908,0.087631168,0.08676914,0.092540581
4.700096258,0.089259768,0.088369512,0.087640763,0.086787009,0.092504563
4.699031718,0.089255911,0.088336411,0.08764762,0.086798864,0.092475687
4.697967659,0.089233699,0.088318196,0.087652605,0.086806729,0.09245578
4.696901877,0.089206301,0.088318946,0.087657752,0.086813345,0.092447281
4.695838782,0.089187384,0.088337317,0.087665524,0.086820539,0.092452393
4.69477617,0.089187977,0.088367,0.087677334,0.086829119,0.092472813
4.693714037,0.089212724,0.088398776,0.08769294,0.086838288,0.092508258
4.692652386,0.089259136,0.088423399,0.087710949,0.086846442,0.092555608
4.691591214,0.089318905,0.088434476,0.087730293,0.086851675,0.092608613
4.690530522,0.089380932,0.088430454,0.087751385,0.086852907,0.092659712
4.68947031,0.089434439,0.088414844,0.087776965,0.086850275,0.092701752
4.688410577,0.089471896,0.088394992,0.087811099,0.086845902,0.092730418
4.687349126,0.089490015,0.088379002,0.087857121,0.086843072,0.092745188
4.686290351,0.089490165,0.088373442,0.087915644,0.08684534,0.092749425
4.685232055,0.089476658,0.088380718,0.08798209,0.086855507,0.092747809
4.684174236,0.089456157,0.088399246,0.088048114,0.086874693,0.092745065
4.683116895,0.089436188,0.088423511,0.088102949,0.086901817,0.09274391
4.682060032,0.089424257,0.088447451,0.088136621,0.086934337,0.092745483
4.681003645,0.08942718,0.088465184,0.088142945,0.086968675,0.092750329
4.679947734,0.089449169,0.088473496,0.088120468,0.087000805,0.092759155
4.678890111,0.089491974,0.088472238,0.088073843,0.087028048,0.092774814
4.677835154,0.089552769,0.088462788,0.08801072,0.087048519,0.092800923
4.676780673,0.089624845,0.088448257,0.08794029,0.087061698,0.092840261
4.675726666,0.089699023,0.088431135,0.087871807,0.087069233,0.092893657
4.674673135,0.089765538,0.088413357,0.087812474,0.087073001,0.092957586
4.673620079,0.089816049,0.088394721,0.087767416,0.087075509,0.093025121
4.672567496,0.089846535,0.088374488,0.087740198,0.087079551,0.093087225
4.671513206,0.089857831,0.088350851,0.087732328,0.087087063,0.093136352
4.670463754,0.089854153,0.088322022,0.087742889,0.087098671,0.093168057
4.669410412,0.089841867,0.088286961,0.087768941,0.087113654,0.093182503
4.668359725,0.089826632,0.088246309,0.087804849,0.087129918,0.093183739
4.667309511,0.089812026,0.088203058,0.087843422,0.08714471,0.093177344
4.666259769,0.089798949,0.088162979,0.08787796,0.087155498,0.093168761
4.665210499,0.089786251,0.088133235,0.087903713,0.08716042,0.093161025
4.664161701,0.089772157,0.088121275,0.087919657,0.087159293,0.09315489
4.663113374,0.089755774,0.088132386,0.087928719,0.08715331,0.093149448
4.662063345,0.089737036,0.088167146,0.08793663,0.087143963,0.093144113
4.661015962,0.089716439,0.088220493,0.087949244,0.087132576,0.093139608
4.659969048,0.089694929,0.088282494,0.087970313,0.08711979,0.093138438
4.658922606,0.089672481,0.088340927,0.087999841,0.087105481,0.093144183
4.657876632,0.089649029,0.088385374,0.088033977,0.087089493,0.093160236
4.656831129,0.089624882,0.088410433,0.088066062,0.087072928,0.093188273
4.655786095,0.089601482,0.088418055,0.088089804,0.087058946,0.093227527
4.654741529,0.089582171,0.08841637,0.088101202,0.087052715,0.09327487
4.653695267,0.089571157,0.088417049,0.088100074,0.08706056,0.093324847
4.652651639,0.089571883,0.088430139,0.088089403,0.087088036,0.093370712
4.65160848,0.089585692,0.088460426,0.088074151,0.087137765,0.093405343
4.650565788,0.08961071,0.088506141,0.088059087,0.087208334,0.093422355
4.649523563,0.089643077,0.088559357,0.088046463,0.087294193,0.09341734
4.648481806,0.089677828,0.088609327,0.088035826,0.087386754,0.093388361
4.647440515,0.089712661,0.088647465,0.088024592,0.087477305,0.093337704
4.646399691,0.08974841,0.088669843,0.088008921,0.087558334,0.093271084
4.645357175,0.089789459,0.088677376,0.087986342,0.087625424,0.09319687
4.644317283,0.089841905,0.088675419,0.087956501,0.087677173,0.093124794
4.643277857,0.089909154,0.088669518,0.087921437,0.087713838,0.09306288
4.642238896,0.089989804,0.088663154,0.08788574,0.087736233,0.09301615
4.6412004,0.090075951,0.08865604,0.08785477,0.087744992,0.092985813
4.640162369,0.090154425,0.088644328,0.08783347,0.087740224,0.092969371
4.639124801,0.090210813,0.088623303,0.087825222,0.087722605,0.09296253
4.638085547,0.090234403,0.088589769,0.087831735,0.087694898,0.092961153
4.637051058,0.090222087,0.088543968,0.087852755,0.087662435,0.092962445
4.636012732,0.090179099,0.088489387,0.08788595,0.087632613,0.092964987
4.63497702,0.090118263,0.088431625,0.087928639,0.08761354,0.092968465
4.63394177,0.090055717,0.088376748,0.087977882,0.087611686,0.092972977
4.632906982,0.090005321,0.088329053,0.08803121,0.087629423,0.09297809
4.631872657,0.089975015,0.088290453,0.088086374,0.087663728,0.092983185
4.630838793,0.089964891,0.088261035,0.088141914,0.08770739,0.092988489
4.629805391,0.089968784,0.088239934,0.088196353,0.087750032,0.092995471
4.628770307,0.089976215,0.08822551,0.088247964,0.087781272,0.093006639
4.627737828,0.089977275,0.088216524,0.088294892,0.087794256,0.093025101
4.626705809,0.089964649,0.088211434,0.08833482,0.087786611,0.093052274
4.62567425,0.089935924,0.088207316,0.088364954,0.08776146,0.093086574
4.624643151,0.089892952,0.088201371,0.088383124,0.087726133,0.093123328
4.623612512,0.089840898,0.088189598,0.088387868,0.087689507,0.093155205
4.622582332,0.089786497,0.088169513,0.08837899,0.087660383,0.093175887
4.621552611,0.089736589,0.088139825,0.088357576,0.087644694,0.093181796
4.620521213,0.089697423,0.088101555,0.088326362,0.087644682,0.093173857
4.61949241,0.089673929,0.088057472,0.08828837,0.087658323,0.093157143
4.618464065,0.0896692,0.088010705,0.088247333,0.087681279,0.093138711
4.617436178,0.089684243,0.087964059,0.088206316,0.087707603,0.093124298
4.616408748,0.08971752,0.087919385,0.088168121,0.087732253,0.093115986
4.615381775,0.089764167,0.087877756,0.088134234,0.087751829,0.093111275
4.614355259,0.089817517,0.087840284,0.088105427,0.087765488,0.093104697
4.6133292,0.089870072,0.08780919,0.088082156,0.087774814,0.093091313
4.612301469,0.089914878,0.087787749,0.08806422,0.08778216,0.093068491
4.611276323,0.089948102,0.08777894,0.088052407,0.0877903,0.093038783
4.610251632,0.089969406,0.087784779,0.088047746,0.087801064,0.093008594
4.609227397,0.089982737,0.087804632,0.088052205,0.087815593,0.092986298
4.608203616,0.089994126,0.087835181,0.088067982,0.08783466,0.092978758
4.60718029,0.090009844,0.087870298,0.088096876,0.087859099,0.092988524
4.606157419,0.09003478,0.087904494,0.088139494,0.087891519,0.09301363
4.605132881,0.090069648,0.087933533,0.088193928,0.087934686,0.093047776
4.604113038,0.090111248,0.087956425,0.08825597,0.087991765,0.093083355
4.603089409,0.09015297,0.087975186,0.088318888,0.088063721,0.093113615
4.602068354,0.090186712,0.087993479,0.088375177,0.088149268,0.093134706
4.601047751,0.090205585,0.088013964,0.088417908,0.088243073,0.093146233
4.6000276,0.090205874,0.088037498,0.088442912,0.088337353,0.093150147
4.599007902,0.090188653,0.088061697,0.088449427,0.088423906,0.093149197
4.597988656,0.090158844,0.08808236,0.088440581,0.088495305,0.093145953
4.596969861,0.090124356,0.08809527,0.088422603,0.088547868,0.093141487
4.595949406,0.090092951,0.088098245,0.08840246,0.088580966,0.093135432
4.594931515,0.090070282,0.088092306,0.08838672,0.088597323,0.093126209
4.593914075,0.090058084,0.08808189,0.088379691,0.088600861,0.093112589
4.592897085,0.090053327,0.088072645,0.088382423,0.088594328,0.093093171
4.591880545,0.090050789,0.088069844,0.088393179,0.088579065,0.093067973
4.590864455,0.090044498,0.088075847,0.088408122,0.088555019,0.09303829
4.589848815,0.09003117,0.088090256,0.088422879,0.088521937,0.093006967
4.588833624,0.090011684,0.0881095,0.088433221,0.088480795,0.092977665
4.587816777,0.089991426,0.088128618,0.088436761,0.08843418,0.092954216
4.586802485,0.089978575,0.088143328,0.08843323,0.08838637,0.092939422
4.585788641,0.089981501,0.088150818,0.088424985,0.08834216,0.092934468
4.584775245,0.090005361,0.088150438,0.088417098,0.088305752,0.092938224
4.583762297,0.090049834,0.088143526,0.088416205,0.088278922,0.092948072
4.582749797,0.090109076,0.088131855,0.088429349,0.088262569,0.092961107
4.581737743,0.09017299,0.088116956,0.088461872,0.088256903,0.092975556
4.580726137,0.090229905,0.088098836,0.088514887,0.088262471,0.092990985
4.579714977,0.090270756,0.088076967,0.088584725,0.088281016,0.093009355
4.578702167,0.090291223,0.08805114,0.088663099,0.088315046,0.093033591
4.5776919,0.090292185,0.088021925,0.08873772,0.088365061,0.093064811
4.576682079,0.090279547,0.087992587,0.088796676,0.088429053,0.093102614
4.575672704,0.090260796,0.087968527,0.088830629,0.088500474,0.093143516
4.574663774,0.090243182,0.087957083,0.088836475,0.088570064,0.093182647
4.573655288,0.090231466,0.087965467,0.088817389,0.088627992,0.093215324
4.572647247,0.090226124,0.087998007,0.088781357,0.088666772,0.093239069
4.571639651,0.090225574,0.088054948,0.088739272,0.088684815,0.093255083
4.570630409,0.090226785,0.088130561,0.088700296,0.088686367,0.093266557
4.569623701,0.090228522,0.088214876,0.088670575,0.088680691,0.093277502
4.568617436,0.090232042,0.088295317,0.088652185,0.08867826,0.093290821
4.567611614,0.090241414,0.08836014,0.088643853,0.088686223,0.09330649
4.566606235,0.09026281,0.088401982,0.088643489,0.088706416,0.093322704
4.565601299,0.09030166,0.088419509,0.088649689,0.088734005,0.093336774
4.564596805,0.090360558,0.088418294,0.08866228,0.088759815,0.093348372
4.56359067,0.09043715,0.088407801,0.088681685,0.088773698,0.093360425
4.56258706,0.090523772,0.088399074,0.08870756,0.088768229,0.09337824
4.561583891,0.090608871,0.088401176,0.088737496,0.088741131,0.093408121
4.560581164,0.090680245,0.08841879,0.088767012,0.088696308,0.093453616
4.559578877,0.090728607,0.088451699,0.088791057,0.088641904,0.09351323
4.558577031,0.090749934,0.088495468,0.088806007,0.088587985,0.093579256
4.557575625,0.090748113,0.088544112,0.088811977,0.088544624,0.093640528
4.556574659,0.090733272,0.08859124,0.08881265,0.088519584,0.093684883
4.555572057,0.090719035,0.088632075,0.088814748,0.088517518,0.093704003
4.55457197,0.090718206,0.088663052,0.088824427,0.08854027,0.093695451
4.553572323,0.090738597,0.088682451,0.088844863,0.088586546,0.093663797
4.552573114,0.090779939,0.08868889,0.088874178,0.088652431,0.093618875
4.551574344,0.090835027,0.088683224,0.088906466,0.088731567,0.093572831
4.550576012,0.090890701,0.088667047,0.088933828,0.08881532,0.093537061
4.549578118,0.090933601,0.088644839,0.088949983,0.08889454,0.093519923
4.548580661,0.090953764,0.088622567,0.08895288,0.088960969,0.093525914
4.547583641,0.090948356,0.088607263,0.088945673,0.08900924,0.093555569
4.546584992,0.090921858,0.088604131,0.088934544,0.089038424,0.09360601
4.545588847,0.090884747,0.088614691,0.088926676,0.089052394,0.093671158
4.544593138,0.090849529,0.088635723,0.088926765,0.089058592,0.093743451
4.543597866,0.090827182,0.088659491,0.08893538,0.089065311,0.093813914
4.54260303,0.09082421,0.088676682,0.088949701,0.089079567,0.093874133
4.541608629,0.090841612,0.088679382,0.088965015,0.089104162,0.093918155
4.540614663,0.090875703,0.088664287,0.088978194,0.089138016,0.093944196
4.539621132,0.090920209,0.088633914,0.088988495,0.089175443,0.093954811
4.538625976,0.090968652,0.088596031,0.088998402,0.089209567,0.093956533
4.537633316,0.09101554,0.088560633,0.089011746,0.089233896,0.093957321
4.536641089,0.09105667,0.08853631,0.089030914,0.089243499,0.093962766
4.535649296,0.09108906,0.088527468,0.08905507,0.089236947,0.093974831
4.534657937,0.091109948,0.088533323,0.089079884,0.08921513,0.093990224
4.533667011,0.091117453,0.088549758,0.089098906,0.089181507,0.094003581
4.532676518,0.091110467,0.088571008,0.089105838,0.089140623,0.094008943
4.531684404,0.091090628,0.088592856,0.089097754,0.089098171,0.094003892
4.530694778,0.091062293,0.088614377,0.089076497,0.089059952,0.093990423
4.529705583,0.091033039,0.088637672,0.089048062,0.089031216,0.093974579
4.52871682,0.091012523,0.088666905,0.089021966,0.08901662,0.09396387
4.527728488,0.09100957,0.08870513,0.089006846,0.089017895,0.093963611
4.526740588,0.091030211,0.088753425,0.089009472,0.089034541,0.093974689
4.525753119,0.091076176,0.088809234,0.089032016,0.089062376,0.093993153
4.524766081,0.091143749,0.088867624,0.089072238,0.089095089,0.094012342
4.523777427,0.091225497,0.088922086,0.089124089,0.089125557,0.094026198
4.52279125,0.091312456,0.088966647,0.089179284,0.089147904,0.094031904
4.521805503,0.091396257,0.088997355,0.089229864,0.089159206,0.094032044
4.520820185,0.091471217,0.089012282,0.089269182,0.089160292,0.094033093
4.519835297,0.091535188,0.08901221,0.089294132,0.089154616,0.094043184
4.518850838,0.091587892,0.088999486,0.089304809,0.08914726,0.094068731
4.517866808,0.091631176,0.088978162,0.089305914,0.08914231,0.094112128
4.516883206,0.091665941,0.088952881,0.089304133,0.089142226,0.094170654
4.515900032,0.091693244,0.088929461,0.089307724,0.089147596,0.094238634
4.514915248,0.091712581,0.088912853,0.089322823,0.089157525,0.094307796
4.513932931,0.091723542,0.088907979,0.089352236,0.089171236,0.094371174
4.512951041,0.091726491,0.088917603,0.089394256,0.089189572,0.094423684
4.511969578,0.091723185,0.088942378,0.089443133,0.089214136,0.094462714
4.510988543,0.091716195,0.088980057,0.089490953,0.089247143,0.094487805
4.510007933,0.091709004,0.08902656,0.089531158,0.089289564,0.094500169
4.50902775,0.091704814,0.089076078,0.089560342,0.089339771,0.094502051
4.50804596,0.091705752,0.089122564,0.089579975,0.089393061,0.094496175
4.50706663,0.091712632,0.08916162,0.089595622,0.089442751,0.094485961
4.506087725,0.091725221,0.089190026,0.089614224,0.08948181,0.09447499
4.505109244,0.091742339,0.089207327,0.089641568,0.089505322,0.094466671
4.504131189,0.091762709,0.089215392,0.089679727,0.08951206,0.094462914
4.503153558,0.091784606,0.089217665,0.089726015,0.089504551,0.094464713
4.502176352,0.091806388,0.089219503,0.089774447,0.089489022,0.094471417
4.50119957,0.091825786,0.089226194,0.089817544,0.089472008,0.094481323
4.500221186,0.09184038,0.08924273,0.089849399,0.089459762,0.094492927
4.499245252,0.091848344,0.089272602,0.089867255,0.089456044,0.094505392
4.498269741,0.091848287,0.089317164,0.089871736,0.089462473,0.094518739
4.497294652,0.091841022,0.089374833,0.089866025,0.089478614,0.094533499
4.496319987,0.091828725,0.089441728,0.08985434,0.089502951,0.0945499
4.495345744,0.091815688,0.089512141,0.089840219,0.089533869,0.094567518
4.494371923,0.091807093,0.089579195,0.089826592,0.089569696,0.094584616
4.493398524,0.091806833,0.089636527,0.08981506,0.089607906,0.094598775
4.492425546,0.091817388,0.089678766,0.089806897,0.089645221,0.094607854
4.491450972,0.09183815,0.089702331,0.089803264,0.089676864,0.094610712
4.490478838,0.09186617,0.08970567,0.089804721,0.089697487,0.094607776
4.489507124,0.091897123,0.089689414,0.089811186,0.08970271,0.094601761
4.488535831,0.091927135,0.089656274,0.089821192,0.08969013,0.094596031
4.487564958,0.091953404,0.08961091,0.08983234,0.089660577,0.09459457
4.486594504,0.091975654,0.089559758,0.089841527,0.089618287,0.094600515
4.485624471,0.091995939,0.089510208,0.089846674,0.089569492,0.094615243
4.484654856,0.092017228,0.089469289,0.089847246,0.089520969,0.094638129
4.483683651,0.092043062,0.089442729,0.089844789,0.089478521,0.094666152
4.482714876,0.092076146,0.089433457,0.08984206,0.089445582,0.094694808
4.481746519,0.092117422,0.089441236,0.089841673,0.089423238,0.094719138
4.48077858,0.092165915,0.08946275,0.089845097,0.089410806,0.094735714
4.479811059,0.092219149,0.089492764,0.089851976,0.089406964,0.094743913
4.478843957,0.092273891,0.089526117,0.089860627,0.089410583,0.09474689
4.477877271,0.09232575,0.089558425,0.08986907,0.08942041,0.094751384
4.476908999,0.092370745,0.089587174,0.089876061,0.089435144,0.094765581
4.475943148,0.092405738,0.089612101,0.089881614,0.089452508,0.094796204
4.474977715,0.092429136,0.089634096,0.089886833,0.089468939,0.094845403
4.474012697,0.092441831,0.089654521,0.089892664,0.089480103,0.094909711
4.473048096,0.092446876,0.089674649,0.089899018,0.089481491,0.094979135
4.472083911,0.092449363,0.089695665,0.089904758,0.08947057,0.09504174
4.471120141,0.092454999,0.089718308,0.089908249,0.089446886,0.095086898
4.470156786,0.092468212,0.08974296,0.089908541,0.0894135,0.095110076
4.469191849,0.092490424,0.089769425,0.089906579,0.089375626,0.095114301
4.468229326,0.092519488,0.089796691,0.089904868,0.089339457,0.09510949
4.467267216,0.092550523,0.089822473,0.089907192,0.089311437,0.095108295
4.466305521,0.092577035,0.089843363,0.08991641,0.089296138,0.095120002
4.46534424,0.092593548,0.089855951,0.089933056,0.089295961,0.095146516
4.464383373,0.092598019,0.089858264,0.08995504,0.089311799,0.095181283
4.463422919,0.092591811,0.089851059,0.089978433,0.089342636,0.095210172
4.462462878,0.092580169,0.089838876,0.09000027,0.089386446,0.095218582
4.46150325,0.092569067,0.089829066,0.090019481,0.089440032,0.095196299
4.460542045,0.092564321,0.089829841,0.090038786,0.089499108,0.095142654
4.459583243,0.092568386,0.089847286,0.090062619,0.089558268,0.095067064
4.458624853,0.09258141,0.089883695,0.090095221,0.089611888,0.094986961
4.457666875,0.092600781,0.089935357,0.090137648,0.089654487,0.094921104
4.456709308,0.092623423,0.089994567,0.090186126,0.0896828,0.094884345
4.455752153,0.092647571,0.09005137,0.090233208,0.089696282,0.09488387
4.454795409,0.092672774,0.090096872,0.090269953,0.089697899,0.094917497
4.453839076,0.092699422,0.090125247,0.090289991,0.089692574,0.09497565
4.45288117,0.092727154,0.090135092,0.09029208,0.089686371,0.095045398
4.451925658,0.092754057,0.090128132,0.090280921,0.089683812,0.09511406
4.450970556,0.092775949,0.090107463,0.090264926,0.089686764,0.095171905
4.450015864,0.092787309,0.090075652,0.090252129,0.089693554,0.095213508
4.449061582,0.092783427,0.090033862,0.090246553,0.089700408,0.09523738
4.448107708,0.092762213,0.089982122,0.090246146,0.089702935,0.095245042
4.447154244,0.092725852,0.089921528,0.090243535,0.089698388,0.095240941
4.446199211,0.092680162,0.089855496,0.09022917,0.089686944,0.09523112
4.445246564,0.092633301,0.089790744,0.090196177,0.089672121,0.095222923
4.444294326,0.092593207,0.089735909,0.090142647,0.08965902,0.095223349
4.443342496,0.09256566,0.089700201,0.090073347,0.089652636,0.095237399
4.442391073,0.092553669,0.089690087,0.08999864,0.089656371,0.095267064
4.441440057,0.092557545,0.089707349,0.089930278,0.089670214,0.095309738
4.440489449,0.092576168,0.089748459,0.089878155,0.089691381,0.095358833
4.439539247,0.092608034,0.089805771,0.08984823,0.08971561,0.095406163
4.438587482,0.092652084,0.089869671,0.08984181,0.089739148,0.095444158
4.437638094,0.092706107,0.089930698,0.089856223,0.089759633,0.095468193
4.436689112,0.092767194,0.089982241,0.089887035,0.08977722,0.095478098
4.435740536,0.092830444,0.090020928,0.089929797,0.089794236,0.09547796
4.434792365,0.092888934,0.090045701,0.089980183,0.089812677,0.095473416
4.4338446,0.092935592,0.090057381,0.090034157,0.08983365,0.095469567
4.43289724,0.092965065,0.090058157,0.090087853,0.089856016,0.095469234
4.431950284,0.092975301,0.090050263,0.090137345,0.089875723,0.095471904
4.431003733,0.092968527,0.090037034,0.090179286,0.089887587,0.095474272
4.430055624,0.092951344,0.090023352,0.090212183,0.089887361,0.095472815
4.429109882,0.092931236,0.090014989,0.090236057,0.089872184,0.095464114
4.428164544,0.092915747,0.090018084,0.090252863,0.089843803,0.095446888
4.427219609,0.092909068,0.09003724,0.090264752,0.089806915,0.095421123
4.426275077,0.092912069,0.090073764,0.090273183,0.089769452,0.095388619
4.425330948,0.092922111,0.090124263,0.090278294,0.089740131,0.095352217
4.424387222,0.092934429,0.090180628,0.090279667,0.089726508,0.095315504
4.423443899,0.092943887,0.090231546,0.090277391,0.089733034,0.09528276
4.422499022,0.092947245,0.090265829,0.090274187,0.089760063,0.095259145
4.421556503,0.092942955,0.090275161,0.090275687,0.089803775,0.095249866
4.420614386,0.092932487,0.090257698,0.090289481,0.08985726,0.095259123
4.41967267,0.092919203,0.090218365,0.090322117,0.089911569,0.095289015
4.418731356,0.092908138,0.090167844,0.090375678,0.08995769,0.095337866
4.417790442,0.092904245,0.090119788,0.090445942,0.089988315,0.095400543
4.416849929,0.092911747,0.090086659,0.090522059,0.08999898,0.095468766
4.415907866,0.092932629,0.090076032,0.09058952,0.089989679,0.095533912
4.414970104,0.092965644,0.09008855,0.090634552,0.089964337,0.095587616
4.414028843,0.093006484,0.09011772,0.090648294,0.089930391,0.095623971
4.413089931,0.093047857,0.090152367,0.090630056,0.089897313,0.0956395
4.412151418,0.093082383,0.090180853,0.090585919,0.089873993,0.095632859
4.411213304,0.093103775,0.090194588,0.090526778,0.08986663,0.095604502
4.410275589,0.093109257,0.090190684,0.090463602,0.08987566,0.095555581
4.409338273,0.093100312,0.090173094,0.090404268,0.089896238,0.095489394
4.408401355,0.093082375,0.090150653,0.090352355,0.08991899,0.095411437
4.407462892,0.09306175,0.090133837,0.090308248,0.089932478,0.0953305
4.406526771,0.093044013,0.090131091,0.090271769,0.0899278,0.095257637
4.405591047,0.093031846,0.090146331,0.090244718,0.089901629,0.09520514
4.404655721,0.093024471,0.090177908,0.090231584,0.089858659,0.095183223
4.403720792,0.093018672,0.09021988,0.090238389,0.089810834,0.095197781
4.402786259,0.093011686,0.090264412,0.090269543,0.089773925,0.09524806
4.401852123,0.093002407,0.090303933,0.090324219,0.089762637,0.095326608
4.400918384,0.092993007,0.09033368,0.090395895,0.089785823,0.095421294
4.399983104,0.092988218,0.090351486,0.090472279,0.089843111,0.0955183
4.399050157,0.092992189,0.090357666,0.090538784,0.089924405,0.09560488
4.398117606,0.093007398,0.09035369,0.090583053,0.090013447,0.09567263
4.39718545,0.093032046,0.090340607,0.090597767,0.090091647,0.095717412
4.396253688,0.093060661,0.090319528,0.090582717,0.090144455,0.095739767
4.395322322,0.093085941,0.090291634,0.090543268,0.090164132,0.095742828
4.39439135,0.093102252,0.090259434,0.09048879,0.090152189,0.095731729
4.393460773,0.093107301,0.090226557,0.090428794,0.090116918,0.095711524
4.39252866,0.093104209,0.090197928,0.090371439,0.090070867,0.095687592
4.391598871,0.093099907,0.090178528,0.09032189,0.090026762,0.095664715
4.390669476,0.093103376,0.090171421,0.090283163,0.089994846,0.095647901
4.389740474,0.093121705,0.090176875,0.090256508,0.089980999,0.095641261
4.388811865,0.093158388,0.090192463,0.090242405,0.089987146,0.09564795
4.387883649,0.093211828,0.090213329,0.090240493,0.090011563,0.095669884
4.386955826,0.093276391,0.09023492,0.090249843,0.090050219,0.095706843
4.386026471,0.093343923,0.09025366,0.090268257,0.090097192,0.095756807
4.385101355,0.093405722,0.09026897,0.090292717,0.090145862,0.095816363
4.384172786,0.093454975,0.090282248,0.090320504,0.090189522,0.095880458
4.38324653,0.093487261,0.090295693,0.090349431,0.090222607,0.095943329
4.382320667,0.09350106,0.090310419,0.090378881,0.0902423,0.095998486
4.381395194,0.093497362,0.090325085,0.090409098,0.09024924,0.096039426
4.380470112,0.093479204,0.09033603,0.09044106,0.090247456,0.096061249
4.379545421,0.09345064,0.090338266,0.090474153,0.09024323,0.096060603
4.37862112,0.093416336,0.090327735,0.090506868,0.090242288,0.096037866
4.377695292,0.093380595,0.090303236,0.090536008,0.090247426,0.095997148
4.376771772,0.0933468,0.090267771,0.090558871,0.090257035,0.095946179
4.375848641,0.093316074,0.090227755,0.09057387,0.090265612,0.095893985
4.3749259,0.093288053,0.090191456,0.090582128,0.090265895,0.095849477
4.374003547,0.093261279,0.090166211,0.090587328,0.090252823,0.095818827
4.373081584,0.093233706,0.090155546,0.090593267,0.090226022,0.095804082
4.372160009,0.093204667,0.090158845,0.09060331,0.090191871,0.095803699
4.371238822,0.093174705,0.090170375,0.090616922,0.090161335,0.095812912
4.370316114,0.093146209,0.090182097,0.090630144,0.090146493,0.095826653
4.369395704,0.093122206,0.090186344,0.090637053,0.09015623,0.095840988
4.368475682,0.093105469,0.090177604,0.090631888,0.090192373,0.095854163
4.367556047,0.093097386,0.090154779,0.090611997,0.090248502,0.095865759
4.366636799,0.093098147,0.090121048,0.09057995,0.090312311,0.095876605
4.365717938,0.093107127,0.090082866,0.090543303,0.09036936,0.095887139
4.364799464,0.093122831,0.090047116,0.090511365,0.09040774,0.095895465
4.363881376,0.093145124,0.090019659,0.090493267,0.090422317,0.095899814
4.36296177,0.093173122,0.090002801,0.090492788,0.090415323,0.095897152
4.362044455,0.093206201,0.089995741,0.090507949,0.090395153,0.095886461
4.361127526,0.093242187,0.089995027,0.090530806,0.09037351,0.095869082
