Wavelength (micron),fresh,1 pulse,2 pulses,3 pulse,5 pulses
5.919383911,0.065705668,0.067207081,0.066161974,0.066440707,0.069533634
5.917695507,0.065731163,0.067273004,0.066178844,0.066502363,0.069513554
5.916008067,0.065741496,0.067362546,0.066184708,0.066566676,0.069492718
5.914321589,0.065746584,0.067467876,0.066180792,0.066630334,0.069481637
5.912636072,0.065756666,0.067575919,0.066169308,0.066687096,0.069489639
5.910951515,0.065778467,0.067673201,0.06615267,0.066730731,0.06952251
5.909264427,0.065813174,0.067750558,0.066133067,0.066757656,0.069581007
5.90758179,0.065856492,0.067805187,0.066112659,0.066767996,0.069660618
5.905900112,0.065901327,0.067840744,0.066095029,0.066765733,0.069752875
5.904219391,0.065940477,0.067864659,0.06608572,0.066756879,0.069846305
5.902539627,0.065969919,0.067885275,0.066092902,0.066748386,0.069928398
5.900860818,0.065990426,0.067908355,0.066125147,0.066746478,0.069987285
5.899182963,0.066007052,0.067934768,0.066187252,0.066755232,0.070014732
5.897506063,0.066026839,0.067960793,0.06627584,0.066776224,0.070009561
5.895826639,0.066054735,0.067980709,0.066377294,0.066808264,0.069978923
5.894151646,0.066090511,0.067991084,0.0664715,0.066848504,0.069935871
5.892477604,0.066129219,0.06799404,0.066539371,0.066894043,0.069894384
5.890804513,0.066163305,0.067996249,0.066568257,0.066942203,0.069863494
5.889132372,0.066186159,0.068006877,0.066554286,0.06699107,0.069845731
5.88746118,0.06619457,0.068034754,0.066501547,0.067039633,0.069837459
5.885790936,0.066189897,0.068085345,0.066420763,0.067088097,0.069831425
5.884121639,0.066177417,0.068157872,0.066327457,0.067137884,0.06981915
5.882453289,0.066164394,0.068242924,0.066239279,0.067191345,0.06979435
5.880782426,0.066156748,0.068323631,0.066171784,0.067250605,0.069756485
5.879115969,0.066156775,0.068382018,0.066134256,0.067316423,0.069712495
5.877450456,0.066163118,0.068406612,0.066128235,0.067386943,0.069674411
5.875785886,0.066172679,0.068395453,0.066149259,0.06745704,0.069653797
5.874122259,0.066182861,0.068352907,0.066190382,0.067518781,0.069657361
5.872459574,0.066193297,0.068285332,0.066244847,0.06756267,0.069686276
5.87079783,0.06620642,0.068198878,0.066307263,0.067580105,0.069738176
5.869137026,0.066226152,0.068099302,0.066372661,0.067565107,0.069808447
5.867473718,0.066255496,0.067992742,0.066435271,0.067516352,0.069890452
5.865814794,0.066294031,0.067886785,0.066488386,0.067438732,0.069975318
5.864156808,0.066337037,0.067790445,0.066526122,0.06734362,0.070052443
5.862499758,0.066375984,0.067712825,0.066545487,0.06724635,0.07011044
5.860843645,0.066402285,0.067661434,0.066548492,0.067162224,0.070139465
5.859188467,0.066410435,0.067640749,0.066541366,0.06710219,0.070132837
5.857534224,0.066400223,0.06765208,0.066532242,0.067070858,0.070088051
5.855877486,0.066376209,0.067694142,0.066527877,0.067066715,0.070006716
5.854225111,0.066345692,0.067764042,0.066531733,0.067084047,0.069894764
5.852573669,0.066316017,0.067857601,0.066543547,0.067114918,0.069762084
5.850923159,0.066292396,0.067969004,0.066560647,0.067150738,0.069622084
5.849273579,0.066276833,0.068090141,0.066579983,0.067183213,0.069490093
5.847624929,0.066268869,0.068210632,0.066600402,0.067205372,0.069381587
5.845977208,0.066266901,0.06831797,0.066623337,0.067211951,0.069309712
5.844330415,0.066270278,0.068399352,0.066652591,0.067200071,0.069283849
5.84268455,0.066280276,0.068443871,0.066692756,0.067169676,0.06930863
5.8410362,0.066299925,0.06844514,0.066747219,0.067123544,0.069383532
5.839392189,0.066332411,0.068403636,0.066816454,0.067067195,0.069502809
5.837749104,0.066379404,0.068327928,0.066897663,0.067008539,0.06965603
5.836106943,0.066439461,0.068234038,0.066985148,0.066956761,0.069829344
5.834465706,0.066507879,0.06814237,0.067071774,0.066921076,0.070007313
5.832825391,0.066577528,0.068073309,0.067150561,0.066909301,0.070175247
5.831185999,0.066641204,0.068042826,0.067216226,0.066926703,0.070321263
5.829547528,0.066693863,0.068059328,0.067266302,0.06697549,0.070437866
5.827906581,0.066734424,0.068122438,0.067301691,0.067054196,0.07052198
5.826269952,0.066766095,0.068223309,0.067326824,0.067157393,0.07057445
5.824634242,0.066795961,0.068347071,0.067349348,0.067276252,0.07059952
5.82299945,0.066833071,0.068476192,0.067378561,0.067399704,0.070603843
5.821365576,0.066885694,0.068594508,0.067422989,0.067516901,0.070595777
5.819732618,0.066958706,0.068690443,0.067486914,0.067619677,0.070584143
5.818100576,0.067051988,0.068758192,0.067568226,0.067704012,0.07057669
5.816466066,0.067160955,0.068797639,0.06765892,0.067769999,0.070579422
5.814835856,0.067277723,0.068812198,0.067747087,0.067819572,0.070595066
5.813206559,0.06739312,0.068807621,0.067820746,0.067854626,0.070623325
5.811578175,0.067498225,0.068790948,0.067870672,0.067875529,0.070660952
5.809950703,0.06758521,0.068770239,0.067892277,0.067880582,0.070702446
5.808324142,0.067648797,0.068754323,0.067886465,0.067867504,0.070741792
5.806698491,0.067687267,0.068752082,0.067859362,0.067835241,0.070774589
5.805073751,0.067702595,0.068770517,0.067820375,0.067785508,0.070799514
