Wavelength (micron),fresh,1 pulse,2 pulse,3 pulses,5 pulses
6.055919146,0.056002376,0.056642189,0.056487937,0.057531107,0.057271448
6.054151968,0.055844408,0.056701946,0.056434287,0.057575183,0.057138608
6.05238582,0.055691334,0.056769804,0.0563957,0.057643312,0.057018291
6.050620703,0.055579339,0.056842999,0.056374771,0.057729289,0.056936932
6.048856615,0.055543225,0.056911943,0.056366585,0.057814642,0.056916923
6.047089898,0.055597735,0.056963261,0.056362139,0.05787539,0.056965159
6.045327868,0.055729463,0.056987292,0.056355163,0.057895124,0.057069829
6.043566865,0.055907289,0.056983163,0.056345901,0.057872688,0.057208707
6.041806887,0.05609956,0.056957624,0.056339369,0.057819283,0.057360835
6.040047934,0.056283367,0.056920521,0.056341247,0.057751177,0.05751208
6.038290005,0.056445328,0.056881122,0.056355111,0.057683675,0.057655502
6.036533098,0.056578142,0.056846145,0.056381132,0.057628841,0.057788695
6.034777214,0.056678524,0.056819417,0.056416668,0.057594433,0.057911199
6.033022351,0.056745202,0.056802067,0.056457228,0.057583518,0.05802274
6.031264871,0.056779248,0.056793774,0.056497988,0.057594823,0.058122587
6.02951205,0.056783271,0.056793485,0.056535537,0.057623521,0.058208985
6.027760247,0.056761412,0.056801084,0.056568423,0.057662948,0.058280153
6.026009462,0.056718679,0.056816932,0.056597447,0.0577067,0.058334769
6.024259694,0.056660708,0.056841457,0.056624607,0.057749906,0.058373463
6.022510941,0.056593503,0.056873291,0.056651526,0.057789877,0.058399457
6.020763204,0.056523968,0.056908162,0.056678469,0.057825627,0.058418142
6.019012858,0.056460045,0.056938875,0.056703427,0.057856725,0.058435989
6.01726715,0.056410252,0.056956699,0.056722141,0.057882,0.05845846
6.015522454,0.056381882,0.056955144,0.056728956,0.057898859,0.058487864
6.01377877,0.056378883,0.056933115,0.05671841,0.05790346,0.058522496
6.012036096,0.056399864,0.056896566,0.056687329,0.057891498,0.058557544
6.010294432,0.056438002,0.056856398,0.05663625,0.057860226,0.058587917
6.008553777,0.056482958,0.056823662,0.056569836,0.057809368,0.0586116
6.00681413,0.056524322,0.056804841,0.05649601,0.057741961,0.058631261
6.005071884,0.056553956,0.056799494,0.056424431,0.057664169,0.058653052
6.003334252,0.056567302,0.05680135,0.056364713,0.057584708,0.058684404
6.001597625,0.056563215,0.056801421,0.056324953,0.057513944,0.058730097
5.999862003,0.056543146,0.056792027,0.056310259,0.05746298,0.058789677
5.998127385,0.05651052,0.056770251,0.056321461,0.057441918,0.058856046
5.996393769,0.056470097,0.056740261,0.056354039,0.057457788,0.058916181
5.994661155,0.056427264,0.056712667,0.056398288,0.057512238,0.058954963
5.992929542,0.056387803,0.056701416,0.056441324,0.057599846,0.05896059
5.991198929,0.056356666,0.056718179,0.056470525,0.05770892,0.058930408
5.989465728,0.056337266,0.056767404,0.056478251,0.057824595,0.058873815
5.987737114,0.056330358,0.056843787,0.056464389,0.057933443,0.058809423
5.986009499,0.056334035,0.056935412,0.05643607,0.058027476,0.058758791
5.984282879,0.056344639,0.057028851,0.05640432,0.058105362,0.05873784
5.982557256,0.056358341,0.05711505,0.056379563,0.05817059,0.058752302
5.980832628,0.056372819,0.057191232,0.056368553,0.058227907,0.058797682
5.979108993,0.056388558,0.057260409,0.056373745,0.058280526,0.058862536
5.977382779,0.056409015,0.057328689,0.056394413,0.058328422,0.058933389
5.975661132,0.056440157,0.057402329,0.056428063,0.058368557,0.058998848
5.973940477,0.05648892,0.057485388,0.056472078,0.058395886,0.059052152
5.972220812,0.056560423,0.057578564,0.056524118,0.058405941,0.059092365
5.970502137,0.056654728,0.057678833,0.056581785,0.058397343,0.059124244
5.968784451,0.056764627,0.057780205,0.05664231,0.058373557,0.059155598
5.967067753,0.056877076,0.057875834,0.056701803,0.058342514,0.059193599
5.965352042,0.056977734,0.057960055,0.056755618,0.058313982,0.059241296
5.963633761,0.057056762,0.058029078,0.056799419,0.058296133,0.059296602
5.961920024,0.057111999,0.058081187,0.056829742,0.058294074,0.059353272
5.960207272,0.057148368,0.058115546,0.056844859,0.058310402,0.059403811
5.958495504,0.057175897,0.058132447,0.05684514,0.058346508,0.05944176
5.956784718,0.057206162,0.058133823,0.056833723,0.058403877,0.05946332
5.955074915,0.057249543,0.058124151,0.05681667,0.05848394,0.0594684
5.953366093,0.057311732,0.058109966,0.056802837,0.058587527,0.059460473
5.951658251,0.057391603,0.058098902,0.056802336,0.058713602,0.059445753
5.949947849,0.057481164,0.058096903,0.056824237,0.058858941,0.059430839
5.948241967,0.057567273,0.058106536,0.056874529,0.059018013,0.059421468
5.946537064,0.057635234,0.058126336,0.056955192,0.059183813,0.059421649
5.944833137,0.057672269,0.058152439,0.057063526,0.059348029,0.059434633
5.943130187,0.057670765,0.05818115,0.057192386,0.059500729,0.059464977
5.941428212,0.057632367,0.05821145,0.057329807,0.059630682,0.05951968
5.939727212,0.057571307,0.058246629,0.057460166,0.05972723,0.059607385
5.938027185,0.05751422,0.058293062,0.057567727,0.05978496,0.05973392
5.936328132,0.057491796,0.05835567,0.057642966,0.059807916,0.059896305
5.934626528,0.057525147,0.058433146,0.057686847,0.059809891,0.060079524
5.932929419,0.057616516,0.058516926,0.05770949,0.059808067,0.060260066
5.931233281,0.057751169,0.058595029,0.057723741,0.059815136,0.060414063
5.929538113,0.057906953,0.058657734,0.057739478,0.059835685,0.060523917
5.927843913,0.058062783,0.058701042,0.05776151,0.059866534,0.060581414
5.926150681,0.058203392,0.058727729,0.057791026,0.059899947,0.060588527
5.924458416,0.05832035,0.058746503,0.057827618,0.05992748,0.060556869
5.922767117,0.058412026,0.058769415,0.057870943,0.059942936,0.060506212
5.921073277,0.058482217,0.058808056,0.057921553,0.059945177,0.060461094
5.919383911,0.058537929,0.058869492,0.057980061,0.059938857,0.060445015
5.917695507,0.058586477,0.058953047,0.058045833,0.059933581,0.060473803
5.916008067,0.058632544,0.059050472,0.058115264,0.059940474,0.06055053
5.914321589,0.05867629,0.05914903,0.058181632,0.059968156,0.060664636
5.912636072,0.058713879,0.059236954,0.058236529,0.060019696,0.0607958
5.910951515,0.058739068,0.059307526,0.058272453,0.060091794,0.060920956
5.909264427,0.058745636,0.059361272,0.05828532,0.060176468,0.06102072
5.90758179,0.058729408,0.059404035,0.05827601,0.060263502,0.061083175
5.905900112,0.058689036,0.059444179,0.058250079,0.060343011,0.06110427
5.904219391,0.058626766,0.059488635,0.058216895,0.060406154,0.061086233
5.902539627,0.058548952,0.05954006,0.058187692,0.06044574,0.061035637
5.900860818,0.058466722,0.059595509,0.058173388,0.060456137,0.060962165
5.899182963,0.058395224,0.059646921,0.058181676,0.060434675,0.060878047
5.897506063,0.058350306,0.059684719,0.058214324,0.060383607,0.060796354
5.895826639,0.05834237,0.059702507,0.058266209,0.060311194,0.060727674
5.894151646,0.058371941,0.059700563,0.058328735,0.060229853,0.06067665
5.892477604,0.0584304,0.059684207,0.058394503,0.060152199,0.06064116
5.890804513,0.058504896,0.059660209,0.05846054,0.060087758,0.060614183
5.889132372,0.05858379,0.059632648,0.058528421,0.060041992,0.060587954
5.88746118,0.0586593,0.059602219,0.05860184,0.060016883,0.060557556
5.885790936,0.058728371,0.059566818,0.05868305,0.060011894,0.060524295
5.884121639,0.058792178,0.059524571,0.058769039,0.060024322,0.060497483
5.882453289,0.05885414,0.059476895,0.058848999,0.060049237,0.060493083
5.880782426,0.058917668,0.059430183,0.058906015,0.060080687,0.060526829
5.879115969,0.058982975,0.059393712,0.058924305,0.060114329,0.060603934
5.877450456,0.059046209,0.059374855,0.058897447,0.060149349,0.060713924
5.875785886,0.059100872,0.059375261,0.058830029,0.060188621,0.060834957
5.874122259,0.059141048,0.059391958,0.058733496,0.060236037,0.060943953
5.872459574,0.059162517,0.059419856,0.058620505,0.060294245,0.061023685
5.87079783,0.059163799,0.059454572,0.058502615,0.060363053,0.061065613
5.869137026,0.059146003,0.059493153,0.058389762,0.060438959,0.06107056
5.867473718,0.059113691,0.059534416,0.058290742,0.06051551,0.061047751
5.865814794,0.059074585,0.059577901,0.0582121,0.060584846,0.061013196
5.864156808,0.059038869,0.059623056,0.058157014,0.060640301,0.060985123
5.862499758,0.059016966,0.059668491,0.058124191,0.060678955,0.060977935
5.860843645,0.059016457,0.059712138,0.058109075,0.060702595,0.060996487
5.859188467,0.059040227,0.059752028,0.058106942,0.060715961,0.061035568
5.857534224,0.059086172,0.059787278,0.058115797,0.060723844,0.061083176
5.855877486,0.059148078,0.059818921,0.058137793,0.060728534,0.061127112
5.854225111,0.059217036,0.059849597,0.058177782,0.060729034,0.061159806
5.852573669,0.059282548,0.059882032,0.058240312,0.060722423,0.061180563
5.850923159,0.059334058,0.05991833,0.058326176,0.060706499,0.061194885
5.849273579,0.059363027,0.05995813,0.058430002,0.060681752,0.061211088
5.847624929,0.059364884,0.059998642,0.058540804,0.06065243,0.061236641
5.845977208,0.05934066,0.060035063,0.058644659,0.060626103,0.06127499
5.844330415,0.059296845,0.060062101,0.058728475,0.060611347,0.061324858
5.84268455,0.059243942,0.060075933,0.058783893,0.060615546,0.061381536
5.8410362,0.059194507,0.060074993,0.058808835,0.060642599,0.061439166
5.839392189,0.059160005,0.060060498,0.05880764,0.060692987,0.06149308
5.837749104,0.059148974,0.060035505,0.058789414,0.060763748,0.061540666
5.836106943,0.05916566,0.060003436,0.058765292,0.060850469,0.061581124
5.834465706,0.059210304,0.059967087,0.05874648,0.0609489,0.061613724
5.832825391,0.059280308,0.059927463,0.058742787,0.061056012,0.061636598
5.831185999,0.059372014,0.059884733,0.058762392,0.061169949,0.06164646
5.829547528,0.059481328,0.059839781,0.058811843,0.061288446,0.061639409
5.827906581,0.059603724,0.059796574,0.058895599,0.061406631,0.061614273
5.826269952,0.059733009,0.059763511,0.059014369,0.06151516,0.06157506
5.824634242,0.05986004,0.059752911,0.059162049,0.0616006,0.061532877
5.82299945,0.059973428,0.059778239,0.05932387,0.06164855,0.061504336
5.821365576,0.060062466,0.059848369,0.059478012,0.061649002,0.061506453
5.819732618,0.0601217,0.059963131,0.05960201,0.061602031,0.061549823
5.818100576,0.060153413,0.060112312,0.05968077,0.06151872,0.061634357
5.816466066,0.06016678,0.060279156,0.05971186,0.061418081,0.061749692
5.814835856,0.060174142,0.060445954,0.059704927,0.061320408,0.061880576
5.813206559,0.060186352,0.060598272,0.05967687,0.061242171,0.062012759
5.811578175,0.060210349,0.060726719,0.059645436,0.061193318,0.06213703
5.809950703,0.060248279,0.060826453,0.059624984,0.061177044,0.062250317
5.808324142,0.060298962,0.060896442,0.059623658,0.061190905,0.062354487
5.806698491,0.060359857,0.060938222,0.059643468,0.061228371,0.062453606
5.805073751,0.060428823,0.060955874,0.059681379,0.061280674,0.062551015
5.803446551,0.060505212,0.060955582,0.059732032,0.061338875,0.062646665
