Wavelength (micron),CM Ambient,CM Vacuum,CI Ambient,CI Vacuum
4.546584992,0.086898271,0.090921858,0.0574044,0.060677343
4.545588847,0.086882793,0.090884747,0.057379338,0.060649216
4.544593138,0.08687062,0.090849529,0.057344444,0.060613324
4.543597866,0.086865198,0.090827182,0.05730947,0.060573511
4.54260303,0.086870616,0.09082421,0.057285254,0.060531608
4.541608629,0.086891243,0.090841612,0.057279755,0.060488288
4.540614663,0.086930198,0.090875703,0.057295374,0.060444088
4.539621132,0.086986939,0.090920209,0.057328034,0.060400786
4.538625976,0.087057226,0.090968652,0.057368066,0.060361438
4.537633316,0.087132563,0.09101554,0.057402996,0.060329419
4.536641089,0.08720173,0.09105667,0.057421802,0.060307429
4.535649296,0.087253696,0.09108906,0.057417884,0.060296096
4.534657937,0.087280131,0.091109948,0.057390715,0.060294157
4.533667011,0.087278578,0.091117453,0.057345901,0.060298815
4.532676518,0.087252569,0.091110467,0.057293164,0.060307794
4.531684404,0.087211323,0.091090628,0.057243901,0.060319614
4.530694778,0.087166954,0.091062293,0.057208143,0.060334599
4.529705583,0.087131518,0.091033039,0.05719306,0.060354114
4.52871682,0.087113975,0.091012523,0.057201407,0.060379289
4.527728488,0.087118161,0.09100957,0.057231567,0.060410341
4.526740588,0.087142871,0.091030211,0.057278055,0.06044581
4.525753119,0.08718301,0.091076176,0.057332934,0.060483697
4.524766081,0.087231099,0.091143749,0.057387259,0.06052186
4.523777427,0.087279821,0.091225497,0.057432829,0.060559284
4.52279125,0.08732335,0.091312456,0.057464076,0.060595807
4.521805503,0.087358237,0.091396257,0.057479598,0.060631437
4.520820185,0.08738283,0.091471217,0.057481853,0.060665256
4.519835297,0.087397354,0.091535188,0.057476777,0.060694585
4.518850838,0.087403372,0.091587892,0.057471336,0.060714898
4.517866808,0.087403732,0.091631176,0.057471481,0.060721502
4.516883206,0.087402317,0.091665941,0.057479879,0.060711401
4.515900032,0.087404235,0.091693244,0.057495782,0.060685332
4.514915248,0.087414551,0.091712581,0.057515475,0.060648222
4.513932931,0.087437448,0.091723542,0.057534307,0.060608657
4.512951041,0.087474672,0.091726491,0.057548979,0.060576745
4.511969578,0.087524418,0.091723185,0.057558897,0.060560981
4.510988543,0.087581505,0.091716195,0.057566297,0.060566649
4.510007933,0.087638903,0.091709004,0.057574642,0.06059401
4.50902775,0.087689641,0.091704814,0.057586644,0.060638963
4.50804596,0.087729033,0.091705752,0.05760232,0.060693919
4.50706663,0.087756335,0.091712632,0.057618663,0.060749563
4.506087725,0.087774202,0.091725221,0.057630253,0.060796373
4.505109244,0.087787483,0.091742339,0.057631463,0.06082542
4.504131189,0.087800512,0.091762709,0.057618564,0.060830273
4.503153558,0.087815205,0.091784606,0.057591095,0.060807516
4.502176352,0.087830258,0.091806388,0.057552488,0.060758281
4.50119957,0.087842161,0.091825786,0.057508505,0.060689085
4.500221186,0.087846931,0.09184038,0.057465639,0.06061186
4.499245252,0.08784399,0.091848344,0.057430264,0.060542152
4.498269741,0.087836428,0.091848287,0.05740708,0.060496264
4.497294652,0.087831276,0.091841022,0.057399722,0.060487053
4.496319987,0.087836909,0.091828725,0.057410613,0.060520464
4.495345744,0.087859791,0.091815688,0.057441294,0.060593479
4.494371923,0.087901639,0.091807093,0.057491764,0.060694532
4.493398524,0.08795745,0.091806833,0.057559782,0.060806833
4.492425546,0.088018248,0.091817388,0.057639964,0.06091239
4.491450972,0.088073154,0.09183815,0.057723754,0.060996554
4.490478838,0.088113941,0.09186617,0.057801161,0.061051094
4.489507124,0.088138059,0.091897123,0.057862672,0.061074358
4.488535831,0.088149158,0.091927135,0.057901989,0.061070307
4.487564958,0.088154821,0.091953404,0.057917429,0.061045325
4.486594504,0.088163962,0.091975654,0.057912514,0.061006036
4.485624471,0.088182726,0.091995939,0.057894828,0.060957706
4.484654856,0.088212498,0.092017228,0.057873091,0.06090466
4.483683651,0.08825024,0.092043062,0.057855092,0.060850645
4.482714876,0.088290393,0.092076146,0.057845719,0.060800451
4.481746519,0.088327878,0.092117422,0.05784637,0.060759489
4.48077858,0.088360329,0.092165915,0.057855734,0.060733643
4.479811059,0.088388672,0.092219149,0.05787093,0.060726946
4.478843957,0.088416275,0.092273891,0.05788903,0.060740551
4.477877271,0.088445997,0.09232575,0.057907457,0.060771221
4.476908999,0.088478647,0.092370745,0.057924142,0.060812637
4.475943148,0.088511362,0.092405738,0.057937517,0.060856542
4.474977715,0.088538624,0.092429136,0.057946113,0.060895796
4.474012697,0.088553852,0.092441831,0.057948744,0.060925771
4.473048096,0.088551945,0.092446876,0.057945079,0.060945908
4.472083911,0.088531061,0.092449363,0.057935851,0.060959278
4.471120141,0.088493033,0.092454999,0.057923159,0.060970593
4.470156786,0.088442868,0.092468212,0.057909531,0.060984984
4.469191849,0.088386829,0.092490424,0.057897517,0.06100533
4.468229326,0.088331572,0.092519488,0.057888219,0.061031917
4.467267216,0.088282883,0.092550523,0.057881407,0.0610624
4.466305521,0.088245404,0.092577035,0.057875303,0.061092555
4.46534424,0.088222899,0.092593548,0.057867699,0.06111775
4.464383373,0.088217998,0.092598019,0.057856917,0.061133964
4.463422919,0.088231326,0.092591811,0.057842577,0.061139085
4.462462878,0.088261936,0.092580169,0.057826173,0.061132904
4.46150325,0.088305819,0.092569067,0.057810444,0.061117312
4.460542045,0.088357376,0.092564321,0.057798905,0.061095871
4.459583243,0.088409389,0.092568386,0.057794905,0.061073084
4.458624853,0.088455747,0.09258141,0.057801237,0.061054328
4.457666875,0.088491768,0.092600781,0.057819387,0.061044691
4.456709308,0.088515234,0.092623423,0.05784964,0.061048471
4.455752153,0.08852638,0.092647571,0.057890742,0.061068334
4.454795409,0.088525987,0.092672774,0.057939967,0.061104817
4.453839076,0.088514919,0.092699422,0.057993095,0.061155418
4.45288117,0.088493139,0.092727154,0.058044708,0.061214919
4.451925658,0.088460694,0.092754057,0.05808897,0.061276074
4.450970556,0.088418826,0.092775949,0.058120828,0.06133057
4.450015864,0.088371141,0.092787309,0.05813683,0.061371241
4.449061582,0.088323866,0.092783427,0.058136135,0.061393065
4.448107708,0.088284882,0.092762213,0.058120798,0.061394977
4.447154244,0.088261192,0.092725852,0.058095196,0.06137902
4.446199211,0.088256604,0.092680162,0.058065195,0.06135005
4.445246564,0.088270325,0.092633301,0.058036319,0.06131345
4.444294326,0.088296306,0.092593207,0.058012925,0.061273211
4.443342496,0.088325967,0.09256566,0.057996623,0.06123125
4.442391073,0.088350952,0.092553669,0.057986437,0.061187172
4.441440057,0.088365613,0.092557545,0.057978825,0.061139871
4.440489449,0.088369136,0.092576168,0.05796893,0.061089616
4.439539247,0.088364756,0.092608034,0.057952007,0.061040098
4.438587482,0.088358503,0.092652084,0.05792521,0.060998522
4.437638094,0.08835568,0.092706107,0.057889136,0.060974626
4.436689112,0.088360008,0.092767194,0.057848272,0.060977641
4.435740536,0.088372654,0.092830444,0.05781096,0.061012703
4.434792365,0.088392508,0.092888934,0.057787057,0.061078593
4.4338446,0.08841769,0.092935592,0.057785249,0.061167015
4.43289724,0.08844687,0.092965065,0.057810817,0.061265099
4.431950284,0.088478897,0.092975301,0.057862857,0.061358854
4.431003733,0.088512712,0.092968527,0.057934636,0.061437715
4.430055624,0.088546769,0.092951344,0.058015119,0.061497278
4.429109882,0.088577305,0.092931236,0.05809224,0.061539829
4.428164544,0.088600893,0.092915747,0.058155911,0.061571841
4.427219609,0.088614167,0.092909068,0.058200772,0.061600605
4.426275077,0.088616514,0.092912069,0.058226359,0.061629942
4.425330948,0.088611113,0.092922111,0.058236523,0.061658813
4.424387222,0.088603723,0.092934429,0.058236759,0.061681576
4.423443899,0.088600918,0.092943887,0.058232454,0.061691351
4.422499022,0.088607578,0.092947245,0.058227834,0.061684184
4.421556503,0.088624185,0.092942955,0.058225999,0.061661515
4.420614386,0.088647215,0.092932487,0.058230071,0.061631059
4.41967267,0.088669973,0.092919203,0.058243156,0.061604459
4.418731356,0.088686473,0.092908138,0.058268703,0.061592988
4.417790442,0.088693794,0.092904245,0.058308404,0.061602837
4.416849929,0.088694308,0.092911747,0.058360686,0.061632681
4.415907866,0.088694519,0.092932629,0.058419861,0.061673301
4.414970104,0.088702399,0.092965644,0.058476899,0.061711077
4.414028843,0.088722954,0.093006484,0.058521927,0.061732651
4.413089931,0.088755649,0.093047857,0.058547969,0.061729332
4.412151418,0.088793838,0.093082383,0.058553346,0.06170023
4.411213304,0.088826629,0.093103775,0.058542034,0.061652585
4.410275589,0.088843033,0.093109257,0.058521536,0.061598989
4.409338273,0.08883676,0.093100312,0.05849908,0.061553672
4.408401355,0.088808854,0.093082375,0.058478115,0.061528448
4.407462892,0.088767215,0.09306175,0.058456445,0.061530213
4.406526771,0.088723812,0.093044013,0.058428099,0.061559796
4.405591047,0.088690128,0.093031846,0.058387697,0.061613275
4.404655721,0.088672756,0.093024471,0.058334379,0.061683452
4.403720792,0.088670913,0.093018672,0.058274934,0.061761982
4.402786259,0.088677562,0.093011686,0.058222336,0.061840942
4.401852123,0.088682161,0.093002407,0.058191661,0.061913324
4.400918384,0.08867561,0.092993007,0.058193464,0.06197342
4.399983104,0.088653929,0.092988218,0.058229525,0.062017151
4.399050157,0.088619051,0.092992189,0.058290905,0.062041678
4.398117606,0.088579178,0.093007398,0.058361462,0.062046028
4.39718545,0.088544178,0.093032046,0.058423284,0.062031137
4.396253688,0.08852328,0.093060661,0.058463801,0.061999994
4.395322322,0.088520522,0.093085941,0.058479144,0.061957106
4.39439135,0.088535484,0.093102252,0.058474517,0.061907613
4.393460773,0.088562887,0.093107301,0.058460272,0.061856965
4.39252866,0.088595698,0.093104209,0.058446414,0.061809543
4.391598871,0.08862729,0.093099907,0.0584386,0.061769362
4.390669476,0.088653519,0.093103376,0.058436389,0.061739283
4.389740474,0.088672755,0.093121705,0.058435963,0.061721404
4.388811865,0.08868586,0.093158388,0.058433963,0.061717169
4.387883649,0.088693975,0.093211828,0.058430708,0.061726819
4.386955826,0.088698944,0.093276391,0.058431882,0.06174893
4.386026471,0.08870166,0.093343923,0.05844598,0.061780266
4.385101355,0.088702674,0.093405722,0.058480141,0.061815477
4.384172786,0.088702792,0.093454975,0.058536259,0.061847583
4.38324653,0.088703511,0.093487261,0.058608865,0.061869287
4.382320667,0.088706469,0.09350106,0.058686375,0.061874854
4.381395194,0.088713087,0.093497362,0.058755388,0.061860974
4.380470112,0.088724218,0.093479204,0.058804966,0.061828821
4.379545421,0.088739528,0.09345064,0.058830288,0.061784249
4.37862112,0.088758395,0.093416336,0.058833363,0.061736643
4.377695292,0.088780274,0.093380595,0.058820934,0.061698074
4.376771772,0.088805968,0.0933468,0.058801486,0.06168006
4.375848641,0.088836951,0.093316074,0.058781804,0.06169136
4.3749259,0.088875367,0.093288053,0.058766016,0.061735248
4.374003547,0.08892203,0.093261279,0.058755923,0.061808383
4.373081584,0.088974892,0.093233706,0.058752876,0.061901103
4.372160009,0.089028671,0.093204667,0.058759064,0.061999223
4.371238822,0.089074701,0.093174705,0.058777576,0.062087631
4.370316114,0.089102548,0.093146209,0.058810863,0.062153799
4.369395704,0.089103765,0.093122206,0.058858827,0.062191566
4.368475682,0.089073573,0.093105469,0.05891714,0.062202763
4.367556047,0.089012896,0.093097386,0.058977412,0.062196719
4.366636799,0.08892888,0.093098147,0.059029125,0.062187122
4.365717938,0.088833269,0.093107127,0.05906316,0.062187992
4.364799464,0.088738911,0.093122831,0.059074235,0.062209165
4.363881376,0.088658077,0.093145124,0.059063306,0.062252768
4.36296177,0.088598619,0.093173122,0.059036556,0.062312823
4.362044455,0.088563426,0.093206201,0.059003435,0.06237701
4.361127526,0.08855023,0.093242187,0.058973959,0.062430509
4.360210982,0.088552884,0.093276423,0.058955731,0.062460817
4.359294823,0.088563697,0.093303149,0.058952666,0.062461256
4.358379049,0.088575545,0.093315584,0.058965273,0.06243277
4.35746366,0.088583792,0.093308668,0.058991117,0.062382654
4.356546757,0.088587109,0.093280171,0.059026525,0.062322224
4.355632137,0.088587704,0.093231808,0.05906757,0.062262386
4.354717901,0.088589842,0.093168747,0.059111181,0.062210918
4.353804049,0.088597639,0.09309773,0.059154874,0.06217155
4.352890581,0.0886136,0.09302608,0.05919796,0.062143832
4.351977495,0.0886366,0.092959868,0.059240666,0.0621253
4.351064793,0.088661377,0.092903291,0.059284357,0.062114264
4.350152473,0.088680493,0.092859586,0.059330319,0.062110353
4.349240536,0.088686532,0.092830995,0.059379627,0.062115604
4.34832709,0.088674945,0.09281938,0.059430985,0.062132233
4.347415918,0.088646739,0.092825852,0.059480959,0.06216112
4.346505127,0.088608688,0.092849898,0.059523995,0.06220036
4.345594719,0.088571483,0.09288831,0.059553307,0.062244651
4.344684691,0.088546849,0.092935309,0.059563135,0.062286741
4.343775045,0.088542642,0.092982677,0.059549936,0.062319789
4.342865779,0.088560693,0.093021854,0.059513669,0.06233973
4.341956894,0.088595926,0.093045267,0.059457412,0.06234688
4.341046505,0.088638318,0.093049424,0.05938671,0.062345982
4.340138381,0.088677256,0.093034582,0.059308083,0.062344031
4.339230637,0.088705004,0.093004836,0.059227863,0.062347665
4.338323273,0.088719811,0.092967276,0.059152313,0.062360587
4.337416288,0.088725619,0.092929658,0.059086925,0.062381968
4.336509682,0.088729128,0.092898992,0.059037002,0.062407399
4.335603455,0.08873642,0.092879862,0.05900746,0.062430899
4.334695728,0.088749728,0.092873692,0.059001533,0.062448389
4.333792137,0.088765461,0.092878312,0.059020205,0.062459397
4.332885169,0.088776443,0.092888112,0.059060983,0.062468626
4.331980456,0.088774847,0.092894894,0.059118108,0.062484348
4.331076121,0.088756624,0.09288936,0.059183332,0.062515052
4.330172163,0.08872331,0.092863394,0.05924793,0.062566096
4.329268583,0.088682917,0.092812743,0.059304027,0.062637096
4.32836538,0.08864639,0.092738631,0.05934598,0.062720869
4.327462553,0.088624434,0.092648799,0.059370359,0.062805231
4.326558232,0.088623649,0.092555739,0.05937526,0.062876557
4.325656159,0.088644389,0.092474118,0.059360271,0.062924295
4.324754462,0.088680896,0.092415995,0.059326064,0.062944053
4.323853141,0.088724637,0.092388194,0.059275607,0.062939184
4.322952196,0.088766625,0.092390219,0.059215213,0.062919739
4.322051626,0.088799758,0.092414815,0.059154694,0.06289955
4.321151431,0.088820477,0.092451303,0.059106778,0.062892091
4.320251611,0.088827841,0.092489286,0.05908414,0.062906831
4.319350301,0.0888222,0.092521917,0.059095785,0.062946883
4.318451231,0.088804527,0.092547591,0.059144097,0.063008704
4.317552535,0.088775774,0.092568416,0.059223371,0.063083341
4.316654213,0.088737808,0.092587757,0.059320762,0.063159012
4.315756265,0.088693566,0.092607064,0.059420529,0.06322416
4.314858691,0.088648651,0.09262463,0.059507974,0.063270142
4.313961489,0.088609711,0.092634956,0.059573848,0.063293037
4.313064661,0.088584105,0.092631618,0.059615979,0.063294102
4.312166346,0.088577496,0.092609973,0.059638758,0.063279502
4.311270264,0.088592891,0.092570625,0.059650269,0.063258507
4.310374554,0.08862948,0.09251923,0.059658525,0.063241156
4.309479217,0.088683253,0.092466352,0.059669063,0.063235861
4.308584251,0.088748011,0.092423806,0.059683712,0.063246934
4.307689657,0.088816226,0.092401128,0.059701547,0.063273613
4.306795434,0.088880666,0.092403135,0.059720774,0.063310321
4.305899729,0.088934565,0.09242812,0.059740644,0.063348208
4.305008102,0.088972174,0.092468333,0.059761829,0.063378241
4.30411314,0.088990184,0.092512301,0.059786422,0.063393754
4.303220401,0.0889879,0.092547245,0.059816339,0.063392955
4.302328033,0.088967886,0.092562394,0.059851953,0.063379069
4.301436034,0.088936239,0.092550664,0.059891537,0.063359506
4.300544406,0.088901217,0.092511256,0.059931216,0.063343313
4.299653147,0.088871158,0.09244865,0.059966129,0.06333803
4.298762257,0.088852687,0.092372847,0.059991385,0.063347635
4.29786989,0.08884841,0.092296922,0.060003148,0.063371288
4.296979739,0.088856874,0.09223477,0.059999388,0.063404294
4.296089957,0.088873505,0.092196646,0.059980284,0.06343899
4.295200543,0.088892445,0.092188238,0.059949218,0.06346754
4.294311497,0.08890872,0.092207896,0.059912207,0.063483317
4.29342282,0.08891926,0.092247544,0.059878148,0.063481947
4.29253451,0.088922989,0.092295265,0.059857338,0.063462159
4.291646567,0.088919623,0.092338394,0.059859305,0.063425065
4.290757151,0.088908379,0.092367244,0.059890362,0.063374564
4.289869944,0.088887791,0.092378035,0.059951673,0.063316377
4.288983104,0.088855931,0.092372539,0.060038097,0.063257681
4.28809663,0.088813035,0.092357041,0.060139574,0.063206856
4.287210522,0.088762884,0.092339194,0.060243307,0.063171319
4.286324781,0.088713185,0.092325388,0.06033674,0.063157023
4.285439405,0.088674908,0.092319513,0.06041059,0.063166527
4.284554396,0.088658648,0.0923224,0.060459776,0.063198713
4.283667916,0.08867043,0.092333221,0.060483248,0.063249122
4.282783638,0.088709233,0.092351311,0.060483263,0.063310833
4.281899725,0.088766211,0.092377077,0.060463781,0.063376377
4.281016176,0.088826737,0.092411744,0.060429717,0.063439293
4.280132992,0.088875169,0.09245605,0.060386564,0.063495236
4.279250173,0.088900401,0.092508369,0.060340645,0.063542349
4.278367717,0.088900343,0.092564037,0.060299035,0.0635807
4.277483796,0.088883069,0.092614626,0.060268752,0.063612302
4.276603898,0.08886507,0.092650391,0.060255654,0.063639922
4.275720705,0.088865967,0.092662461,0.060262595,0.063667231
4.274839704,0.0889025,0.092646186,0.060288541,0.063697993
4.273959067,0.088982912,0.092602634,0.0603287,0.063735645
4.273078792,0.089104112,0.092539064,0.060375237,0.063781764
4.272198879,0.089251732,0.092467027,0.060419183,0.063835302
4.271319329,0.089404358,0.092399861,0.060452667,0.063891427
4.270440141,0.089539001,0.092349283,0.06047035,0.063941824
4.269559492,0.089636388,0.092322488,0.060469783,0.063976784
4.268681029,0.089686218,0.092321742,0.060452138,0.063987857
4.267802927,0.089688185,0.092344374,0.060421225,0.063970381
4.266925185,0.089650847,0.09238422,0.060382873,0.063926131
4.266047805,0.089588887,0.092434158,0.060344288,0.063862543
4.265170786,0.089518561,0.092487931,0.060312634,0.063791318
4.264294127,0.089453985,0.092540752,0.060293349,0.063724494
4.263417829,0.089404791,0.092590426,0.060289096,0.063671676
4.262540073,0.089374982,0.092635986,0.060298548,0.063636899
4.261664495,0.0893635,0.092676985,0.060316984,0.063619235
4.260789277,0.089366817,0.092713297,0.060338368,0.063614356
4.259914418,0.089380263,0.092744662,0.060357961,0.063617172
4.259039919,0.089399489,0.092771251,0.060373907,0.063623903
4.258165778,0.089420793,0.092793381,0.060388354,0.063633162
4.257291996,0.089441549,0.09281237,0.060406352,0.063645696
4.256418573,0.089459052,0.092829232,0.060433875,0.063662803
4.255545508,0.089471165,0.092844725,0.060475125,0.063685445
4.254670991,0.089476697,0.092859286,0.060530622,0.063713942
4.253798642,0.089474991,0.092871736,0.060595998,0.063747977
4.252926651,0.089466872,0.092880232,0.06066298,0.063787665
4.252055018,0.089454353,0.092882372,0.060722068,0.06383476
4.251183742,0.08943939,0.092875611,0.06076627,0.063892081
4.250312823,0.089423793,0.092858885,0.060794225,0.06396376
4.249442261,0.089407548,0.092831905,0.060810106,0.064051971
4.248572055,0.089390174,0.092796073,0.060821563,0.064155612
4.247700401,0.089371214,0.092752713,0.060835037,0.064268822
4.246830909,0.08935235,0.092703444,0.060852021,0.064381675
4.245961772,0.08933798,0.092648579,0.060867964,0.06448197
4.245092991,0.089334711,0.092588445,0.060874757,0.064558779
4.244224565,0.089349087,0.092523927,0.060865761,0.064605146
4.243356495,0.089384326,0.092458083,0.060840825,0.064619545
4.24248878,0.089437793,0.092396411,0.060808843,0.064605529
4.24161962,0.089500361,0.092346553,0.060785996,0.064570053
4.240752615,0.089558477,0.092316258,0.060790423,0.064520773
4.239885964,0.089598203,0.092311006,0.060835223,0.064464301
4.239019667,0.089609978,0.092331314,0.060923104,0.064405335
4.238153725,0.089592049,0.092372704,0.061044086,0.064347017
4.237288136,0.089551418,0.092426156,0.061178538,0.064292017
4.2364229,0.089501465,0.092481114,0.061302936,0.064243247
4.235558018,0.089457653,0.092528937,0.06139713,0.064204441
4.234691695,0.08943303,0.092564969,0.061449693,0.064179643
4.23382752,0.089435072,0.092589882,0.061459775,0.06417256
4.232963697,0.08946474,0.092607947,0.061435751,0.06418541
4.232100226,0.089517707,0.092624168,0.06139155,0.064217893
4.231237108,0.089586243,0.092642312,0.061342373,0.064267365
4.230374342,0.089661345,0.092662976,0.061301161,0.064328304
4.229511927,0.089733945,0.092683889,0.061276371,0.064393111
4.228649864,0.089795951,0.092701817,0.061271209,0.064453065
4.227788152,0.089840411,0.092714892,0.061283748,0.064499758
4.226925005,0.089862693,0.09272359,0.061308067,0.064526618
4.226063996,0.089861269,0.09273148,0.061335353,0.064530345
4.225203338,0.089838782,0.092743334,0.061356231,0.064512377
4.22434303,0.089801996,0.092763386,0.061362964,0.064478438
4.223483073,0.089760609,0.092793627,0.061352007,0.064437961
4.222623465,0.089724903,0.092833051,0.061325387,0.064401986
4.221764208,0.089702933,0.092878395,0.061290924,0.064380579
4.2209053,0.089698654,0.0929264,0.061260142,0.064380514
4.22004496,0.08971166,0.092975166,0.061245333,0.064404625
4.219186752,0.089738242,0.093025101,0.061255339,0.064450696
4.218328892,0.089773714,0.093079732,0.061292958,0.064513525
4.217471381,0.089814103,0.093143305,0.061353773,0.064585438
4.216614219,0.089856957,0.093219297,0.061427094,0.064658276
4.215757405,0.089900845,0.093308901,0.061498929,0.064724814
4.214900939,0.089944118,0.093410057,0.061555985,0.064779586
4.214043046,0.089983679,0.093517363,0.061588828,0.064819146
4.213187276,0.090015301,0.09362361,0.061593932,0.064843173
4.212331854,0.09003458,0.093720945,0.061574465,0.064854013
4.21147678,0.090039373,0.093802839,0.061538952,0.06485666
4.210622052,0.090031161,0.093865459,0.061499144,0.064857538
4.209767671,0.090015867,0.093908367,0.061467802,0.064863022
4.208913637,0.090002477,0.093934339,0.061455499,0.064877036
4.20805995,0.090000341,0.093949425,0.061468955,0.064899629
4.207204838,0.090016584,0.093961258,0.061510194,0.064926254
4.206351844,0.090054033,0.093978058,0.061575708,0.064949036
4.205499195,0.090110291,0.094007331,0.06165791,0.064958617
4.204646892,0.090179291,0.094053222,0.061746544,0.064947502
4.203794934,0.090252993,0.094116945,0.061830759,0.064912485
4.202943321,0.090323912,0.094195921,0.06190157,0.064855749
4.202092054,0.090386169,0.094283999,0.061953014,0.064784107
4.201241131,0.090436516,0.094373815,0.06198312,0.064707181
4.200390552,0.090474004,0.094457778,0.061993228,0.064634597
4.199538555,0.090500005,0.094530709,0.061987252,0.064573495
4.198688666,0.090516694,0.094589894,0.061969569,0.064527394
4.19783912,0.090528099,0.094636176,0.061944372,0.064496833
4.196989919,0.090538527,0.094672218,0.061914832,0.064480141
4.196141061,0.090552364,0.094701685,0.061882677,0.064475317
4.195292546,0.090573151,0.094727961,0.061849351,0.064480633
4.194444375,0.090602202,0.094752519,0.061815852,0.064494892
4.193594787,0.090637349,0.094775762,0.061783469,0.064517072
4.192747302,0.090673466,0.094796411,0.061753614,0.06454557
4.191900159,0.090703057,0.094813285,0.061727861,0.064577981
4.191053358,0.090718646,0.094825467,0.061707503,0.064611661
4.1902069,0.090715301,0.094834204,0.061694072,0.064645024
4.189360783,0.090691918,0.094840982,0.061689254,0.064677357
4.188515008,0.090652135,0.094848567,0.061695046,0.064710082
4.187669574,0.09060321,0.094859371,0.061714334,0.064745349
4.186822729,0.090553904,0.094875116,0.061749854,0.064784836
4.185977978,0.090512091,0.094896844,0.061803419,0.064828721
4.185133569,0.090483477,0.094924211,0.061874693,0.064875049
4.184289499,0.090469607,0.094956291,0.06196017,0.064919767
4.18344577,0.090469331,0.094991839,0.062052875,0.064958794
4.182602382,0.090479431,0.095029419,0.062143169,0.064989279
4.181759333,0.090495312,0.095067471,0.062220903,0.065010987
4.180916624,0.090512547,0.095103985,0.062276951,0.065026124
4.180074255,0.09052749,0.095136638,0.062305824,0.065038654
4.179230478,0.090537806,0.095162981,0.062306204,0.065052081
4.178388788,0.090542841,0.095180167,0.062281057,0.065067473
4.177547437,0.090543491,0.095185546,0.062235818,0.065082983
4.176706425,0.090542676,0.095177595,0.062176953,0.065093716
4.175865751,0.090544203,0.095155848,0.062110085,0.065093087
4.175025415,0.090552067,0.095121537,0.062039271,0.065075206
4.174185418,0.090568263,0.095077039,0.061967169,0.065036598
4.173345759,0.090592568,0.095026068,0.061896571,0.064977612
4.172504696,0.09062173,0.094973137,0.061831462,0.064902589
4.171665713,0.090650288,0.094922644,0.061777679,0.064819277
4.170827067,0.090673005,0.094878133,0.061742819,0.064736803
4.169988758,0.090686534,0.094842754,0.061733981,0.064664244
4.169150786,0.09069163,0.094818661,0.061755877,0.064608781
4.16831315,0.090692428,0.094806793,0.061807985,0.064574387
4.167475852,0.090696253,0.094808211,0.061884042,0.064561363
4.166637153,0.090709775,0.094823121,0.061972384,0.064566647
4.165800527,0.090736948,0.094851019,0.06205878,0.064584639
4.164964238,0.090777304,0.09489125,0.062129287,0.064608822
4.164128283,0.090825593,0.094941526,0.06217374,0.064633512
4.163292665,0.090873713,0.094998846,0.062187561,0.064655326
4.162457382,0.090912643,0.095058831,0.062172378,0.064673824
4.161622433,0.090935556,0.095116759,0.062134386,0.06469159
4.16078782,0.090938804,0.095168764,0.062082232,0.064713066
4.159951811,0.090923214,0.095212319,0.062024984,0.064742929
4.159117868,0.090892034,0.095247435,0.061970131,0.064784312
4.158284259,0.090850219,0.095275702,0.061923067,0.064837577
4.157450984,0.090803115,0.095300353,0.061887317,0.064899877
4.156618043,0.090755468,0.095324423,0.061864463,0.064965608
4.155785435,0.090711438,0.095348941,0.061854718,0.065027668
4.154953161,0.090674322,0.095372183,0.061856192,0.065079023
4.154121221,0.090647409,0.09539022,0.061865413,0.065114014
4.153289613,0.09063272,0.09539715,0.061877545,0.065129158
4.152456614,0.09063159,0.095387929,0.061887463,0.065124016
4.151625673,0.090644056,0.095360155,0.061892003,0.065100702
4.150795064,0.090668382,0.095315479,0.061890916,0.065063958
4.149964788,0.090701952,0.095259509,0.061888058,0.065020252
4.149134843,0.090742146,0.095201441,0.061890478,0.064977342
4.148305231,0.090786408,0.095150824,0.061905719,0.064942937
4.14747595,0.090832767,0.095115742,0.061939286,0.064924112
4.146647001,0.090879138,0.095100225,0.061992124,0.06492535
4.145816664,0.090923415,0.09510366,0.062059743,0.064947903
4.144988377,0.090962252,0.095121178,0.062133523,0.064989384
4.144160422,0.090991605,0.095145322,0.062203653,0.065043778
4.143332797,0.091006946,0.095168033,0.062262275,0.065102616
4.142505503,0.091005252,0.095182961,0.062305838,0.065156309
4.141678539,0.090985463,0.095186321,0.062335376,0.06519664
4.140851906,0.090950243,0.095178293,0.062354821,0.065218283
4.140023888,0.090905468,0.09516191,0.062368379,0.065220373
4.139197915,0.090859666,0.09514264,0.062377422,0.065206562
4.138372271,0.090821958,0.095126835,0.062380157,0.065184617
4.137546956,0.090800025,0.095119846,0.062371333,0.065164454
4.136721971,0.090799393,0.095125789,0.062345904,0.065155673
4.135897314,0.090821329,0.09514552,0.062300876,0.065165144
4.135072986,0.090863583,0.095176928,0.062237762,0.0651948
4.134248987,0.090921485,0.09521513,0.062162821,0.065240807
4.133423607,0.090988138,0.095253695,0.062085438,0.065294114
4.132600265,0.091057369,0.095286092,0.062015589,0.065342551
4.131777251,0.091123238,0.095307372,0.061961428,0.065373988
4.130954564,0.091181815,0.095315576,0.061927622,0.065379413
4.130132206,0.091230824,0.095312051,0.06191552,0.065355564
4.129310174,0.091269573,0.095300456,0.061923996,0.06530576
4.12848847,0.091298593,0.095286728,0.061950735,0.065239147
4.127667092,0.091318813,0.095275659,0.061993573,0.065168429
4.126846041,0.091331472,0.095271121,0.06205086,0.065106367
