Wavelength (micron),CM Ambient,CM Vacuum,CI Ambient,CI Vacuum
6.114835386,0.054794218,0.062566365,0.03037104,0.03547273
6.11303366,0.054709456,0.062546342,0.030361855,0.035418759
6.111232996,0.054662607,0.062541516,0.030394263,0.035431672
6.109433393,0.054659562,0.0625507,0.030464325,0.035503576
6.107634849,0.054695691,0.062568321,0.030557048,0.035611954
6.105837364,0.054758582,0.062587299,0.030653516,0.035729604
6.10403721,0.054832753,0.062602434,0.030736939,0.035833551
6.102241842,0.054902842,0.062612182,0.030795546,0.035910659
6.100447529,0.054955685,0.062618893,0.030823049,0.035958692
6.098654271,0.054981128,0.0626263,0.030817275,0.035983898
6.096862067,0.054973801,0.062637244,0.030779721,0.035997075
6.095070916,0.054934158,0.062650956,0.030714895,0.036009193
6.093280817,0.054869289,0.062662772,0.030630103,0.03602741
6.09149177,0.05479205,0.062666296,0.030535222,0.036053233
6.089703772,0.054718182,0.062656639,0.030441645,0.03608285
6.087913118,0.054663049,0.062633747,0.030361111,0.036109094
6.086127221,0.054638586,0.062604066,0.030303888,0.036124008
6.084342371,0.054651155,0.062579324,0.030276748,0.036120933
6.082558567,0.054700378,0.062573473,0.030280988,0.036096088
6.08077581,0.054779039,0.062598174,0.030310998,0.036049847
6.078994097,0.054874393,0.06265831,0.030354485,0.035986919
6.077213427,0.054970469,0.062748923,0.030395016,0.035916794
6.07543011,0.055052006,0.062855798,0.030416901,0.035852212
6.073651528,0.055108585,0.062959356,0.030411201,0.035807095
6.071873987,0.05513747,0.06304162,0.030379357,0.035792539
6.070097486,0.055143535,0.063092355,0.030331892,0.035813779
6.068322024,0.055136008,0.063111593,0.03028206,0.035868131
6.066547601,0.05512432,0.063107116,0.030239028,0.035945967
6.064774215,0.0551151,0.063089284,0.030204416,0.036034005
6.063001865,0.055111657,0.063066891,0.030174061,0.036118392
6.061226877,0.055115122,0.063045595,0.030141835,0.036187299
6.0594566,0.055126116,0.063028863,0.030104032,0.036231712
6.057687357,0.05514562,0.063019699,0.030062353,0.036245129
6.055919146,0.055174621,0.063021561,0.030025673,0.03622389
6.054151968,0.055212937,0.063037513,0.030010198,0.036168159
6.05238582,0.055257361,0.063067748,0.03003585,0.036084597
6.050620703,0.055300141,0.063105578,0.03011641,0.03598782
6.048856615,0.055331253,0.063137331,0.030247481,0.035898656
6.047089898,0.055343993,0.063148853,0.030404292,0.035836841
6.045327868,0.055339376,0.063134287,0.030556445,0.035813036
6.043566865,0.055324686,0.063099637,0.030685778,0.035825609
6.041806887,0.055308504,0.063058847,0.030791406,0.035863652
6.040047934,0.055297057,0.063027743,0.030882499,0.035913495
6.038290005,0.055293738,0.063019063,0.030969073,0.035963479
6.036533098,0.055300296,0.063040113,0.03105663,0.036007747
6.034777214,0.055317868,0.063091043,0.031143778,0.036047273
6.033022351,0.055348044,0.063165289,0.031223388,0.036089238
6.031264871,0.05539303,0.063251682,0.031285883,0.036144318
6.02951205,0.055454508,0.063337693,0.031323103,0.036221736
6.027760247,0.055533046,0.063414156,0.031332523,0.036324403
6.026009462,0.055626607,0.063477444,0.031318452,0.036445444
6.024259694,0.0557305,0.063529976,0.031290777,0.036568449
6.022510941,0.055838259,0.063577842,0.031261516,0.036670832
6.020763204,0.055942941,0.063627063,0.031240694,0.03673052
6.019012858,0.056039083,0.063681035,0.031233461,0.036732867
6.01726715,0.056123659,0.063738925,0.031238819,0.036676204
6.015522454,0.05619635,0.063796742,0.031250562,0.036573726
6.01377877,0.056258544,0.063849958,0.031260184,0.036450499
6.012036096,0.056311439,0.063896035,0.031260287,0.036335876
6.010294432,0.056354821,0.063935901,0.031247366,0.036254399
6.008553777,0.056387078,0.063972651,0.031222249,0.036218944
6.00681413,0.056406901,0.06400939,0.031189124,0.036229289
6.005071884,0.056415182,0.064046971,0.031153661,0.036274629
6.003334252,0.056416698,0.064083345,0.031121996,0.036339404
6.001597625,0.056419885,0.064114108,0.03110009,0.036407966
5.999862003,0.05643577,0.064134669,0.031093915,0.036468272
5.998127385,0.056474906,0.06414186,0.031108697,0.036512812
5.996393769,0.056543684,0.064135286,0.031147591,0.036538472
5.994661155,0.056640767,0.064117251,0.031209539,0.036545348
5.992929542,0.056755578,0.064091611,0.03128777,0.036535788
5.991198929,0.056870208,0.064061806,0.031369553,0.036513157
5.989465728,0.056965583,0.064029798,0.031439274,0.036481443
5.987737114,0.057029023,0.063996317,0.031483404,0.036444481
5.986009499,0.057059231,0.063962248,0.031495414,0.036405901
5.984282879,0.057066179,0.063929964,0.031477412,0.036368664
5.982557256,0.057065922,0.063903654,0.031438413,0.036335345
5.980832628,0.057074356,0.063888398,0.031390266,0.036308272
5.979108993,0.057102691,0.063888987,0.031344408,0.036290274
5.977382779,0.057155886,0.063908617,0.031310053,0.036284982
5.975661132,0.057232794,0.063947893,0.031294048,0.036297099
5.973940477,0.057327986,0.064004397,0.031301499,0.03633096
5.972220812,0.05743298,0.064072419,0.031335725,0.036388719
5.970502137,0.057538105,0.064143373,0.031397005,0.036468155
5.968784451,0.057635307,0.064207838,0.031481417,0.036560834
5.967067753,0.057719798,0.064257563,0.03158005,0.036653777
5.965352042,0.05779158,0.06428837,0.031682185,0.036732939
5.963633761,0.057853653,0.064300191,0.031778558,0.036788101
5.961920024,0.057910275,0.064296875,0.031864915,0.036815798
5.960207272,0.05796498,0.064285119,0.031942604,0.036819806
5.958495504,0.058019699,0.06427335,0.032017293,0.03680939
5.956784718,0.058075321,0.064271466,0.032096817,0.036796192
5.955074915,0.058132577,0.06428922,0.032187913,0.036790886
5.953366093,0.058193241,0.064334251,0.03229327,0.036800037
5.951658251,0.058260802,0.064409854,0.032409615,0.036824388
5.949947849,0.058340545,0.064513698,0.032528351,0.036858837
5.948241967,0.05843904,0.064638511,0.032638793,0.036894933
5.946537064,0.058562375,0.064773719,0.032731653,0.0369238
5.944833137,0.058713965,0.064907453,0.032802385,0.036939699
5.943130187,0.058892354,0.065028434,0.032853073,0.036941975
5.941428212,0.059087818,0.065126568,0.032892347,0.036936773
5.939727212,0.059281804,0.065195004,0.032933588,0.036936412
5.938027185,0.059450582,0.065231994,0.032989316,0.036956365
5.936328132,0.059575167,0.06524311,0.033064122,0.03700984
5.934626528,0.059651769,0.065241088,0.03315147,0.037101705
5.932929419,0.059692742,0.065241476,0.033237696,0.037225863
5.931233281,0.059717895,0.06525713,0.033310217,0.037367656
5.929538113,0.059744119,0.065294755,0.033363074,0.037508581
5.927843913,0.059779824,0.065354221,0.033397678,0.037631218
5.926150681,0.059825111,0.065430164,0.033420678,0.037722822
5.924458416,0.059874848,0.06551337,0.033441266,0.037777247
5.922767117,0.059923003,0.065593189,0.03346864,0.037796358
5.921073277,0.059965922,0.065659429,0.03350964,0.03778963
5.919383911,0.060004788,0.065705668,0.033567584,0.037772223
5.917695507,0.060044825,0.065731163,0.033641762,0.037760435
5.916008067,0.060092305,0.065741496,0.033728201,0.037766599
5.914321589,0.060150549,0.065746584,0.033821086,0.037794697
5.912636072,0.060217108,0.065756666,0.033913958,0.037839255
5.910951515,0.060284072,0.065778467,0.034000528,0.037888003
5.909264427,0.060341449,0.065813174,0.034074861,0.037926724
5.90758179,0.060381058,0.065856492,0.034131265,0.037944578
5.905900112,0.060400279,0.065901327,0.034164661,0.037937458
5.904219391,0.060403468,0.065940477,0.034171281,0.037909118
5.902539627,0.060401784,0.065969919,0.03415086,0.037869474
5.900860818,0.060410325,0.065990426,0.034109084,0.037831373
5.899182963,0.060442552,0.066007052,0.034059309,0.037805807
5.897506063,0.060503681,0.066026839,0.034020761,0.037797444
5.895826639,0.060586547,0.066054735,0.034011524,0.037802639
5.894151646,0.060674615,0.066090511,0.034040157,0.037811506
5.892477604,0.060751008,0.066129219,0.034102997,0.03781338
5.890804513,0.060805373,0.066163305,0.034187066,0.037801802
5.889132372,0.060836905,0.066186159,0.034275923,0.037776437
5.88746118,0.060852777,0.06619457,0.034352942,0.037742824
5.885790936,0.06086533,0.066189897,0.034402533,0.037710282
5.884121639,0.060888288,0.066177417,0.034411248,0.037689028
5.882453289,0.060931834,0.066164394,0.034371555,0.037686775
5.880782426,0.060996916,0.066156748,0.034287471,0.03770562
5.879115969,0.061073631,0.066156775,0.034175937,0.037741315
5.877450456,0.061146593,0.066163118,0.034060547,0.03778577
5.875785886,0.061203053,0.066172679,0.033961524,0.037831312
5.874122259,0.061237247,0.066182861,0.033891105,0.03787399
5.872459574,0.061249432,0.066193297,0.033854764,0.037913492
5.87079783,0.06124354,0.06620642,0.033854684,0.037951517
5.869137026,0.061224739,0.066226152,0.033890869,0.037989753
5.867473718,0.061198596,0.066255496,0.033960443,0.038028015
5.865814794,0.061170369,0.066294031,0.034055747,0.038063594
5.864156808,0.061145039,0.066337037,0.034164409,0.038091703
5.862499758,0.061126099,0.066375984,0.034271908,0.038107362
5.860843645,0.061115498,0.066402285,0.034367098,0.038107199
5.859188467,0.061113493,0.066410435,0.034446128,0.038091043
5.857534224,0.06111929,0.066400223,0.034513171,0.038062354
5.855877486,0.061131415,0.066376209,0.034576608,0.038027309
5.854225111,0.06114835,0.066345692,0.034644342,0.037993893
5.852573669,0.061168603,0.066316017,0.034719658,0.037969931
5.850923159,0.061191051,0.066292396,0.034799927,0.037961726
5.849273579,0.061214855,0.066276833,0.034877663,0.037972797
5.847624929,0.061240268,0.066268869,0.0349442,0.038002663
5.845977208,0.061268663,0.066266901,0.03499343,0.038047237
5.844330415,0.061302805,0.066270278,0.035024481,0.038099625
5.84268455,0.061346306,0.066280276,0.035042022,0.03815185
5.8410362,0.061402752,0.066299925,0.035054259,0.038197139
5.839392189,0.061474107,0.066332411,0.035070007,0.038231613
5.837749104,0.061559461,0.066379404,0.035095993,0.038255314
5.836106943,0.06165416,0.066439461,0.035135348,0.038272055
5.834465706,0.061750088,0.066507879,0.035187917,0.038288044
5.832825391,0.061836817,0.066577528,0.035251847,0.038309409
5.831185999,0.061904394,0.066641204,0.035325597,0.038340586
5.829547528,0.06194594,0.066693863,0.035409062,0.03838274
5.827906581,0.061959843,0.066734424,0.035502863,0.038434621
5.826269952,0.061950811,0.066766095,0.035606089,0.0384939
5.824634242,0.061929922,0.066795961,0.035713954,0.03855929
5.82299945,0.061911751,0.066833071,0.035816877,0.038631912
5.821365576,0.061910424,0.066885694,0.035902963,0.03871491
5.819732618,0.06193452,0.066958706,0.035962833,0.038811131
5.818100576,0.061984488,0.067051988,0.035994356,0.038920475
5.816466066,0.062054051,0.067160955,0.036003838,0.039037855
5.814835856,0.062133354,0.067277723,0.036002937,0.039154085
5.813206559,0.062213317,0.06739312,0.036004172,0.039258141
5.811578175,0.062287733,0.067498225,0.036017215,0.039340576
5.809950703,0.06235369,0.06758521,0.036046864,0.039396174
5.808324142,0.062411278,0.067648797,0.03609325,0.039425917
5.806698491,0.062462443,0.067687267,0.036152838,0.039436572
5.805073751,0.0625097,0.067702595,0.036220124,0.039438889
5.803446551,0.062554889,0.06770017,0.036289468,0.039444172
5.801823629,0.062598372,0.067686971,0.036356693,0.039460937
5.800201615,0.062638812,0.067669175,0.036419661,0.039492412
5.798580507,0.062673859,0.067650329,0.03647804,0.039536455
5.796960306,0.062700835,0.067630706,0.036532244,0.039587813
5.795341009,0.062718412,0.067608865,0.03658298,0.039640865
5.793722617,0.062727319,0.067584199,0.036631068,0.039692063
5.792105129,0.062730319,0.067559259,0.036677664,0.039740895
5.790488544,0.062731937,0.067541074,0.036724891,0.039788655
5.788869509,0.062737251,0.067539713,0.036775576,0.039836513
5.787254729,0.062750589,0.06756508,0.036832334,0.039883634
5.785640849,0.062774404,0.067622461,0.036895846,0.039926247
5.78402787,0.06280859,0.067708956,0.036963165,0.039958777
5.782415789,0.062850913,0.067813073,0.037027315,0.039975627
5.780804607,0.062898087,0.067917729,0.037078369,0.039973859
5.779194323,0.062946766,0.068005583,0.037106077,0.039954562
5.777584935,0.062994486,0.068065057,0.037103115,0.039922871
5.775973107,0.063039885,0.068094121,0.03706778,0.039886653
5.774365513,0.063081693,0.068100188,0.037005092,0.039854649
5.772758813,0.063117845,0.068097352,0.036927354,0.039834642
5.771153007,0.063144786,0.068101052,0.036853157,0.03983207
5.769548094,0.063158076,0.068122266,0.036805141,0.039849212
5.767944074,0.063154356,0.068162762,0.036803615,0.039884344
5.766340945,0.063134782,0.068214612,0.036858232,0.039931931
5.764735384,0.063106776,0.068265153,0.03696147,0.039983734
5.763134038,0.063081742,0.068304362,0.037091209,0.040031265
5.761533582,0.063070555,0.068330072,0.037221222,0.040068589
5.759934014,0.063079248,0.068347398,0.037331829,0.040093786
5.758335334,0.063108241,0.068364117,0.037413902,0.040109484
5.756737542,0.063153168,0.068385714,0.037467358,0.040122115
5.755140635,0.063207361,0.068412609,0.03749851,0.040140307
5.753544615,0.063263312,0.068439362,0.037517709,0.040173179
5.751946171,0.063314506,0.068456887,0.037537794,0.040227486
5.750351922,0.063357083,0.06845639,0.037572276,0.040305109
5.748758556,0.063391159,0.068434705,0.037632583,0.04040133
5.747166072,0.063420629,0.068397526,0.037725139,0.040505863
5.745574471,0.06345115,0.068358485,0.037849397,0.040606241
5.743983751,0.063487642,0.068334297,0.037998728,0.040693175
5.742393912,0.063533035,0.068338513,0.038162997,0.040763533
5.740804953,0.063587682,0.068376407,0.038330546,0.040821172
5.739216872,0.063650528,0.068443453,0.038489745,0.040874907
5.737626378,0.063720379,0.068527029,0.038629813,0.040934349
5.736040056,0.063796566,0.068610292,0.038741626,0.041006505
5.73445461,0.063878491,0.068677143,0.038818695,0.041092633
5.732870041,0.063964716,0.068716302,0.03885804,0.041188277
5.731286347,0.064051856,0.068724064,0.038860512,0.041285378
5.729703528,0.064134122,0.068704109,0.038830261,0.041375392
5.728121583,0.064203743,0.068665715,0.038773915,0.041452596
5.726540511,0.064252794,0.068621463,0.038699798,0.041515401
5.724957034,0.064275394,0.068584891,0.038617605,0.041566393
5.723377709,0.064270272,0.068568544,0.038537949,0.041610422
5.721799254,0.06424157,0.068581848,0.038471495,0.041652335
5.72022167,0.064198405,0.068629448,0.038427527,0.041695209
5.718644956,0.064152588,0.068709706,0.038412604,0.041739516
5.71706911,0.064114948,0.068813748,0.038428973,0.041783609
5.715494133,0.064093161,0.068927001,0.038474806,0.041824535
5.713916759,0.06408987,0.069031482,0.038544316,0.041859209
5.712346781,0.064102929,0.069110257,0.038629276,0.041885037
5.710771143,0.064127021,0.069152433,0.038720857,0.041900462
5.709199633,0.064155775,0.069156743,0.038811896,0.04190523
5.707628988,0.064184294,0.069132137,0.038898711,0.041901088
5.706059207,0.064209891,0.069093868,0.038981274,0.041891645
5.70449029,0.064232393,0.069057864,0.039062301,0.041882643
5.702922234,0.064252686,0.069035069,0.039145264,0.041880563
5.701355041,0.064272116,0.069029575,0.039232799,0.041891253
5.69978546,0.064291527,0.069038886,0.039325632,0.041917985
5.69821999,0.064310918,0.069056381,0.039421886,0.041959826
5.69665538,0.064329779,0.069074854,0.03951758,0.042011039
5.695091628,0.0643474,0.069089433,0.03960721,0.04206209
5.693528735,0.064363246,0.069098753,0.039684758,0.042102792
5.6919667,0.064377528,0.069104662,0.039744922,0.042126158
5.690405521,0.064391287,0.06911012,0.039783681,0.042131274
5.688845199,0.064406471,0.069116988,0.039798631,0.042124373
5.687282497,0.064425227,0.069124222,0.039788109,0.042115957
5.685723886,0.064449742,0.069128617,0.039751335,0.042116942
5.68416613,0.064481163,0.069126141,0.039688547,0.042134815
5.682609227,0.0645193,0.069114402,0.039602612,0.042171525
5.681053176,0.064561913,0.069094376,0.039500573,0.042223842
5.679497978,0.064604481,0.06907079,0.039394311,0.042285839
