Wavelength (micron),CM Vacuum - Ambient,CI Vacuum - Ambient
6.182273197,0.006039087,0.002363674
6.180431518,0.006099521,0.002475096
6.178590935,0.006168877,0.002607962
6.176747634,0.006239667,0.002740486
6.174909244,0.006306614,0.002856724
6.173071949,0.006368319,0.002947683
6.171235747,0.006427384,0.003010956
6.169400637,0.006489463,0.003049682
6.167566617,0.006561303,0.003071852
6.165733688,0.006647473,0.003090285
6.163901848,0.006747244,0.003120314
6.1620673,0.006852701,0.003176471
6.160237637,0.006949763,0.003267228
6.158409061,0.007022557,0.003391891
6.15658157,0.007059586,0.003539768
6.154755164,0.007058554,0.003693967
6.152929841,0.007027308,0.003835779
6.1511056,0.006981036,0.003949169
6.14928244,0.00693722,0.004023249
6.147460361,0.006910474,0.004053891
6.145635585,0.006908563,0.004043576
6.143815666,0.006930243,0.004001092
6.141996825,0.006966021,0.003940064
6.14017906,0.007001996,0.00387641
6.138362371,0.007024858,0.00382522
6.136546756,0.007026665,0.003797292
6.134732216,0.0070071,0.003796927
6.132914987,0.006973027,0.003821287
6.131102593,0.006935817,0.003861587
6.12929127,0.006907657,0.003905008
6.127481017,0.006898936,0.00393736
6.125671833,0.006916439,0.003946053
6.123863717,0.006963037,0.003922631
6.122056668,0.007037966,0.003865358
6.120250685,0.007137158,0.003780264
6.118442024,0.007252917,0.00368057
6.116638173,0.007372757,0.003583502
6.114835386,0.00747963,0.003505601
6.11303366,0.007555408,0.003457366
6.111232996,0.007586739,0.003441211
6.109433393,0.007570077,0.003452082
6.107634849,0.007511752,0.003480181
6.105837364,0.007424939,0.003514769
6.10403721,0.007325933,0.003547784
6.102241842,0.007231907,0.003576811
6.100447529,0.007159387,0.003605587
6.098654271,0.007121718,0.003642703
6.096862067,0.007125858,0.003697849
6.095070916,0.007169347,0.003777875
6.093280817,0.007239711,0.00388286
6.09149177,0.007317695,0.004004434
6.089703772,0.007383321,0.004127185
6.087913118,0.007422234,0.004231878
6.086127221,0.007430133,0.004299916
6.084342371,0.007413414,0.004317546
6.082558567,0.007386943,0.004279523
6.08077581,0.007369191,0.004191956
6.078994097,0.007375883,0.004072444
6.077213427,0.007414149,0.003948123
6.07543011,0.007479197,0.003849247
6.073651528,0.007555055,0.003800805
6.071873987,0.007620748,0.003814245
6.070097486,0.007658917,0.003884982
6.068322024,0.007662967,0.003996263
6.066547601,0.007638026,0.004127179
6.064774215,0.007596566,0.004260095
6.063001865,0.007552399,0.004382717
6.061226877,0.007516566,0.004487309
6.0594566,0.007496184,0.004567231
6.057687357,0.007495206,0.004613674
6.055919146,0.007515138,0.004614405
6.054151968,0.007553951,0.004555031
6.05238582,0.007603846,0.004425791
6.050620703,0.007649371,0.004232681
6.048856615,0.007670665,0.004005992
6.047089898,0.007653088,0.003792477
6.045327868,0.007595497,0.003631407
6.043566865,0.007510311,0.003535031
6.041806887,0.007416545,0.003489058
6.040047934,0.007333029,0.003467764
6.038290005,0.007273734,0.003448029
6.036533098,0.007245713,0.003418025
6.034777214,0.00724776,0.003380186
6.033022351,0.007270654,0.00334916
6.031264871,0.007299608,0.003345636
6.02951205,0.007319005,0.003387439
6.027760247,0.007317982,0.003480358
6.026009462,0.007294226,0.003613432
6.024259694,0.007254434,0.003760498
6.022510941,0.007210656,0.003887105
6.020763204,0.007174713,0.003961517
6.019012858,0.007153197,0.003964642
6.01726715,0.007144835,0.003896894
6.015522454,0.007141909,0.00377894
6.01377877,0.007135183,0.003645388
6.012036096,0.007119815,0.003533333
6.010294432,0.007098872,0.003470222
6.008553777,0.007081602,0.003466686
6.00681413,0.007078139,0.003516524
6.005071884,0.007093701,0.003601621
6.003334252,0.007125109,0.003699139
6.001597625,0.007161088,0.00378698
5.999862003,0.007185542,0.003847281
5.998127385,0.007182499,0.003868007
5.996393769,0.007141531,0.003844028
5.994661155,0.007061698,0.00377793
5.992929542,0.006952501,0.003680372
5.991198929,0.006830777,0.00356886
5.989465728,0.006714356,0.003464
5.987737114,0.00661558,0.003383487
5.986009499,0.006538089,0.003337026
5.984282879,0.006478036,0.003324298
5.982557256,0.006428724,0.003337247
5.980832628,0.006384715,0.003364671
5.979108993,0.006344004,0.003396582
5.977382779,0.006307336,0.003426615
5.975661132,0.006276412,0.003452641
5.973940477,0.006251315,0.003474804
5.972220812,0.006229324,0.003493655
5.970502137,0.00620486,0.003508777
5.968784451,0.006171196,0.003517334
5.967067753,0.00612331,0.003515744
5.965352042,0.006060046,0.003499736
5.963633761,0.005984366,0.003466471
5.961920024,0.00590213,0.00341478
5.960207272,0.005820854,0.003345728
5.958495504,0.005748642,0.003262412
5.956784718,0.005693701,0.00316889
5.955074915,0.005662865,0.003069778
5.953366093,0.005659758,0.002969658
5.951658251,0.005683099,0.002872883
5.949947849,0.005725926,0.002782744
5.948241967,0.005776422,0.002700843
5.946537064,0.005820146,0.002626896
5.944833137,0.00584264,0.002559453
5.943130187,0.005831913,0.002496455
5.941428212,0.005781338,0.002437368
5.939727212,0.005692657,0.002384244
5.938027185,0.005577234,0.002343355
5.936328132,0.005453573,0.002325208
5.934626528,0.00534057,0.00234047
5.932929419,0.005251056,0.002393692
5.931233281,0.00518985,0.002479122
5.929538113,0.005155915,0.002581357
5.927843913,0.005145393,0.002680104
5.926150681,0.005153518,0.002755748
5.924458416,0.005174217,0.002793576
5.922767117,0.005199451,0.002787323
5.921073277,0.005218892,0.002740807
5.919383911,0.005221651,0.002666897
5.917695507,0.005199686,0.002583253
5.916008067,0.005151864,0.002506313
5.914321589,0.005086018,0.002445491
5.912636072,0.005017395,0.002400973
5.910951515,0.004963884,0.00236576
5.909264427,0.004939911,0.002330555
5.90758179,0.004951967,0.002289397
5.905900112,0.004997032,0.002242801
5.904219391,0.005063358,0.002198354
5.902539627,0.00513339,0.002166972
5.900860818,0.005187922,0.002157346
5.899182963,0.0052117,0.002169248
5.897506063,0.005199844,0.002190219
5.895826639,0.005161012,0.002199608
5.894151646,0.005113275,0.002178419
5.892477604,0.005074635,0.002117751
5.890804513,0.005055251,0.002021824
5.889132372,0.005055015,0.001904963
5.88746118,0.005065715,0.001788656
5.885790936,0.005074006,0.001698549
5.884121639,0.005064286,0.001660543
5.882453289,0.005023199,0.001693146
5.880782426,0.004946401,0.001797346
5.879115969,0.004843492,0.001952769
5.877450456,0.004734604,0.002125823
5.875785886,0.004640495,0.002285141
5.874122259,0.004574822,0.002411257
5.872459574,0.004543545,0.002496327
5.87079783,0.004547377,0.002539177
5.869137026,0.004583663,0.002541931
5.867473718,0.004645676,0.00250858
5.865814794,0.004721842,0.002445916
5.864156808,0.00479632,0.002363444
5.862499758,0.004852569,0.002272115
5.860843645,0.004878566,0.002180171
5.859188467,0.004870205,0.002090771
5.857534224,0.004831657,0.002002081
5.855877486,0.004772812,0.001910696
5.854225111,0.004705347,0.0018158
5.852573669,0.004639474,0.001721505
5.850923159,0.004581609,0.001636717
5.849273579,0.004533991,0.00157263
5.847624929,0.004495336,0.001537608
5.845977208,0.004462639,0.001533681
5.844330415,0.00443311,0.001554633
5.84268455,0.004405404,0.001587505
5.8410362,0.004379807,0.001617057
5.839392189,0.004357738,0.001630532
5.837749104,0.004341093,0.001621462
5.836106943,0.004331666,0.001590968
5.834465706,0.004331188,0.001545941
5.832825391,0.004341565,0.001494795
5.831185999,0.004364738,0.001443761
5.829547528,0.004402167,0.001394227
5.827906581,0.004453805,0.0013445
5.826269952,0.004516577,0.001293657
5.824634242,0.004583468,0.00124614
5.82299945,0.004644902,0.001213916
5.821365576,0.004691405,0.001213155
5.819732618,0.004717963,0.001256492
5.818100576,0.00472608,0.001345313
5.816466066,0.004722435,0.001466663
5.814835856,0.004715222,0.001597757
5.813206559,0.004710009,0.00171328
5.811578175,0.004707989,0.001792893
5.809950703,0.004705985,0.001826039
5.808324142,0.004698322,0.001813666
5.806698491,0.004679421,0.001766673
5.805073751,0.004645862,0.001702213
5.803446551,0.004598127,0.00163819
5.801823629,0.004540357,0.00158807
5.800201615,0.004478742,0.001557632
5.798580507,0.004419184,0.001545067
5.796960306,0.004365747,0.001544357
5.795341009,0.004320049,0.001548636
5.793722617,0.004282585,0.001552962
5.792105129,0.004254636,0.001555202
5.790488544,0.004239585,0.001554248
5.788869509,0.004242523,0.001548418
5.787254729,0.004268302,0.001534484
5.785640849,0.004318342,0.001508437
5.78402787,0.004388073,0.001468203
5.782415789,0.004466662,0.001415655
5.780804607,0.004539537,0.001358023
5.779194323,0.004593134,0.001306511
5.777584935,0.004619949,0.001273075
5.775973107,0.00462156,0.001266584
5.774365513,0.004608552,0.001290163
5.772758813,0.004597478,0.001339172
5.771153007,0.004605055,0.001401166
5.769548094,0.00464122,0.001457498
5.767944074,0.004703342,0.001488561
5.766340945,0.004775298,0.001481364
5.764735384,0.004834577,0.001435952
5.763134038,0.00486385,0.001364671
5.761533582,0.004858865,0.001285071
5.759934014,0.004828225,0.001211933
5.758335334,0.004786386,0.001154797
5.756737542,0.004746686,0.001119088
5.755140635,0.00471626,0.001107106
5.753544615,0.004694427,0.001118477
5.751946171,0.004673905,0.001148592
5.750351922,0.004644294,0.001187524
5.748758556,0.004597697,0.001220574
5.747166072,0.004533648,0.001231739
5.745574471,0.004460742,0.001208904
5.743983751,0.004393441,0.001148576
5.742393912,0.004345468,0.00105679
5.740804953,0.004323862,0.000948396
5.739216872,0.004325679,0.000843676
5.737626378,0.004338692,0.000763273
5.736040056,0.004345403,0.00072373
5.73445461,0.004329394,0.000733081
5.732870041,0.004280934,0.000789815
5.731286347,0.004200862,0.000884661
5.729703528,0.004100338,0.001004396
5.728121583,0.003997848,0.00113622
5.726540511,0.003914404,0.001270061
5.724957034,0.003868748,0.001399022
5.723377709,0.00387303,0.001517861
5.721799254,0.003930453,0.00162141
5.72022167,0.004034699,0.001704039
5.718644956,0.004171099,0.001760043
5.71706911,0.004319334,0.001785719
5.715494133,0.004456754,0.001780068
5.713916759,0.004562117,0.001745985
5.712346781,0.004619702,0.001689394
5.710771143,0.004623094,0.001617829
5.709199633,0.004577414,0.001538194
5.707628988,0.004498031,0.001455443
5.706059207,0.00440594,0.001372258
5.70449029,0.00432114,0.001290445
5.702922234,0.004257414,0.001211852
5.701355041,0.004220107,0.001138877
5.69978546,0.004206771,0.001073787
5.69821999,0.004209747,0.001017852
5.69665538,0.004219551,0.000970185
5.695091628,0.0042281,0.000927985
5.693528735,0.004230597,0.000888318
5.6919667,0.004225951,0.000850355
5.690405521,0.004215519,0.000817378
5.688845199,0.004200902,0.000797497
5.687282497,0.004182038,0.000801897
5.685723886,0.004156877,0.000841231
5.68416613,0.004122675,0.000921988
5.682609227,0.00407806,0.001042988
5.681053176,0.004025239,0.001194276
5.679497978,0.003970811,0.001358871
5.677943631,0.003925167,0.001515743
5.676390134,0.00389977,0.001645879
5.674834266,0.003903635,0.00173725
5.67328247,0.003939927,0.001787925
5.671731523,0.004004783,0.00180417
5.670181423,0.004088541,0.001796405
5.66863217,0.004178675,0.001774149
5.667083764,0.004262862,0.001743499
5.665536203,0.00433157,0.001707386
5.66398628,0.004379368,0.001667377
5.662443616,0.004405176,0.001625238
5.660895384,0.004411624,0.001583087
5.659351201,0.00440371,0.001542689
5.65780786,0.004386709,0.00150398
5.65626536,0.004364037,0.001464597
5.654723702,0.00433584,0.001421355
5.653182883,0.004299605,0.001372036
5.651642904,0.004252095,0.001317907
5.650100572,0.004192316,0.001264916
5.648562271,0.004124105,0.001222961
5.647024809,0.004056915,0.001203741
5.645488182,0.004005045,0.001217438
5.643952392,0.003983464,0.001268261
5.642417437,0.004001538,0.001351872
5.640883317,0.00405792,0.001455942
5.639350031,0.004139329,0.001563863
5.6378144,0.004225399,0.0016603
5.636282781,0.004296722,0.0017353
5.634751995,0.004341413,0.001785381
5.63322204,0.004358008,0.001810819
5.631692915,0.004353764,0.001813743
5.63016462,0.004340467,0.001795796
5.628637155,0.004328986,0.001758071
5.627110518,0.004325108,0.001702203
5.625581544,0.004327273,0.001631517
5.624056565,0.004328091,0.001551488
5.622532411,0.004318009,0.0014691
5.621009084,0.004290008,0.001391849
5.619486581,0.004242788,0.001325867
5.617964903,0.004181363,0.00127514
5.61644405,0.004114655,0.001241542
5.614920866,0.004051598,0.001225032
5.613404811,0.00399733,0.001224731
5.611883275,0.003951917,0.001238943
5.610365712,0.003912038,0.001264063
5.608848969,0.003874472,0.001293842
5.607333046,0.003839351,0.001318689
5.605817942,0.003811473,0.001326913
5.604303657,0.003798966,0.001308437
5.60279019,0.003809488,0.001259184
5.601274402,0.003845787,0.001185256
5.59976257,0.003903162,0.001102415
5.598251554,0.00396961,0.001032056
5.596741353,0.00402979,0.000993118
5.595231967,0.004069883,0.000994943
5.593723395,0.004081903,0.001032824
5.592215636,0.004065997,0.001088763
5.590708689,0.004030383,0.001136992
5.589199431,0.00398904,0.001152038
5.58769411,0.003958139,0.001117143
5.586189599,0.003952188,0.001030464
5.584685898,0.003980552,0.000906177
5.583183006,0.004044868,0.00077049
5.581680923,0.004138084,0.000653495
5.580179648,0.004245259,0.000578913
5.578679181,0.004347049,0.000556433
5.57717952,0.00442489,0.000579618
5.575677556,0.004466249,0.000631275
5.574179509,0.004467819,0.000692644
5.572682266,0.004435346,0.000751295
5.571185827,0.004380767,0.000804509
5.569690192,0.004318173,0.000857563
5.568195359,0.004260098,0.000918891
5.566701329,0.004214912,0.000994685
5.565205003,0.004185971,0.001085634
5.563712576,0.004172155,0.001185161
5.56222095,0.00417009,0.001281959
5.560730124,0.004176265,0.001362905
5.559240096,0.004189048,0.001416638
5.557750867,0.004208503,0.001435829
5.556262436,0.004235125,0.001417874
5.554774801,0.004267672,0.001365095
5.553284879,0.004301856,0.0012842
5.551798838,0.004330399,0.001185849
5.550313593,0.004345435,0.00108382
5.548829142,0.004341426,0.000992941
5.547345484,0.004317472,0.000926398
5.54586262,0.004277792,0.000892447
5.544380549,0.004230321,0.000891151
5.542899269,0.00418427,0.00091326
5.54141571,0.004147374,0.000941427
5.539936014,0.004123922,0.000954291
5.538457108,0.004114517,0.000933085
5.536978991,0.004116966,0.00086791
5.535501663,0.004128432,0.000762563
5.534025123,0.004146739,0.000634815
5.532549371,0.004170817,0.000512139
5.531071346,0.004200068,0.000424527
5.529600226,0.004232637,0.000395978
5.528123777,0.004264268,0.00043758
5.52665117,0.004288246,0.000544256
5.525179347,0.004296526,0.000696422
5.523708308,0.0042821,0.000865967
5.522238053,0.004241538,0.001024242
5.520768579,0.004176589,0.001148739
5.519299888,0.004094649,0.001227745
5.517828933,0.004007272,0.001260785
5.516361805,0.003927598,0.001255967
5.514895457,0.003867412,0.001225453
5.513429888,0.003834667,0.001181407
5.511965098,0.003832041,0.001133154
5.510501086,0.003856874,0.001086679
5.509037852,0.003902004,0.001045425
5.507575395,0.003957234,0.00101174
5.506110682,0.004011581,0.000987731
5.504649778,0.004055306,0.000974937
5.503189649,0.004082034,0.000973389
5.501730294,0.004089607,0.000980897
5.500271713,0.004080078,0.000993047
5.498813906,0.00405825,0.001004367
5.497356871,0.004030238,0.001010141
5.495900608,0.00400189,0.001008167
5.494442097,0.003978517,0.001000139
5.492987378,0.003964702,0.000990961
5.491533428,0.003964959,0.000987387
5.490080249,0.003983771,0.000994957
5.488627838,0.004025026,0.001015844
5.487176195,0.004090616,0.001046931
5.48572532,0.004178746,0.001080343
5.484272204,0.004282784,0.001105313
5.48282587,0.004391301,0.001111353
5.48137429,0.004490488,0.001091811
5.479926481,0.004568316,0.001047082
5.478479437,0.004618771,0.000984519
5.477033157,0.004644082,0.000916655
5.47558764,0.004653141,0.00085673
5.474142886,0.004657273,0.000815219
5.472698894,0.004665195,0.000797313
5.471252671,0.004679255,0.00080321
5.469810203,0.004694445,0.00082947
5.468368496,0.004700143,0.000871371
5.466927548,0.004684338,0.000924695
5.46548736,0.004638797,0.000986645
5.464047931,0.004563076,0.001055946
5.462609259,0.004465254,0.001131073
5.461171345,0.004358721,0.001208873
5.459731207,0.004257177,0.001283117
5.458294807,0.004170653,0.001345952
5.456859163,0.004103686,0.001389412
5.455424274,0.00405659,0.00140783
5.453990139,0.004027393,0.001399324
5.452556758,0.004013738,0.001366523
5.451124131,0.004013886,0.001315277
5.449692256,0.004026426,0.001253232
5.448261133,0.004049249,0.001187346
5.446827795,0.004078995,0.00112271
5.445398176,0.004111667,0.001061923
5.443969307,0.004143564,0.001006349
5.442541188,0.004173259,0.000957891
5.441113818,0.004202062,0.000920499
5.439687196,0.004233583,0.000900134
5.438261323,0.004271927,0.000903136
5.436836196,0.004319088,0.00093367
5.435408862,0.004373046,0.000990668
5.43398523,0.004427718,0.001066783
5.432562344,0.004474507,0.001148895
5.431140203,0.004504631,0.001220741
5.429718806,0.004511834,0.001265627
5.428298153,0.004493869,0.001270325
5.426878243,0.004453162,0.001227709
5.425456132,0.004395991,0.001139461
5.424037708,0.004331477,0.001017541
5.422620026,0.004269518,0.000882693
5.421203084,0.004218842,0.00076001
5.419786883,0.004185106,0.000671279
5.418371422,0.004170004,0.000629269
5.4169567,0.004171645,0.000635256
5.415542716,0.004185406,0.000680303
5.414126539,0.004205281,0.000749103
5.412714032,0.004225436,0.000823989
5.411302262,0.004241029,0.000888254
5.409891229,0.00425066,0.000929699
5.408480931,0.004256757,0.000942958
5.407071368,0.004265782,0.000930705
5.40566254,0.004286403,0.00090246
5.404254445,0.00432651,0.000871652
5.402847084,0.004389958,0.000851513
5.401437539,0.004474113,0.000851036
5.400031644,0.004569232,0.000873416
5.398626481,0.004660756,0.000915863
5.39722205,0.004733209,0.000972051
5.395818349,0.004773513,0.001034832
5.394415378,0.004775026,0.001099516
5.393013136,0.004738381,0.001165053
5.391611623,0.004670839,0.001233054
5.390207933,0.004584205,0.001306108
5.388807877,0.004491691,0.001384775
5.387408549,0.004406464,0.001466226
5.386009947,0.004339235,0.001544
5.384612071,0.00429758,0.001609798
5.383214921,0.004284556,0.00165604
5.381818495,0.004297708,0.001678213
5.380419899,0.004328821,0.001676225
5.379024923,0.004364448,0.001653666
5.37763067,0.004389111,0.001616448
5.376237139,0.004388514,0.00157079
5.374844331,0.004354935,0.00152165
5.373452244,0.004289729,0.001472219
5.372060878,0.004204586,0.001424408
5.370670233,0.004118455,0.00137949
5.369277424,0.004052458,0.00133833
5.367888219,0.004023559,0.001301676
5.366499733,0.004039273,0.001269533
5.365111965,0.004095662,0.001241228
5.363724914,0.004179218,0.00121478
5.36233858,0.004270612,0.001188191
5.360952963,0.004350137,0.001159816
5.359568062,0.004402931,0.001129101
5.358183876,0.004421168,0.001096674
5.356797535,0.00440458,0.001064061
5.35541478,0.004359174,0.001032485
5.354032738,0.004295196,0.001002485
5.352651409,0.00422451,0.000973279
5.351270793,0.004159217,0.000943468
5.349890889,0.004109682,0.000912215
5.348511696,0.004082628,0.000880186
5.347133215,0.004079841,0.000850222
5.345752586,0.004097659,0.000826411
5.344375526,0.004127535,0.000812777
5.342999175,0.004158182,0.000811852
5.341623533,0.004178834,0.000823131
5.340248599,0.004181675,0.000843928
5.338874373,0.004164478,0.000869597
5.337500854,0.004131484,0.000895435
5.336125194,0.004092409,0.00091713
5.334753089,0.004059388,0.000932051
5.333381689,0.00404341,0.000938832
5.332010995,0.004051017,0.000937509
5.330641004,0.004082351,0.000929611
5.329271718,0.00413187,0.000918166
5.327903134,0.004189813,0.000908236
5.326535254,0.004245283,0.000906496
5.325168076,0.004288999,0.00091977
5.323798765,0.004314692,0.000953198
5.322432991,0.004320184,0.001007181
5.321067917,0.004307041,0.001076256
5.319703544,0.004279965,0.001148877
5.31833987,0.004245698,0.001210209
5.316976895,0.004211962,0.001246399
5.315614618,0.004186661,0.001249168
5.314253039,0.004176432,0.001219116
5.312889335,0.00418507,0.001166464
5.311529152,0.004213082,0.00110769
5.310169665,0.004257015,0.001060833
5.308810874,0.004310208,0.001039288
5.307452778,0.004364762,0.00104814
5.306095377,0.004413321,0.001081959
5.30473867,0.004450692,0.001127609
5.303379844,0.004475064,0.001168369
5.302024525,0.004487555,0.001189339
5.300669899,0.004490517,0.001181541
5.299315964,0.004486912,0.001143703
5.297962721,0.004478253,0.00108213
5.296610169,0.004464986,0.00100846
5.295258308,0.004446976,0.000937063
5.293907136,0.004424025,0.000883109
5.292553853,0.004397434,0.000860022
5.291204061,0.004369798,0.00087798
5.289854957,0.004344481,0.000942358
5.288506542,0.004324214,0.001053164
5.287158813,0.004309917,0.00120483
5.285811771,0.004299838,0.001386439
5.284465416,0.00428993,0.001582841
5.283119746,0.004275042,0.001775712
5.281774761,0.004251294,0.001945823
5.280427672,0.004217734,0.002075921
5.279084058,0.004177219,0.002153576
5.277741127,0.00413624,0.002173677
5.276398879,0.004103354,0.002138655
5.275057313,0.004086259,0.002057418
5.27371643,0.004089472,0.001942741
5.272376228,0.004112145,0.001808259
5.271036707,0.004148041,0.001665637
5.26969509,0.004187242,0.001524241
5.268356931,0.004218386,0.001390303
5.267019452,0.004232721,0.001268189
5.265682651,0.004225804,0.0011609
5.264346529,0.004199207,0.001071917
5.263011084,0.004159145,0.001004804
5.261676317,0.004114056,0.000963371
5.26033946,0.00407154,0.000950239
5.259006048,0.004035583,0.000965926
5.257673311,0.004005704,0.001007339
5.25634125,0.003978225,0.001067237
5.255009864,0.003948156,0.001134097
5.253679152,0.003913168,0.001194278
5.252349113,0.00387442,0.001234527
5.251019748,0.003837664,0.001244326
5.2496883,0.003810628,0.001219455
5.248360281,0.003800529,0.001162483
5.247032934,0.003811202,0.001082952
5.245706258,0.003841643,0.000995119
5.244380253,0.003886563,0.000914226
5.243054918,0.003938451,0.000853678
5.241730253,0.003990323,0.000821532
5.240406257,0.004037626,0.000819275
5.23908293,0.004078901,0.000842364
5.237757527,0.00411404,0.000881547
5.236435537,0.004143171,0.000924952
