Wavelength (micron),CM Vacuum - Ambient,CI Vacuum - Ambient
4.231237108,0.003332735,0.001151034
4.230374342,0.003270254,0.001255698
4.229511927,0.003209338,0.00134818
4.228649864,0.003155015,0.001416497
4.227788152,0.003112562,0.00145411
4.226925005,0.003087195,0.001460333
4.226063996,0.003083999,0.001440683
4.225203338,0.003105015,0.001406001
4.22434303,0.003147626,0.001369775
4.223483073,0.003204112,0.001344987
4.222623465,0.003263271,0.001340623
4.221764208,0.003313929,0.001358885
4.2209053,0.00334901,0.001394977
4.22004496,0.003367088,0.001439423
4.219186752,0.00337227,0.001481166
4.218328892,0.003372723,0.001512221
4.217471381,0.003376651,0.001529336
4.216614219,0.003390038,0.001535026
4.215757405,0.003415653,0.001536011
4.214900939,0.003453255,0.001540064
4.214043046,0.003500697,0.001553127
4.213187276,0.003555068,0.001578379
4.212331854,0.003612909,0.001615003
4.21147678,0.003669764,0.00165949
4.210622052,0.003720245,0.001706536
4.209767671,0.003757945,0.001749768
4.208913637,0.003776658,0.001782539
4.20805995,0.0037731,0.001798168
4.207204838,0.00374779,0.001790086
4.206351844,0.003706083,0.001753935
4.205499195,0.003657811,0.001687966
4.204646892,0.00361311,0.001594965
4.203794934,0.003581194,0.001482588
4.202943321,0.003567011,0.00136199
4.202092054,0.003570409,0.001245912
4.201241131,0.003587464,0.001145885
4.200390552,0.003611751,0.001070127
4.199538555,0.003636939,0.001021795
4.198688666,0.00365834,0.000999969
4.19783912,0.003672949,0.001000938
4.196989919,0.003679296,0.001019807
4.196141061,0.003676839,0.00105279
4.195292546,0.003665589,0.001096663
4.194444375,0.003645855,0.001149185
4.193594787,0.003620305,0.001208012
4.192747302,0.003592822,0.00127012
4.191900159,0.003569678,0.001331542
4.191053358,0.00355734,0.001388371
4.1902069,0.003561864,0.001437526
4.189360783,0.003585708,0.001476652
4.188515008,0.003627874,0.00150521
4.187669574,0.003683401,0.001522502
4.186822729,0.003745129,0.001527508
4.185977978,0.003806088,0.001518635
4.185133569,0.003860085,0.001494309
4.184289499,0.003904502,0.001454029
4.18344577,0.003939117,0.001400729
4.182602382,0.003965627,0.001341223
4.181759333,0.003987022,0.001285439
4.180916624,0.004005712,0.001244713
4.180074255,0.00402302,0.001228495
4.179230478,0.004038825,0.001241612
4.178388788,0.004050899,0.001282174
4.177547437,0.004055639,0.00134292
4.176706425,0.004048546,0.001412505
4.175865751,0.004025296,0.001478736
4.175025415,0.00398311,0.001531672
4.174185418,0.003922369,0.001565181
4.173345759,0.003847025,0.001576814
4.172504696,0.003764861,0.001566923
4.171665713,0.003685746,0.001537414
4.170827067,0.00361846,0.001489818
4.169988758,0.003569495,0.001426114
4.169150786,0.003540257,0.001348771
4.16831315,0.003527566,0.001262276
4.167475852,0.003525175,0.001173191
4.166637153,0.003526628,0.001090112
4.165800527,0.003527462,0.001021674
4.164964238,0.00352746,0.000975311
4.164128283,0.003529552,0.000955515
4.163292665,0.003538807,0.000963492
4.162457382,0.003559857,0.000997175
4.161622433,0.003594817,0.001052949
4.16078782,0.003643496,0.001126604
4.159951811,0.003702563,0.001213739
4.159117868,0.00376879,0.001309997
4.158284259,0.003838806,0.001410346
4.157450984,0.003910476,0.001508423
4.156618043,0.003982074,0.001597045
4.155785435,0.004050473,0.001668896
4.154953161,0.004110673,0.001718827
4.154121221,0.004155502,0.001744635
4.153289613,0.004177072,0.001747663
4.152456614,0.004169021,0.001732589
4.151625673,0.004128904,0.001704698
4.150795064,0.004060072,0.001668987
4.149964788,0.003970702,0.001628086
4.149134843,0.003872573,0.001582715
4.148305231,0.003777773,0.001533044
4.14747595,0.003696356,0.001480644
4.146647001,0.003634455,0.001429048
4.145816664,0.003593581,0.001383993
4.144988377,0.003572224,0.001351705
4.144160422,0.003566971,0.001335984
4.143332797,0.003574292,0.001336214
4.142505503,0.003590864,0.00134636
4.141678539,0.003613967,0.001357167
4.140851906,0.003641126,0.001359376
4.140023888,0.003669509,0.001347911
4.139197915,0.003696053,0.001325053
4.138372271,0.003717981,0.001300364
4.137546956,0.003732949,0.001289018
4.136721971,0.003739538,0.001305662
4.135897314,0.003737337,0.00136016
4.135072986,0.003726489,0.00145293
4.134248987,0.003706799,0.001573876
4.133423607,0.003678734,0.001704558
4.132600265,0.003641929,0.001822835
4.131777251,0.003597362,0.001908427
4.130954564,0.00354698,0.00194766
4.130132206,0.003494395,0.001935929
4.129310174,0.003443965,0.001877676
4.12848847,0.003401115,0.001784357
4.127667092,0.003369733,0.001670829
4.126846041,0.003352479,0.001551498
4.126023615,0.003349955,0.001438293
4.125203218,0.003361775,0.001338714
4.124383147,0.003386329,0.001256255
4.123563402,0.003421978,0.001190699
4.122743983,0.003466925,0.001140063
4.121924889,0.003517857,0.001101034
4.121106121,0.00356978,0.001070782
4.120287678,0.003615218,0.001047373
4.119467864,0.003645336,0.001030331
4.118650071,0.003651471,0.001020062
4.117832604,0.003628579,0.001017826
4.11701546,0.003577639,0.00102507
4.116198641,0.003506999,0.001043085
4.115382146,0.003431132,0.001072035
4.114565975,0.003367367,0.001111735
4.113748435,0.003331641,0.001160784
4.112934604,0.003332302,0.001217223
4.112117712,0.003368909,0.00127801
4.111302835,0.003430523,0.001338919
4.110488281,0.003499634,0.001394448
4.109674049,0.003557213,0.001438177
4.108860141,0.003588114,0.001463054
4.108046554,0.003584941,0.001463554
4.10723329,0.003550886,0.001436492
4.106418661,0.00349682,0.001382887
4.105606041,0.003438377,0.001308229
4.104793742,0.003390326,0.001221474
4.103981765,0.003363882,0.001134108
4.103170109,0.003363177,0.001056478
4.102358774,0.003386299,0.000996292
4.10154776,0.003427053,0.000956599
4.100737066,0.003477642,0.000935304
4.099925012,0.003530704,0.000926736
4.09911496,0.00358098,0.000923004
4.098305228,0.003625232,0.0009169
4.097495815,0.003661304,0.000904099
4.096686723,0.003687074,0.000884763
4.095877949,0.003699436,0.000863515
4.095069495,0.003695073,0.000849263
4.09426136,0.003670686,0.000852317
4.093451869,0.003624883,0.000882388
4.092644372,0.00355948,0.000945696
4.091837194,0.003480717,0.001042394
4.091030334,0.00339872,0.001165913
4.090223793,0.003326299,0.001303709
4.089417569,0.003276747,0.001439206
4.088611663,0.003260974,0.001555071
4.087804403,0.003283913,0.001637066
4.087000804,0.003344407,0.001676463
4.08619418,0.003433476,0.001671689
4.085389544,0.003536772,0.00162821
4.084585225,0.003637649,0.001556448
4.083781222,0.003720668,0.001470099
4.082977536,0.003775241,0.001382638
4.082174166,0.003798293,0.001306194
4.081371112,0.003794003,0.001249508
4.080566709,0.003772854,0.001217125
4.079764288,0.003747668,0.001209187
4.078962181,0.003730373,0.001222229
4.078160391,0.00372871,0.001249176
4.077358915,0.003743657,0.001281589
4.076557755,0.003769874,0.001311884
4.075756909,0.00379674,0.001334965
4.074956378,0.003811321,0.001350444
4.074154501,0.003802377,0.001361991
4.073354599,0.003763146,0.001375524
4.072555011,0.003694159,0.00139651
4.071755737,0.003603372,0.001426457
4.070956777,0.00350558,0.001461129
4.07015813,0.003418594,0.001491457
4.069359796,0.003359135,0.001506409
4.068561776,0.003338842,0.001497724
4.067762413,0.003360936,0.001464193
4.066965019,0.003419173,0.001413701
4.066167938,0.003499693,0.001360966
4.065371168,0.003584838,0.001323615
4.064574711,0.003657958,0.001315742
4.063778566,0.003707325,0.001343615
4.062982733,0.003728652,0.001403229
4.062185561,0.003724969,0.001482694
4.061390352,0.003704184,0.001567583
4.060595454,0.003675918,0.001645898
4.059800867,0.003648093,0.001711819
4.059006591,0.003625751,0.001767035
4.058212625,0.003610942,0.001816782
4.05741897,0.003603426,0.001866398
4.056625626,0.003602405,0.00191626
4.055832591,0.003607418,0.001960541
4.055038223,0.003617869,0.001988606
4.054245809,0.003632075,0.001988879
4.053453705,0.003647174,0.001953971
4.05266191,0.003659201,0.001883372
4.051870424,0.003664262,0.001784921
4.051079248,0.003660974,0.001672141
4.050288381,0.003650935,0.001561059
4.049497822,0.003638855,0.001465417
4.048705932,0.003630493,0.001394915
4.047915991,0.003629976,0.001354366
4.047126358,0.003637068,0.001343756
4.046337033,0.00364684,0.001361028
4.045548016,0.003650997,0.001402214
4.044759306,0.003641655,0.001462947
4.043970904,0.003615471,0.00153761
4.043181175,0.00357565,0.001619543
4.042395022,0.003532516,0.001700985
4.041605908,0.003499156,0.001773385
4.040818735,0.003487322,0.001828753
4.040031868,0.003502256,0.001860178
4.039245307,0.003540454,0.001862741
4.038459053,0.00359061,0.001834309
4.037673105,0.003637672,0.001775415
4.036887463,0.003667134,0.001690308
4.036100497,0.003670699,0.0015874
4.035315467,0.003647271,0.001479153
4.034530742,0.00360229,0.001380321
4.033746322,0.003544696,0.001306326
4.032962207,0.003483321,0.001269044
4.032178396,0.003424444,0.00127313
4.031394891,0.003370934,0.001314607
4.03061169,0.003324075,0.001380817
4.029827169,0.003285125,0.001454338
4.029044577,0.003257109,0.001518292
4.028262288,0.003244321,0.001561307
4.027480304,0.003251653,0.00158106
4.026698623,0.003281929,0.001583813
4.025917245,0.003333937,0.001580774
4.02513617,0.003402947,0.001582568
4.024355399,0.00348085,0.001594856
4.023573311,0.003559364,0.001615962
4.022793146,0.003631645,0.001637858
4.022013283,0.00369406,0.001651079
4.021233723,0.003746249,0.001648638
4.020454464,0.003789925,0.001630491
4.019675508,0.003827742,0.001603302
4.018896853,0.003861717,0.001577762
4.018116885,0.003893054,0.001564544
4.017340448,0.003921845,0.001569236
4.016561085,0.003947957,0.001590664
4.015783636,0.00397067,0.001622186
4.015006488,0.003988927,0.001654224
4.014229641,0.004000776,0.001679233
4.013453095,0.00400343,0.001694132
4.012676849,0.003993981,0.001701297
4.011900903,0.003969983,0.001705821
4.011123648,0.003931934,0.001713112
4.010348303,0.003883301,0.001725156
4.009573257,0.003831293,0.001739302
4.008798511,0.003784289,0.001749894
4.008024064,0.003750147,0.001750296
4.007249917,0.003733291,0.001736686
4.006476068,0.003732651,0.001709932
4.005702518,0.003743093,0.001675796
4.004927663,0.003756556,0.001643135
4.004154711,0.003765284,0.001620502
4.003382057,0.003764986,0.001613431
4.002609702,0.003755525,0.001622785
4.001837644,0.003740852,0.001644554
4.001065884,0.003726029,0.001671912
4.000294422,0.00371462,0.001696948
3.999523257,0.003706402,0.001713688
3.99875079,0.003697786,0.001718585
3.99798022,0.00368247,0.001711238
3.997209947,0.003655799,0.00169371
3.996439971,0.003616553,0.00166937
3.995670292,0.003569208,0.001641748
3.994900908,0.003522784,0.00161394
3.994131822,0.003488425,0.001587678
3.993361436,0.0034751,0.001563789
3.992594536,0.003487225,0.001541415
3.991824743,0.003522986,0.001519054
3.99105684,0.00357467,0.001494445
3.990289232,0.003631789,0.001465413
3.98952192,0.003683647,0.001431409
3.988754902,0.003721877,0.001392853
3.98798818,0.003741997,0.001353278
3.987221752,0.003743069,0.001317246
3.986454029,0.003726603,0.001290067
3.985688191,0.003695393,0.00127663
3.984922647,0.003652988,0.001278695
3.984157397,0.003603209,0.001295023
3.98339244,0.003551073,0.001321077
3.982627778,0.003501913,0.001350388
3.981863409,0.003461151,0.001376353
3.981099333,0.003433343,0.001394767
3.980333966,0.003420501,0.001405204
3.979570477,0.003421762,0.001411351
3.978807281,0.003433401,0.001420193
3.978044377,0.003450337,0.001439655
3.977281767,0.003467588,0.00147654
3.976519448,0.003482013,0.00153347
3.975757422,0.003492131,0.001608541
3.974995687,0.00349864,0.001694594
3.974234245,0.003502461,0.001781752
3.973471515,0.003504346,0.001859302
3.972710656,0.003504215,0.001918683
3.971950088,0.00350128,0.001955824
3.971189812,0.003495001,0.001971625
3.970429827,0.003485486,0.001971273
3.969670132,0.003474287,0.001962994
3.968910728,0.003462953,0.001954826
3.968151615,0.003453847,0.00195213
3.967391218,0.003448271,0.001957127
3.966632686,0.003447188,0.001967203
3.965874444,0.003451614,0.001976772
3.965116491,0.00346259,0.001979026
3.964358828,0.003481956,0.001968261
3.963601455,0.003510924,0.001941197
3.962844371,0.00354903,0.00189807
3.962086007,0.003593439,0.001842349
3.961329501,0.003638503,0.001778952
3.960573285,0.003677476,0.001712907
3.959817357,0.003704293,0.00164775
3.959061718,0.003716712,0.001585817
3.958306367,0.003716793,0.001527323
3.957551305,0.003710271,0.001472756
3.95679653,0.003703954,0.001423675
3.956040478,0.003702504,0.001383667
3.95528628,0.003705797,0.001358417
3.954532369,0.003708821,0.001353981
3.953778745,0.003704187,0.001375303
3.953025408,0.003686065,0.001424194
3.952272359,0.003653589,0.001497737
3.951519596,0.0036129,0.001588125
3.95076712,0.003575101,0.001683767
3.950014931,0.003552348,0.00177154
3.949261468,0.00355239,0.001839318
3.948509852,0.003575727,0.001877745
3.947758522,0.003614071,0.001883106
3.947007478,0.003654127,0.001857237
3.946256719,0.003681737,0.001807807
3.945506246,0.003687538,0.001746717
3.944756058,0.003668735,0.001688195
3.944006156,0.003630369,0.001646093
3.943254983,0.003581359,0.001630495
3.942505652,0.003531232,0.001645838
3.941756604,0.003487284,0.00168861
3.941007842,0.003452454,0.001748487
3.940259364,0.003427243,0.001810133
3.93951117,0.003410891,0.001857462
3.93876326,0.003403068,0.001878107
3.938014083,0.003404154,0.001866294
3.937266742,0.003414398,0.001825543
3.936519684,0.00343241,0.001766276
3.935772909,0.003454356,0.001702729
3.935026418,0.003474263,0.001647761
3.93428021,0.003486269,0.001609217
3.933534284,0.003486505,0.001587446
3.932788642,0.003474563,0.001577092
3.932041736,0.003454192,0.00157029
3.93129666,0.003431685,0.001560581
3.930551865,0.003413456,0.001546869
3.929807353,0.003404361,0.001534051
3.929063123,0.003406919,0.001530966
3.928319174,0.003421353,0.001547002
3.927575508,0.003447022,0.001588011
3.926832122,0.003482687,0.001653611
3.926089019,0.003527351,0.001737166
3.925344655,0.003578732,0.001827809
3.924602114,0.003633167,0.001913421
3.923859854,0.003684478,0.001984153
3.923117874,0.003725154,0.002033716
3.922376175,0.003747694,0.002059988
3.921634757,0.003747072,0.002063533
3.920893619,0.003722317,0.002046741
3.920151224,0.003676233,0.002012233
3.919410646,0.003615256,0.00196313
3.918670348,0.003546803,0.00190315
3.91793033,0.003478125,0.001837103
3.917190591,0.003415767,0.001769926
3.916451131,0.003364974,0.00170701
3.915711951,0.003330083,0.001651651
3.914973049,0.003314375,0.00160606
3.914232895,0.003319423,0.001570918
3.913494551,0.003343843,0.001546809
3.912756486,0.003382723,0.001535235
3.912018699,0.003427653,0.001539869
3.911281191,0.003469338,0.001564621
3.910543961,0.003499769,0.001612075
3.909807008,0.003514928,0.001680762
3.909070333,0.003516169,0.001764018
3.908333936,0.003509298,0.001850228
3.907596289,0.003501478,0.001925759
3.906860447,0.003498455,0.001978551
3.906124882,0.003501679,0.002001644
3.905389594,0.003508608,0.001995069
3.904654583,0.003513991,0.001964937
3.903919848,0.003513051,0.001920324
3.90318539,0.003504003,0.00187003
3.902451208,0.003489092,0.001819298
3.90171578,0.003473426,0.001769261
3.90098215,0.003462878,0.001718901
3.900248797,0.003461494,0.001666734
3.899515719,0.003470104,0.00161433
3.898782917,0.0034877,0.001566132
3.89805039,0.003511956,0.001528806
3.897318138,0.003541882,0.001507785
3.896584644,0.003578055,0.001505631
3.895852942,0.003621843,0.001519992
3.895121516,0.003672968,0.00154488
3.894390364,0.003728969,0.001572693
3.893659487,0.003783179,0.001597471
3.892928884,0.003827202,0.001616192
3.892198555,0.003853247,0.001629437
3.8914685,0.003856908,0.00163914
3.890737205,0.003839242,0.00164685
3.890007698,0.003806648,0.001652442
3.889278465,0.003768342,0.001654111
3.888549505,0.003734564,0.00165044
3.887820818,0.003712613,0.0016425
3.887092404,0.00370628,0.001635184
3.886364263,0.003715475,0.0016361
3.885636395,0.003737079,0.001652921
3.8849088,0.003766113,0.001689614
3.884179968,0.003796826,0.001743298
3.883452918,0.003823287,0.001803897
3.88272614,0.003840082,0.001856689
3.881999634,0.003843201,0.001886332
3.881273399,0.003830936,0.001882133
3.880547437,0.003805762,0.001840782
3.879821745,0.003772952,0.001767239
3.879096326,0.0037407,0.001671727
3.878369673,0.003716316,0.001565957
3.877644796,0.003704148,0.001460358
3.87692019,0.003703662,0.001361366
3.876195855,0.003709396,0.00127358
3.87547179,0.003713639,0.001200791
3.874747996,0.003709115,0.001148887
3.874024472,0.00369323,0.00112542
3.873299718,0.003667986,0.001138123
3.872576735,0.003639384,0.00119092
3.871854022,0.003615228,0.001281081
3.871131578,0.003600974,0.001397483
3.870409404,0.003598242,0.001523254
3.8696875,0.003604196,0.001639691
3.868965864,0.003614588,0.001731831
3.868244498,0.003625525,0.001793121
3.867521905,0.003635609,0.001826156
3.866801077,0.003646243,0.001840868
3.866080517,0.003659874,0.001849089
3.865360226,0.003678155,0.001859779
3.864640204,0.003699911,0.001875801
3.86392045,0.003721553,0.001893131
3.863200963,0.003738741,0.001903716
3.862481745,0.003749325,0.001899371
3.861762794,0.003754339,0.001875742
3.861042621,0.003758415,0.001833676
3.860324205,0.003767489,0.001778824
3.859606058,0.003785857,0.001718962
3.858888177,0.003813572,0.001661598
3.858170564,0.003846039,0.001612735
3.857453217,0.003875381,0.00157656
3.856736137,0.003893509,0.001556679
3.856019323,0.003895567,0.001557183
3.85530129,0.003881346,0.001582193
3.85458501,0.003855414,0.001634291
3.853868995,0.003825024,0.001711765
3.853153247,0.003797431,0.001806598
3.852437765,0.003777628,0.001905053
3.851722548,0.003767898,0.001990115
3.851007597,0.003768515,0.002046679
3.850291429,0.003778569,0.00206628
3.849577008,0.003796536,0.002050459
3.848862853,0.003821007,0.002010158
3.848148963,0.003849237,0.001961753
3.847435338,0.003876772,0.001922173
3.846721977,0.003898104,0.001902161
3.846008881,0.003907283,0.001904106
3.845296049,0.003900684,0.001922114
3.844582004,0.003879182,0.001945426
3.843869701,0.003847899,0.001963193
3.843157661,0.00381555,0.001968491
3.842445886,0.00379123,0.00196014
3.841734374,0.003781334,0.00194111
3.841023126,0.003786862,0.00191679
3.840312141,0.003802812,0.001891107
3.839601419,0.00381953,0.001865452
3.83889096,0.00382599,0.001838321
3.838179291,0.003812825,0.001806738
3.837469358,0.003775353,0.001768684
3.836759688,0.003714414,0.001723783
3.83605028,0.003636336,0.001673274
3.835341134,0.003551273,0.00161986
3.834632251,0.003470543,0.001565692
3.83392363,0.003405015,0.001513237
3.83321527,0.003362643,0.001464593
3.832505704,0.00334724,0.001423476
3.831797868,0.003358815,0.001395195
3.831090294,0.003392489,0.001385991
3.830382981,0.003440587,0.001401558
3.829675929,0.00349453,0.001444604
3.828969138,0.003546186,0.001512811
3.828262608,0.003590258,0.001599438
3.827554874,0.003624868,0.00169473
3.82685033,0.003650801,0.00178894
3.826143118,0.003671205,0.001875386
3.82543763,0.003688862,0.001951384
3.824732403,0.003705584,0.002017557
3.824027435,0.003721972,0.002075099
3.823322727,0.003737399,0.00212321
3.822618279,0.003751249,0.002157499
3.821914091,0.003763771,0.002170994
3.821208702,0.003776121,0.002157316
3.820505033,0.003789122,0.002114779
3.819801622,0.003803575,0.002048723
3.819098471,0.003818243,0.001972177
3.818395579,0.003831042,0.001902465
3.817692945,0.003839495,0.00185647
3.81699057,0.003842732,0.001845243
3.816288453,0.003841488,0.001870617
3.815585139,0.00383891,0.001925214
3.814883539,0.003839162,0.001995418
3.814182197,0.003845438,0.002066097
3.813481113,0.003858645,0.002125364
3.812780287,0.003876352,0.002167641
3.812079718,0.003893756,0.002193526
3.811379407,0.003904425,0.002208369
3.810679353,0.003903082,0.002218362
3.809978104,0.003886064,0.002228005
3.809278565,0.003852977,0.002238131
3.808579282,0.00380562,0.002245555
3.807880256,0.003748073,0.002245219
3.807181486,0.003685507,0.002231721
3.806482973,0.00362379,0.002201963
3.805784717,0.003569189,0.002155943
3.805085268,0.00352723,0.002097702
3.804387524,0.003502043,0.002034211
3.803690036,0.003495474,0.001974373
3.802992803,0.003506369,0.001926375
3.802295826,0.003530792,0.001896356
3.801599105,0.003563202,0.001886169
3.800902638,0.003598982,0.001893304
3.800206427,0.00363509,0.001911101
3.799510471,0.003671692,0.001930989
3.798813327,0.003711327,0.001944437
3.798117881,0.003756089,0.001945399
3.797422689,0.003805676,0.00193203
3.796727752,0.003856104,0.001905735
3.79603307,0.003898933,0.001871089
3.795338641,0.003924394,0.001833983
3.794644466,0.003923961,0.001800238
3.793950546,0.003893626,0.001775185
3.79325544,0.00383534,0.001763017
3.792562027,0.003757183,0.001767836
3.791868868,0.003670002,0.001792462
3.791175962,0.003585371,0.00183773
3.790483309,0.003511715,0.001901219
3.78979091,0.003454135,0.001975996
3.789098763,0.003413551,0.002051212
3.788405434,0.003389103,0.002114641
3.787713793,0.003379248,0.002156265
3.787022404,0.0033827,0.002171282
3.786331268,0.003398038,0.002163278
3.785640385,0.003423669,0.002142724
3.784949753,0.003457365,0.002124457
3.784259373,0.0034957,0.002121448
3.783569245,0.003535845,0.002141389
3.782877938,0.003575816,0.002183032
3.782188314,0.003615803,0.002237568
3.781498941,0.0036578,0.002291805
3.780809819,0.003704304,0.002333001
3.780120949,0.003757314,0.002353329
3.779432329,0.003815463,0.002351281
3.778743961,0.003874669,0.002331275
3.778055843,0.003927988,0.002300653
3.777367975,0.003968085,0.002267003
3.776678932,0.003989024,0.002235277
3.775991566,0.00398854,0.002207653
3.77530445,0.003969079,0.002183559
3.774617584,0.003937287,0.002161768
3.773930968,0.003902682,0.002139938
3.773244602,0.003874482,0.002116282
3.772558485,0.00385993,0.002088076
3.771872618,0.003861617,0.002052291
3.771185578,0.003877116,0.002006918
3.77050021,0.003898881,0.00195204
3.769815091,0.00391685,0.001891912
3.76913022,0.003920663,0.001835424
3.768445599,0.003903035,0.001795057
3.767761226,0.003861922,0.001783045
3.767077102,0.003801566,0.001807897
3.766391808,0.003731118,0.001870299
3.765709599,0.003662496,0.0019627
3.765024802,0.003607566,0.002070271
3.764341671,0.003575059,0.002175232
3.763658788,0.003569638,0.002260566
3.762976153,0.003591595,0.002315181
3.762293765,0.003637954,0.002334373
3.761611625,0.003703732,0.002320674
3.760929732,0.003782737,0.002281011
3.760246672,0.003867258,0.002225266
3.759565274,0.003948388,0.002163459
3.758884123,0.004015525,0.002105525
3.758203218,0.00405847,0.002060063
3.75752256,0.004070144,0.002033385
3.756842149,0.004049188,0.002028726
3.756161984,0.004002147,0.002045301
3.755482065,0.0039436,0.002077469
3.754800982,0.003891332,0.002115738
3.754121556,0.003861852,0.002149638
3.753442376,0.003864744,0.002170188
3.752763441,0.00389835,0.002173951
3.752084752,0.003951527,0.002163492
3.751406308,0.004006345,0.002146834
3.75072811,0.00404551,0.002134527
3.750050157,0.004058741,0.002135313
3.749371043,0.004045142,0.002153361
3.74869358,0.004014261,0.002186212
3.748016362,0.003980488,0.002226066
3.747339389,0.003958082,0.002262187
3.74666266,0.003954726,0.002283877
3.745986176,0.003970096,0.002283788
3.745309936,0.00399584,0.002259017
3.744632537,0.004019192,0.002211584
3.743958187,0.004027943,0.002147907
3.743281278,0.004013721,0.002077266
3.742606014,0.003974265,0.002010881
3.741930994,0.003913831,0.00195985
3.741256217,0.003840846,0.001934301
3.740581683,0.003767134,0.001941026
3.739907392,0.003704988,0.001981384
3.739233345,0.003665888,0.002051616
3.738558143,0.003658407,0.002142
3.737884582,0.003686904,0.002240583
3.737211263,0.003749169,0.002334445
3.736538187,0.003837037,0.002413466
3.735865353,0.003937243,0.002471434
3.735192762,0.004034413,0.002505918
3.734520413,0.004115231,0.002517011
3.733848306,0.004172247,0.002505706
3.733175047,0.004205285,0.002473275
3.732503424,0.00422056,0.002422185
3.731832042,0.004227523,0.002357254
3.731160902,0.004234329,0.002287579
3.730490004,0.004244359,0.002226196
3.729819346,0.004255405,0.002187385
3.72914893,0.004261505,0.002182384
3.728478755,0.004255989,0.002214376
3.72780743,0.00423577,0.002276497
3.727137737,0.004202866,0.002351983
3.726468284,0.004163616,0.002418509
3.725799072,0.004126416,0.002455632
3.7251301,0.004097474,0.002451238
3.724461368,0.004079139,0.002405693
3.723792877,0.004068933,0.002331525
3.723123239,0.004062032,0.002249601
3.722456613,0.004053846,0.002181756
3.721787455,0.004042167,0.00214455
3.721119923,0.004028601,0.002144645
3.72045263,0.004016719,0.002178504
3.719785577,0.004010198,0.00223525
3.719118762,0.004010346,0.002301209
3.718452187,0.004015451,0.002364855
3.71778585,0.004021671,0.002419582
3.717118371,0.004024563,0.002464422
3.716452512,0.004021294,0.002502546
3.715786892,0.004011631,0.002538484
3.71512151,0.003996767,0.002575947
3.714456367,0.003978387,0.002615787
3.713791462,0.00395717,0.002656238
3.713126794,0.003932634,0.002693409
3.712462365,0.003904189,0.002722614
3.711796795,0.003872904,0.002740088
3.711132842,0.003843806,0.002743589
3.710469126,0.003824568,0.002732795
3.709805647,0.003824489,0.002709063
3.709142405,0.00385019,0.002674587
3.708479401,0.003902168,0.002631388
3.707816634,0.003973102,0.00258145
3.707154103,0.00404797,0.002526147
3.706491809,0.004107964,0.002467425
3.705828379,0.004135923,0.002408962
3.705166558,0.004120462,0.002356545
3.704504974,0.004061057,0.002317726
3.703843627,0.003967255,0.002300294
3.703182515,0.003856722,0.002309264
3.702521639,0.00375124,0.002344383
3.701861,0.003671301,0.002398919
3.701199226,0.003632464,0.002460713
3.700539058,0.003642282,0.002515127
3.699879125,0.003700213,0.00254982
3.699219428,0.003798333,0.002559687
3.698559966,0.003923272,0.002548184
3.697900739,0.004058253,0.002526956
3.697241747,0.004186904,0.002511825
3.69658299,0.004294318,0.002516684
3.695923101,0.00437028,0.002549435
3.695264814,0.004410433,0.002609145
3.694606761,0.004417395,0.002687489
3.693948942,0.004399497,0.002771768
3.693291358,0.004369038,0.002850388
3.692634008,0.004339137,0.002915612
3.691976891,0.004320648,0.002965163
3.691320009,0.004318994,0.003001093
3.690661998,0.004333339,0.003026265
3.690005583,0.004356858,0.003042429
3.689349402,0.004379376,0.003048096
3.688693454,0.004390455,0.003039983
3.688037739,0.00438326,0.003014462
3.687382257,0.004355972,0.002970061
3.686727009,0.004313166,0.002908642
3.686070634,0.004264153,0.002835099
3.685417209,0.004219229,0.002756494
3.684761301,0.004187249,0.002680054
3.684106984,0.004172495,0.00261184
3.683452898,0.00417308,0.002556924
3.682799045,0.004182225,0.002519829
3.682145424,0.00419045,0.002504625
3.681492035,0.004189366,0.002515078
3.680838878,0.004174151,0.002552853
3.680184598,0.004145727,0.002616355
3.679531905,0.004110493,0.002698858
3.678879443,0.004077634,0.002789017
3.678227212,0.004056947,0.002871812
3.677575213,0.004054528,0.002932314
3.676923445,0.004071629,0.002958471
3.676271907,0.004104119,0.002944623
3.675620601,0.004144169,0.00289238
3.674968175,0.004182929,0.002810535
3.67431733,0.004212992,0.002713266
3.673666716,0.004231311,0.002617228
3.673016332,0.004239045,0.002538729
3.672366179,0.004241076,0.002490362
3.671716256,0.004243713,0.002480019
3.671066562,0.004253066,0.002508836
3.670417099,0.004271873,0.002571678
3.669766518,0.00430027,0.002658716
3.669117515,0.004335039,0.002757795
3.668468741,0.004371595,0.002856921
3.667820196,0.004405794,0.002947656
3.667171881,0.004434734,0.003025708
3.666523794,0.004458219,0.003090942
3.665875937,0.004477596,0.003145354
3.665226966,0.00449521,0.003189986
3.664579566,0.004512069,0.003223708
3.663932396,0.004527278,0.003241802
3.663285454,0.004537386,0.003237332
3.662638741,0.004537434,0.003204013
3.661992256,0.004522976,0.003139247
3.661345999,0.004491647,0.003045774
3.66069997,0.004445551,0.002931235
3.660054169,0.004390606,0.00280677
3.659407257,0.004336251,0.002684152
3.658761912,0.004292163,0.002572884
3.658116794,0.004266532,0.002479483
3.657471904,0.004262462,0.002407054
3.656827242,0.004278425,0.002356686
3.656182806,0.004308244,0.002328149
3.655538598,0.00434354,0.002319967
3.654894617,0.004376137,0.002329876
3.654249527,0.004400354,0.002353681
3.653606,0.004413735,0.00238576
