Wavelength (micron),fresh,1 pulse,5 pulses
2.968163185,-0.004724497,-0.005055958,-0.004806767
2.967738604,-0.004779832,-0.005110391,-0.004837682
2.967314145,-0.004829931,-0.00516653,-0.004872371
2.966889806,-0.004872117,-0.005220143,-0.00491378
2.96646471,-0.004904243,-0.005267411,-0.004962595
2.966040615,-0.004924089,-0.005306156,-0.005017277
2.965616641,-0.004930496,-0.005336541,-0.005074526
2.965192788,-0.004924647,-0.005361129,-0.005130314
2.964769056,-0.004910395,-0.005384247,-0.005181238
2.964345446,-0.004893999,-0.005410435,-0.005224858
2.963921956,-0.00488264,-0.005442823,-0.005260219
2.963498588,-0.004881992,-0.005481745,-0.005287286
2.963074462,-0.00489464,-0.005524658,-0.005307108
2.962651336,-0.004918582,-0.005566452,-0.005321391
2.96222833,-0.004948593,-0.005601933,-0.00533218
2.961805446,-0.0049782,-0.005627082,-0.00534173
2.961382681,-0.005002248,-0.005641056,-0.005351559
2.960960038,-0.005019012,-0.005646534,-0.005362373
2.960537515,-0.005030614,-0.005648751,-0.005373837
2.960114237,-0.005041706,-0.005653801,-0.005384835
2.959692831,-0.005057089,-0.00566684,-0.005394655
2.959269794,-0.005079781,-0.005689984,-0.005403722
2.958847754,-0.005109024,-0.005722331,-0.005414553
2.958425833,-0.005141547,-0.005759335,-0.00543101
2.958004034,-0.005172196,-0.00579537,-0.005457397
2.957582354,-0.005196607,-0.005824649,-0.00549661
2.957160794,-0.00521295,-0.005843307,-0.005548245
2.956739355,-0.005221945,-0.005850433,-0.005608402
2.956317162,-0.005226552,-0.00584874,-0.005670243
2.955895963,-0.005230716,-0.005843488,-0.005726189
2.955474884,-0.005237728,-0.005841255,-0.005770344
2.955053925,-0.005249312,-0.005848546,-0.005800271
2.954633086,-0.005266013,-0.005869591,-0.005817416
2.954212367,-0.005287711,-0.005905345,-0.005825838
2.953791768,-0.005314863,-0.005952765,-0.005830232
2.953371288,-0.005348925,-0.006005517,-0.005833386
2.952950056,-0.005392186,-0.006055192,-0.005835329
2.952529816,-0.005446843,-0.006093437,-0.005833496
2.952109696,-0.005513672,-0.006113801,-0.005824305
2.951689695,-0.005591129,-0.006113578,-0.005805228
2.951269813,-0.00567398,-0.006094207,-0.005776303
2.950850051,-0.005754502,-0.006060785,-0.005740504
2.950430409,-0.005823599,-0.006021443,-0.00570286
2.950010886,-0.005872734,-0.005985,-0.005668543
2.949590612,-0.005897198,-0.005959491,-0.005641817
2.949171327,-0.005897193,-0.005950687,-0.005625328
2.948752162,-0.005879076,-0.005961395,-0.005620342
2.948333116,-0.005854165,-0.005991138,-0.005627983
2.947914189,-0.005836028,-0.006036497,-0.005649776
2.947495381,-0.005836803,-0.00609236,-0.005687772
2.947076691,-0.005863666,-0.00615296,-0.005743695
2.946657253,-0.005916407,-0.006212892,-0.005817299
2.946238802,-0.005987562,-0.006268961,-0.005905506
2.94582047,-0.006064443,-0.006320273,-0.006001977
2.945402257,-0.006133466,-0.00636816,-0.006098332
2.944984162,-0.006184285,-0.006415839,-0.006186193
2.944566186,-0.006212602,-0.006466382,-0.006259221
2.944148329,-0.006221096,-0.006521822,-0.006314842
2.94373059,-0.006217197,-0.006581671,-0.006354134
2.94331297,-0.006210189,-0.006642563,-0.006381099
2.942894602,-0.006206751,-0.006699143,-0.006400481
2.942477219,-0.006209398,-0.006745657,-0.006416051
2.942059954,-0.006215472,-0.006777697,-0.006429622
2.941642807,-0.00621942,-0.006793849,-0.006441144
2.941225779,-0.006216245,-0.006796232,-0.006449504
2.940808869,-0.006203596,-0.00679013,-0.006454141
2.940392078,-0.006183774,-0.006782523,-0.00645586
2.939975404,-0.006163185,-0.006780298,-0.006456936
2.939557985,-0.006149854,-0.006788921,-0.006460604
2.939141547,-0.006150994,-0.006810901,-0.006469997
2.938725228,-0.006170652,-0.00684588,-0.006487334
2.938309027,-0.006208471,-0.006890749,-0.006513423
2.937892943,-0.006259876,-0.00694064,-0.00654827
2.937476978,-0.006317482,-0.006989738,-0.006591043
2.93706113,-0.006372665,-0.007032572,-0.006641029
2.936644537,-0.006417282,-0.007064593,-0.006697286
2.936228925,-0.006445001,-0.00708369,-0.006758494
2.93581343,-0.006452422,-0.007090238,-0.006822097
2.935398053,-0.006439521,-0.007087789,-0.006884326
2.934982794,-0.006410313,-0.007082174,-0.006940289
2.934567652,-0.006372234,-0.007080046,-0.006985102
2.934152627,-0.006335285,-0.007087577,-0.007015288
2.93373772,-0.006309925,-0.007108029,-0.007030022
2.933322069,-0.006304359,-0.007140767,-0.007031798
2.932907397,-0.006322804,-0.007181261,-0.007025671
2.932492842,-0.006364078,-0.0072223,-0.007018197
2.932078404,-0.006422464,-0.007256191,-0.007015422
2.931664083,-0.006489456,-0.007277049,-0.007021259
2.931249879,-0.006557045,-0.00728282,-0.007036797
2.930835792,-0.006620101,-0.00727568,-0.007060649
2.930421822,-0.006677186,-0.007261456,-0.007089589
2.93000797,-0.006730144,-0.00724757,-0.007120294
2.929593375,-0.006781949,-0.007241079,-0.00715007
2.929179756,-0.006834016,-0.0072467,-0.007177537
2.928766254,-0.006884826,-0.007265614,-0.007202551
2.928352869,-0.00692978,-0.007295769,-0.00722512
2.9279396,-0.006962768,-0.007332808,-0.007245331
2.927526448,-0.006978843,-0.007370995,-0.007262809
2.927113412,-0.006976463,-0.007405198,-0.007277079
2.926700493,-0.00695851,-0.007431738,-0.007288007
2.926286835,-0.006931772,-0.007449503,-0.007296433
2.925874149,-0.006904962,-0.007459725,-0.007303748
2.925461579,-0.006885686,-0.007465669,-0.007312001
2.925049126,-0.006879322,-0.007471648,-0.007322945
2.924636789,-0.0068878,-0.00748116,-0.007337263
2.924224569,-0.006910396,-0.007495946,-0.007354964
2.923812464,-0.006945409,-0.00751485,-0.007375144
2.923399621,-0.006991378,-0.007534175,-0.007397338
2.922988604,-0.007047937,-0.007548846,-0.007421788
2.922575994,-0.00711535,-0.007554433,-0.007450232
2.922164354,-0.007193041,-0.007549196,-0.007485039
2.92175283,-0.007278474,-0.007535142,-0.007528342
2.921341422,-0.007366016,-0.007517795,-0.007580922
2.920930129,-0.007447637,-0.007504756,-0.00764127
2.920518953,-0.00751413,-0.007502592,-0.007705518
2.920107892,-0.007557778,-0.007515123,-0.007768612
2.919696095,-0.007574305,-0.007541542,-0.007825333
2.919285266,-0.007564246,-0.007577256,-0.00787199
2.918874552,-0.007533492,-0.007615726,-0.007907267
2.918463954,-0.007491432,-0.007651007,-0.007931937
2.918053472,-0.007449219,-0.007680137,-0.00794856
2.917643105,-0.007416073,-0.007703664,-0.007959929
2.917232853,-0.007397622,-0.007724668,-0.007968365
2.916822717,-0.007394456,-0.007746917,-0.007974883
2.916411845,-0.007402498,-0.007772129,-0.007979513
2.91600194,-0.007414943,-0.007799092,-0.007981286
2.915592149,-0.007425193,-0.007823633,-0.007979432
2.915182474,-0.007429145,-0.007840467,-0.007973206
2.914772914,-0.007426801,-0.007845844,-0.007962598
2.91436347,-0.007422239,-0.00783913,-0.007948066
2.91395414,-0.007421904,-0.007823838,-0.007930615
2.913544925,-0.007431781,-0.007805977,-0.007911909
2.913134976,-0.007455171,-0.007792226,-0.007894471
2.912725991,-0.007490794,-0.007787017,-0.007881043
2.912317121,-0.007533464,-0.007790856,-0.007874673
2.911908366,-0.007575738,-0.007800386,-0.007877413
2.911499725,-0.007610745,-0.007809175,-0.007889817
2.911091199,-0.007634694,-0.007810943,-0.007909979
2.910682788,-0.007647736,-0.007801319,-0.00793404
2.910273644,-0.007653722,-0.007779888,-0.00795682
2.909866309,-0.007657908,-0.00775045,-0.00797357
2.909457395,-0.007664815,-0.007720272,-0.007981383
2.909049442,-0.007675734,-0.007697977,-0.007980607
2.908641603,-0.007688534,-0.007691598,-0.007974464
2.908233879,-0.007698239,-0.007705989,-0.007968707
2.907826269,-0.007699333,-0.007742284,-0.007969436
2.907418773,-0.007687932,-0.007796894,-0.007981673
2.907011392,-0.007663338,-0.0078623,-0.008007899
2.906603279,-0.007627874,-0.007928834,-0.008047663
2.906196126,-0.007586494,-0.007986374,-0.00809822
2.905789087,-0.007544488,-0.008026581,-0.008155248
2.905382162,-0.007506387,-0.008044977,-0.008214175
2.904975351,-0.007474974,-0.008041527,-0.008271062
2.904568654,-0.007451682,-0.008020976,-0.008322619
2.904162071,-0.007436878,-0.007991141,-0.008366561
2.903755601,-0.007431458,-0.00796116,-0.008401051
2.903348403,-0.007436488,-0.007939291,-0.008425061
2.902942161,-0.007453433,-0.007931158,-0.00843789
2.902536033,-0.007483158,-0.007939117,-0.008439838
2.902130018,-0.007524779,-0.007962231,-0.008432412
2.901724117,-0.007575262,-0.007997206,-0.008418188
2.90131833,-0.007629258,-0.008039063,-0.008401034
2.900912656,-0.007680438,-0.008082289,-0.008385247
2.900507096,-0.007722699,-0.008121726,-0.008374916
2.900100808,-0.007752101,-0.008153023,-0.008372863
2.899695474,-0.007767375,-0.008173133,-0.008380329
2.899290254,-0.007770206,-0.008181196,-0.008396303
2.898885147,-0.007764213,-0.008178458,-0.008418126
2.898480153,-0.0077538,-0.008168555,-0.008441963
2.898075272,-0.007743029,-0.008157022,-0.0084639
2.897670505,-0.007734339,-0.008149731,-0.008480959
2.897265011,-0.00772924,-0.008151838,-0.008491996
2.896861309,-0.007727725,-0.008165466,-0.008498028
2.896456041,-0.007729596,-0.008189662,-0.008501434
2.896051726,-0.007734641,-0.008219967,-0.008505058
2.895647523,-0.007743378,-0.008250025,-0.008510721
2.895243434,-0.007756242,-0.008273501,-0.008517828
2.894839457,-0.007773791,-0.008285918,-0.008523451
2.894435592,-0.007795326,-0.00828568,-0.008522821
2.894031841,-0.007819193,-0.008274008,-0.008511185
2.893627364,-0.007842478,-0.008254112,-0.008486124
2.893223838,-0.007861968,-0.008229564,-0.008448639
2.892820425,-0.007875079,-0.008203101,-0.00840377
2.892417124,-0.007881134,-0.008176595,-0.008359273
2.892013935,-0.007881747,-0.008151058,-0.008323578
2.891610859,-0.007880707,-0.008127442,-0.008303269
2.891207895,-0.00788275,-0.008107488,-0.008301216
2.890805043,-0.007891939,-0.008093624,-0.008316075
2.890401468,-0.007910822,-0.008088635,-0.008342974
2.889998841,-0.007938591,-0.008094563,-0.008375524
2.889596326,-0.007972153,-0.008111984,-0.008407648
2.889193924,-0.008006132,-0.008139944,-0.008435224
2.888791633,-0.008035183,-0.00817612,-0.00845646
2.888389454,-0.008054902,-0.008217964,-0.008471492
2.887987388,-0.008062728,-0.008263514,-0.008481714
2.887585433,-0.008058001,-0.008311654,-0.008488665
2.88718359,-0.008041586,-0.008361829,-0.008493611
2.886781026,-0.008014976,-0.008413376,-0.008497262
2.886379406,-0.007979568,-0.008463912,-0.008500174
2.885977899,-0.007936812,-0.008509828,-0.008502791
2.885576504,-0.007888305,-0.008545708,-0.008505809
2.88517522,-0.007836674,-0.008566286,-0.008510002
2.884774047,-0.007785554,-0.008567705,-0.008516048
2.884372986,-0.007739732,-0.008549272,-0.008524721
2.883972037,-0.007703972,-0.008514068,-0.008536483
2.883570368,-0.007682072,-0.008468681,-0.008551567
2.883169641,-0.007675635,-0.008421665,-0.008569622
2.882769026,-0.007683814,-0.008381987,-0.008589321
2.882368523,-0.007703082,-0.008357045,-0.008608296
2.881968131,-0.007728367,-0.008350993,-0.008622881
2.88156785,-0.007754475,-0.008364542,-0.008629456
2.88116768,-0.007776732,-0.008394996,-0.008625216
2.880766791,-0.00779288,-0.008437014,-0.008610002
2.880366844,-0.007803096,-0.008483755,-0.00858669
2.879967007,-0.007810333,-0.008528439,-0.008561048
2.879567282,-0.00781951,-0.008565318,-0.008540156
2.879167667,-0.007836354,-0.008590813,-0.008530093
2.878768164,-0.007865921,-0.008603657,-0.008533755
2.878368771,-0.007910797,-0.008604906,-0.008549721
2.877969489,-0.007970201,-0.008597649,-0.008572919
2.87756949,-0.008039077,-0.008585791,-0.008596556
2.877170429,-0.008109059,-0.008573463,-0.008615209
2.87677148,-0.008170381,-0.008563748,-0.008627097
2.876372641,-0.00821437,-0.008558837,-0.008634893
2.875973913,-0.00823676,-0.008559635,-0.008644376
2.875575295,-0.008238408,-0.008566091,-0.00866196
2.875176787,-0.008226011,-0.008577641,-0.008691758
2.874778391,-0.008210055,-0.008593096,-0.008733241
2.874380104,-0.008201278,-0.008610969,-0.008781479
2.873981102,-0.008207334,-0.008628978,-0.008828114
2.873583036,-0.008230331,-0.008644362,-0.00886472
2.873185081,-0.008265871,-0.008653865,-0.008885609
2.872787236,-0.008304622,-0.008654666,-0.008889263
2.872389501,-0.008335965,-0.00864546,-0.008879077
2.871991876,-0.00835144,-0.008626876,-0.008861598
2.871594361,-0.008347635,-0.008602309,-0.008844628
2.871196132,-0.008327048,-0.008576938,-0.008834756
2.870798837,-0.008296808,-0.008556394,-0.008835968
2.870401652,-0.008265033,-0.008545525,-0.008849089
2.870004578,-0.008238063,-0.008546555,-0.00887207
2.869607613,-0.008218003,-0.008558982,-0.008901229
2.869210758,-0.00820279,-0.00857986,-0.008931961
2.868814012,-0.008187469,-0.008604833,-0.008959743
2.868417377,-0.00816714,-0.008629898,-0.008981377
2.868020028,-0.008140058,-0.008652508,-0.008995264
2.867623612,-0.008108522,-0.008672375,-0.009001974
2.867227305,-0.008079141,-0.008690973,-0.009004338
2.866831108,-0.00806017,-0.008710794,-0.009006659
2.86643502,-0.008059339,-0.008734289,-0.009013393
2.866039042,-0.00808003,-0.008762513,-0.009027731
2.865643174,-0.008120495,-0.00879532,-0.009050163
2.865247414,-0.008173612,-0.008831173,-0.009078146
2.864850943,-0.008228884,-0.00886775,-0.009106776
2.864455403,-0.008275037,-0.008902474,-0.009130171
2.864059971,-0.008303331,-0.008933192,-0.009143565
2.863664649,-0.008309071,-0.008957975,-0.009144757
2.863269436,-0.008292914,-0.00897539,-0.009135149
2.862874332,-0.008260329,-0.008984838,-0.009119235
2.862479336,-0.008219869,-0.008986741,-0.009103649
2.862083631,-0.008181454,-0.008982759,-0.009095208
2.861689673,-0.008153995,-0.008976031,-0.009099498
2.861294186,-0.008144086,-0.008970698,-0.009119526
2.860899627,-0.008154761,-0.008971132,-0.00915539
2.860505177,-0.008185486,-0.008980411,-0.009204263
2.860110835,-0.008232446,-0.008999374,-0.009261052
2.859716602,-0.008289851,-0.009026144,-0.009319273
2.859322478,-0.008351507,-0.009056444,-0.00937252
2.858928462,-0.008411542,-0.009085189,-0.009415772
2.858533738,-0.008466231,-0.009108408,-0.009446524
2.85813994,-0.008513648,-0.009124553,-0.009465862
2.85774625,-0.008553938,-0.009135704,-0.009478269
2.857352668,-0.008587975,-0.00914688,-0.00949047
2.856959195,-0.008616524,-0.009164308,-0.009509489
2.856565831,-0.008639587,-0.009193456,-0.00954016
2.856172575,-0.008656244,-0.009237083,-0.00958356
2.855779426,-0.008665103,-0.009294034,-0.009636328
2.855385571,-0.008665718,-0.009359322,-0.009691314
2.85499264,-0.008659105,-0.00942562,-0.009740219
2.854599817,-0.008648796,-0.009485238,-0.009776132
2.854207101,-0.008640285,-0.009531938,-0.009796
2.853814494,-0.008639074,-0.009562456,-0.00980148
2.853421995,-0.008649777,-0.009576964,-0.009798248
2.853029604,-0.008673412,-0.009578203,-0.009793947
2.85263732,-0.00870754,-0.009571096,-0.009795667
2.852245145,-0.008746121,-0.009561097,-0.0098081
2.851852264,-0.008781417,-0.009553706,-0.009832642
2.851460304,-0.008805952,-0.009554107,-0.009867801
2.851068452,-0.008815071,-0.009566433,-0.009910249
2.850676708,-0.008807701,-0.009593688,-0.009956137
2.850285071,-0.008787239,-0.009636935,-0.010002109
2.849893542,-0.008760628,-0.009694855,-0.010046034
2.849502121,-0.008737075,-0.009763411,-0.01008692
2.849110807,-0.008725882,-0.009836508,-0.010125317
2.848718789,-0.008734868,-0.009906861,-0.010162936
2.84832769,-0.008768972,-0.009967796,-0.010202121
2.847936698,-0.008829799,-0.010014816,-0.010245531
2.847545814,-0.008914999,-0.010046256,-0.010295385
2.847155037,-0.009019061,-0.010063919,-0.010352459
2.846764368,-0.009133684,-0.010072169,-0.010415429
2.846373805,-0.009248804,-0.010077007,-0.010480821
2.84598254,-0.009354211,-0.010084646,-0.010543473
2.845592192,-0.009441793,-0.01010064,-0.010597879
2.845201951,-0.009506389,-0.01012893,-0.010639682
2.844811817,-0.009547559,-0.010171605,-0.010667288
2.84442179,-0.009569029,-0.010228693,-0.010682333
2.84403187,-0.00957753,-0.010298557,-0.010689504
2.843642057,-0.00958017,-0.010377401,-0.010695287
2.843252351,-0.009583121,-0.010459855,-0.010706479
2.842861943,-0.00958958,-0.01053901,-0.010728348
2.842472451,-0.009599744,-0.010607798,-0.010763347
2.842083065,-0.009612349,-0.010660006,-0.010810918
2.841693786,-0.009626229,-0.010692092,-0.010867758
2.841304613,-0.009642179,-0.010704019,-0.010928754
2.840915548,-0.009663284,-0.010700064,-0.010988158
2.840526588,-0.009694632,-0.010687864,-0.011041138
2.840137735,-0.009740628,-0.010676648,-0.01108434
2.839748989,-0.009803408,-0.010674925,-0.011117183
2.839359543,-0.009880894,-0.010688183,-0.011141733
2.838971009,-0.009966855,-0.010717663,-0.011162223
2.838582582,-0.010052295,-0.010760233,-0.011184215
2.838194261,-0.010128476,-0.010810014,-0.011212906
2.837806047,-0.010189175,-0.010860597,-0.01125227
2.837417938,-0.010232817,-0.010907597,-0.011303679
2.837029936,-0.010261878,-0.010949944,-0.011365857
2.83664204,-0.010281909,-0.010990284,-0.011435968
2.836253445,-0.010298982,-0.011032951,-0.011510393
2.835865761,-0.010317624,-0.011082657,-0.011586125
2.835478184,-0.01034006,-0.011141543,-0.011661396
2.835090712,-0.010366326,-0.011208611,-0.011735505
2.834703345,-0.010395498,-0.011279971,-0.011808458
2.834316085,-0.010427187,-0.011349848,-0.011880038
2.833928931,-0.010461861,-0.011412971,-0.011949677
2.833541079,-0.01050069,-0.011466452,-0.012016051
2.833154136,-0.010544378,-0.011510039,-0.012077868
2.832767299,-0.010592421,-0.011546372,-0.012134347
2.832380568,-0.010641881,-0.011578898,-0.01218538
2.831993942,-0.010688825,-0.011610866,-0.012231551
2.831607421,-0.010728849,-0.011644048,-0.012273734
2.831221007,-0.010759444,-0.011678539,-0.012312289
2.830834697,-0.010780655,-0.011713402,-0.01234714
2.830447692,-0.010795753,-0.011747686,-0.01237815
2.830061593,-0.010809975,-0.011781212,-0.012405389
2.8296756,-0.010828744,-0.011814609,-0.012429966
2.829289712,-0.010856497,-0.011848882,-0.012453897
2.82890393,-0.010895227,-0.01188452,-0.012479537
2.828518252,-0.010944611,-0.01192068,-0.012508458
2.82813268,-0.011002491,-0.011955441,-0.012540126
2.827747213,-0.011066438,-0.011986111,-0.012571979
2.827361851,-0.011134387,-0.012010995,-0.012599913
2.826975795,-0.011205273,-0.012030567,-0.012619997
2.826590643,-0.011278517,-0.012047983,-0.01263092
2.826205596,-0.011353076,-0.012068449,-0.012634768
2.825820654,-0.011427189,-0.012097673,-0.012637407
2.825435816,-0.011498207,-0.012139904,-0.012646511
2.825051084,-0.01156305,-0.012195744,-0.012669269
2.824666456,-0.011619508,-0.012261431,-0.012709734
2.824281933,-0.011667565,-0.012329282,-0.012767342
2.823896718,-0.011709053,-0.012389898,-0.012837678
2.823512404,-0.011747427,-0.012434407,-0.012913806
2.823128195,-0.011786288,-0.012457627,-0.012989446
2.822744091,-0.011827659,-0.012459284,-0.013061063
2.822360091,-0.011870798,-0.012444851,-0.013128669
2.821976196,-0.01191229,-0.01242421,-0.013194931
2.821592405,-0.011946879,-0.012409121,-0.013263324
2.821207923,-0.011969639,-0.012410197,-0.013335438
2.820824341,-0.011978053,-0.012434242,-0.01340955
2.820440863,-0.011973604,-0.012482469,-0.013480624
2.82005749,-0.011961475,-0.012550605,-0.013542187
2.81967422,-0.011948932,-0.012630327,-0.013588997
2.819291055,-0.011942968,-0.012711944,-0.013619254
2.818907995,-0.011947833,-0.012786736,-0.013636027
2.818525038,-0.01196316,-0.01284945,-0.013645894
2.818141391,-0.011984884,-0.012898652,-0.013657034
2.817758642,-0.012006677,-0.012936344,-0.013676043
2.817375997,-0.012022977,-0.01296638,-0.013705928
2.816993457,-0.012031008,-0.01299296,-0.013745624
2.81661102,-0.012032608,-0.013019818,-0.013790461
2.816228687,-0.012033122,-0.013049544,-0.013834384
2.815846458,-0.012040261,-0.013083731,-0.013871949
2.815464332,-0.012061106,-0.013123618,-0.013900103
2.81508231,-0.012099393,-0.013169648,-0.013918526
2.8146996,-0.012154609,-0.013221486,-0.013929122
2.814317785,-0.012222416,-0.01327722,-0.01393433
2.813936075,-0.012296846,-0.013332931,-0.013935792
2.813554467,-0.012372744,-0.013382929,-0.013933811
2.813172964,-0.012447428,-0.013420559,-0.013927412
2.812791563,-0.012521035,-0.013440382,-0.013916013
2.812410267,-0.012595097,-0.013439899,-0.013900152
2.812029073,-0.01267023,-0.013420923,-0.013882573
2.811647192,-0.012744665,-0.013390186,-0.01386725
2.811266206,-0.012812984,-0.013357482,-0.013858633
2.810885322,-0.012867689,-0.013333306,-0.013859257
2.810504542,-0.012901365,-0.013326271,-0.013868767
2.810123865,-0.012909245,-0.013340347,-0.013883717
2.809743291,-0.012891326,-0.013374308,-0.013898442
2.80936282,-0.012852414,-0.013422556,-0.013907477
2.808981663,-0.012800523,-0.013477573,-0.013907872
2.808601398,-0.012744725,-0.013532248,-0.013900538
2.808221236,-0.012692107,-0.013582298,-0.013890479
2.807841177,-0.012647057,-0.013626882,-0.01388517
2.807461221,-0.012611312,-0.013667708,-0.013892114
2.807081368,-0.012586537,-0.013707448,-0.013916368
2.806701618,-0.012575416,-0.013747675,-0.013959068
2.80632197,-0.012582821,-0.013787786,-0.014017189
2.805942425,-0.012614981,-0.013824846,-0.014084838
2.805562195,-0.012676937,-0.013854316,-0.014154778
2.805182856,-0.012769051,-0.013871692,-0.014220245
2.804803619,-0.012884883,-0.013873616,-0.014275571
2.804424484,-0.013010568,-0.013859294,-0.014316455
2.804045452,-0.013126321,-0.01383047,-0.014339785
2.803666523,-0.013211768,-0.013791224,-0.014343644
2.803287696,-0.013252109,-0.013746697,-0.014327303
2.802908971,-0.013242872,-0.013701588,-0.014292388
2.802529563,-0.013191124,-0.013658974,-0.014242838
2.802151043,-0.013112634,-0.013619563,-0.014185018
2.801772626,-0.013025752,-0.013582251,-0.014126247
2.80139431,-0.0129463,-0.013544873,-0.014073475
2.801016097,-0.012884108,-0.013505368,-0.014031948
2.800637985,-0.012843098,-0.0134628,-0.01400432
2.800259976,-0.012822149,-0.013417601,-0.013991079
2.799881285,-0.012818406,-0.013372169,-0.013991268
2.79950348,-0.012828052,-0.013329984,-0.014003513
2.799125777,-0.012848445,-0.013295079,-0.014027034
2.798748176,-0.012877508,-0.01327091,-0.014061477
2.798370677,-0.012913095,-0.013259402,-0.014106381
2.797993279,-0.012952527,-0.013260627,-0.014159742
2.797615984,-0.012991995,-0.013272854,-0.014217316
2.79723879,-0.013027538,-0.013293542,-0.014272249
2.796860915,-0.013055475,-0.013320126,-0.014316256
2.796483925,-0.013073671,-0.013351057,-0.01434173
2.796107036,-0.013081895,-0.013385854,-0.014344035
2.795730249,-0.013081612,-0.013425043,-0.014323165
2.795353563,-0.013075733,-0.013468986,-0.014283922
2.794976979,-0.013067311,-0.013517532,-0.01423492
2.794600496,-0.013059367,-0.013569135,-0.014186396
2.794224115,-0.013054129,-0.013621689,-0.014147589
2.793847835,-0.013053246,-0.013672888,-0.014124831
2.793470876,-0.013057295,-0.013721176,-0.014120229
2.793094799,-0.013066101,-0.013766112,-0.014132153
2.792718823,-0.013078386,-0.013807873,-0.014155967
2.792342949,-0.013091997,-0.013846388,-0.01418581
2.791967175,-0.013104516,-0.013880141,-0.014216121
2.791591503,-0.01311419,-0.013905961,-0.014243119
2.791215932,-0.01312096,-0.013919389,-0.014265558
2.790840462,-0.013126743,-0.013916136,-0.014285018
2.790464314,-0.013135816,-0.013894123,-0.014305203
2.790089046,-0.01315283,-0.013854963,-0.014331064
2.789713879,-0.013181423,-0.013804562,-0.01436701
2.789338812,-0.013222527,-0.013752593,-0.014415395
2.788963847,-0.013272515,-0.013710267,-0.014475143
2.788588982,-0.013324302,-0.013688061,-0.01454127
2.788214218,-0.013368153,-0.013692485,-0.014605801
2.787838778,-0.01339564,-0.01372436,-0.014659709
2.787464216,-0.013402299,-0.013778236,-0.014695762
2.787089754,-0.013390547,-0.013844293,-0.014711121
2.786715393,-0.013368339,-0.013911134,-0.014708128
2.786341133,-0.013346556,-0.013969393,-0.014693286
2.785966973,-0.013334476,-0.01401369,-0.014674528
2.785592913,-0.013336671,-0.014042777,-0.014658734
2.785218954,-0.013352085,-0.014058402,-0.014649948
2.78484432,-0.01337514,-0.014063721,-0.014649408
2.784470562,-0.013398539,-0.014062122,-0.014656534
2.784096904,-0.013415644,-0.014056337,-0.014670305
2.783723347,-0.013423449,-0.014048869,-0.014690084
2.78334989,-0.013422805,-0.014041518,-0.014715861
2.782976533,-0.013418263,-0.014036171,-0.014747704
2.782603276,-0.013416066,-0.014034328,-0.01478525
2.782230119,-0.013421965,-0.014037248,-0.014826838
2.781857062,-0.013439063,-0.014045665,-0.014870133
2.781483332,-0.013467175,-0.014059433,-0.014912901
2.781110475,-0.013503074,-0.014077854,-0.01495378
2.780737719,-0.01354253,-0.014099603,-0.014992656
2.780365062,-0.013581751,-0.014123115,-0.015030244
2.779992505,-0.013619087,-0.01414657,-0.015066782
2.779620048,-0.013655039,-0.014168277,-0.01510118
2.779247691,-0.013692016,-0.014186718,-0.015130776
2.778875434,-0.013733468,-0.014201337,-0.015152035
2.778502504,-0.013782314,-0.014212669,-0.015162286
2.778130446,-0.013840397,-0.014222902,-0.015161472
2.777758488,-0.01390812,-0.014235341,-0.015152848
2.777386629,-0.013984261,-0.014254169,-0.015142743
2.77701487,-0.014066105,-0.014282904,-0.015138671
2.776643211,-0.014150488,-0.014323339,-0.015146548
2.77627165,-0.014233957,-0.014374643,-0.015169138
2.775899419,-0.014313578,-0.014433259,-0.015205255
2.775528828,-0.014386646,-0.014494263,-0.015251355
2.775156796,-0.014451177,-0.01455256,-0.015303552
2.774785634,-0.01450565,-0.014604682,-0.015359724
2.774414571,-0.014548938,-0.014649439,-0.01542056
2.774043607,-0.014580611,-0.014688486,-0.015488738
2.773672742,-0.014600986,-0.014725087,-0.01556724
2.773301977,-0.014611782,-0.014763138,-0.015657407
2.77293131,-0.014615862,-0.014805614,-0.015757541
2.772559974,-0.01461768,-0.01485355,-0.015862792
2.772189506,-0.014623109,-0.014905847,-0.015966219
2.771819137,-0.01463856,-0.014959913,-0.016060986
2.771448866,-0.014670264,-0.015012744,-0.016142165
2.771078695,-0.014722758,-0.015062704,-0.016208256
2.770708623,-0.014797457,-0.015109857,-0.016260681
2.770338649,-0.01489217,-0.015156391,-0.016302792
2.769968774,-0.015001276,-0.015205208,-0.016337769
2.769598231,-0.015117255,-0.015258798,-0.016367484
2.769228554,-0.015231549,-0.015318229,-0.016392362
2.768858975,-0.015336157,-0.015382632,-0.016412193
2.768489496,-0.015424734,-0.015449969,-0.016427164
2.768120114,-0.015493389,-0.015517583,-0.016439101
2.767750832,-0.015541986,-0.015583488,-0.016451829
2.767381647,-0.015574056,-0.015647033,-0.016470568
2.767012562,-0.015596456,-0.015709086,-0.016500742
2.766642809,-0.015617495,-0.015771292,-0.016546905
2.76627392,-0.015644938,-0.015834884,-0.016611315
2.76590513,-0.01568455,-0.015900191,-0.016693606
2.765536438,-0.015739819,-0.01596616,-0.016790689
2.765167844,-0.015811801,-0.016031269,-0.01689661
2.764799349,-0.015899603,-0.016094558,-0.017003272
2.764430952,-0.016000891,-0.016156801,-0.017101257
2.764061888,-0.016111744,-0.016221147,-0.01718197
